"Source","Target","Weight"
"nevroc","usfda",3
"millph","tkdci",1
"neubio","usfda",1
"neubio","abvbba",1
"usfda","abvbba",1
"usfda","bosts",1
"usfda","verpha",1
"usfda","cystc",1
"verpha","cystc",1
"apaste","iidrii",2
"apaste","bimega",2
"apaste","sansyn",3
"apaste","whoz",2
"iidrii","bimega",2
"iidrii","sansyn",2
"iidrii","whoz",2
"bimega","sansyn",2
"bimega","whoz",2
"sansyn","whoz",2
"teviy","usfda",2
"teviy","cndhea",1
"teviy","eumagy",1
"usfda","cndhea",2
"usfda","eumagy",2
"cndhea","eumagy",1
"urolog","medinc",1
"tbpjfd","bsnmce",1
"tbpjfd","byotjxi",1
"tbpjfd","usfda",1
"bsnmce","byotjxi",1
"bsnmce","usfda",1
"byotjxi","usfda",1
"cnpha","glxo",1
"cnpha","nilgyd",1
"cnpha","nwlngc",1
"cnpha","usnih",1
"glxo","nilgyd",1
"glxo","nwlngc",1
"glxo","usnih",1
"nilgyd","nwlngc",1
"nilgyd","usnih",1
"nwlngc","usnih",1
"medinc","amemed",1
"medinc","scrphe",1
"medinc","usfda",6
"medinc","usnwr",1
"amemed","scrphe",1
"amemed","usfda",1
"amemed","usnwr",1
"scrphe","usfda",1
"scrphe","usnwr",1
"usfda","usnwr",1
"pacphr","nasdaq",1
"pacphr","usfda",2
"nasdaq","usfda",19
"synron","usfda",1
"synron","cndhea",1
"synron","nasdaq",1
"usfda","nasdaq",7
"cndhea","nasdaq",1
"stjm","usfda",2
"aphyta","bionei",1
"ascolo","maym",1
"ascolo","pthenz",1
"ascolo","nasdaq",2
"maym","pthenz",1
"maym","nasdaq",1
"pthenz","nasdaq",1
"achlon","jnsspi",1
"achlon","jonjon",1
"achlon","tibote",1
"achlon","usfda",1
"jnsspi","jonjon",2
"jnsspi","tibote",1
"jnsspi","usfda",2
"jonjon","tibote",1
"tibote","usfda",1
"myln","nasdaq",2
"salixh","trimel",1
"salixh","cedsmc",1
"salixh","usfda",1
"trimel","cedsmc",1
"trimel","usfda",1
"cedsmc","usfda",1
"alexph","avigen",1
"alexph","ftrade",1
"alexph","seexc",1
"avigen","ftrade",1
"avigen","seexc",1
"ftrade","seexc",2
"lcyph","ymnphm",1
"lcyph","uocncn",1
"lcyph","usfda",1
"ymnphm","uocncn",1
"ymnphm","usfda",1
"uocncn","usfda",1
"bmdrlt","illmna",1
"bmdrlt","fldhea",1
"bmdrlt","nasdaq",1
"bmdrlt","nyse",1
"bmdrlt","tkdci",1
"bmdrlt","ukdti",1
"bmdrlt","uncamb",1
"illmna","fldhea",1
"illmna","nasdaq",1
"illmna","nyse",1
"illmna","tkdci",1
"illmna","ukdti",1
"illmna","uncamb",1
"fldhea","nasdaq",1
"fldhea","nyse",1
"fldhea","tkdci",1
"fldhea","ukdti",1
"fldhea","uncamb",1
"nasdaq","nyse",1
"nasdaq","tkdci",1
"nasdaq","ukdti",1
"nasdaq","uncamb",1
"nyse","tkdci",1
"nyse","ukdti",1
"nyse","uncamb",1
"tkdci","ukdti",1
"tkdci","uncamb",1
"ukdti","uncamb",1
"innire","nasdaq",1
"innire","uscong",1
"innire","usfda",1
"nasdaq","uscong",1
"uscong","usfda",1
"bmbcsl","rxsoli",2
"bmbcsl","nasdaq",2
"bmbcsl","uhelc",2
"rxsoli","nasdaq",2
"rxsoli","uhelc",2
"nasdaq","uhelc",2
"cmdhuu","lgndph",1
"cmdhuu","eucmm",1
"cmdhuu","eumagy",2
"cmdhuu","nasdaq",2
"cmdhuu","nhlbt",1
"cmdhuu","sndoz",2
"cmdhuu","usfda",2
"cmdhuu","usnih",2
"lgndph","eucmm",1
"lgndph","eumagy",1
"lgndph","nasdaq",1
"lgndph","nhlbt",1
"lgndph","sndoz",1
"lgndph","usfda",1
"lgndph","usnih",1
"eucmm","eumagy",2
"eucmm","nasdaq",1
"eucmm","nhlbt",1
"eucmm","sndoz",1
"eucmm","usfda",4
"eucmm","usnih",1
"eumagy","nasdaq",3
"eumagy","nhlbt",1
"eumagy","sndoz",2
"eumagy","usfda",6
"eumagy","usnih",2
