osm_id,name,addr.postcode,alt_name,bicycle,bridge,bridge.name,cycleway,highway,lanes,layer,maxspeed,maxspeed.variable,name_1,name_2,name_3,old_ref,oneway,pc_left,pc_right,postal_code,ref,sidewalk,source,surface,tiger.cfcc,tiger.county,tiger.name_base,tiger.name_base_1,tiger.name_base_2,tiger.name_base_3,tiger.name_base_4,tiger.name_direction_prefix,tiger.name_direction_suffix,tiger.name_type,tiger.name_type_1,tiger.name_type_2,tiger.name_type_3,tiger.name_type_4,tiger.reviewed,tiger.separated,tiger.source,tiger.tlid,turn.lanes,wikidata
"548476062",Highway 30,,Mosier-The Dalles Highway,designated,yes,Chenoweth Creek Bridge,,tertiary,"2","1",,,,,,,,,,"97058",US 30,,,,,,,,,,,,,,,,,,,,,,,Q46420992
"548901037",Wamic Road,,National Forest Development Road 48,,,,,tertiary,,,,,,,,,,,,,NF 48,,,paved,,,,,,,,,,,,,,,,,,,,
"548901038",Wamic Road,,National Forest Development Road 48,,yes,,,tertiary,,,,,,,,,,,,,NF 48,,,paved,,,,,,,,,,,,,,,,,,,,
"551745121",National Forest Development Road 2612,,,,,,,tertiary,,,,,,,,,,,,,,no,TIGER,paved,,,,,,,,,,,,,,,,,,,,
"551745126",Lolo Pass Road,,National Forest Development Road 18,,,,,tertiary,,,,,,,,,,,,,NF 18,,,,,,,,,,,,,,,,,,,,,,,
"575836014",Highway 30,,Mosier-The Dalles Highway,designated,,,,tertiary,"2",,,,,,,,,,,"97058",US 30,,,,,,,,,,,,,,,,,,,,,,,
"591295213",Surveyor's Ridge Road,,National Forest Development Road 17,,,,,tertiary,,,,,,,,,,,,,NF 17,,,unpaved,,,,,,,,,,,,,,,,,,,,
"592270332",National Forest Development Road 1720,,Brooks Meadow Road,,,,,tertiary,,,,,,,,,,,,,NF 1720,,,unpaved,,,,,,,,,,,,,,,,,,,,
"592270333",National Forest Development Road 44,,Brooks Meadow Road,,,,,tertiary,,,,,,,,,,,,,NF 44,,,,,,,,,,,,,,,,,,,,,,,
"626785259",Dufur Valley Road,,Dufur Mill Road,,,,,tertiary,,,,,,,,,,,,,,,TIGER,paved,,,,,,,,,,,,,,,,,,,,
"655511205",State Route 142,,,,,,,secondary,,,,,,,,,,,,,WA 142,,"Yahoo,TIGER",,,,,,,,,,,,,,,,,,,,,
"656097871",West 10th Street,,,,,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"660317500",Maryhill Highway,,,,,,,tertiary,,,,,,,,,,,,,,,"Yahoo,TIGER",gravel,,,,,,,,,,,,,,,,,,,,
"682269735",1st Avenue,,Mosier-The Dalles Highway,designated,,,,secondary,"2",,30 mph,school_zone,,,,,,,,,US 30,,,,,,,,,,,,,,,,,,,,,,,
"682333208",Highway 30,,Mosier-The Dalles Highway,designated,,,,tertiary,"2",,,,,,,,,,,"97058",US 30,,,,,,,,,,,,,,,,,,,,,,,
"682333209",Highway 30,,Mosier-The Dalles Highway,designated,,,,tertiary,"2",,,,,,,,,,,"97058",US 30,,,,,,,,,,,,,,,,,,,,,,,
"692098875",Hay Canyon Road,,,,,,,tertiary,"2",,,,,,,,,,,,,,,,A41,"Sherman, OR",Hay Canyon,,,,,,,Rd,,,,,no,,,,,
"692098876",Hay Canyon Road,,,,yes,,,tertiary,"2","1",,,,,,,,,,,,,,,A41,"Sherman, OR",Hay Canyon,,,,,,,Rd,,,,,no,,,,,
"699457317",Hay Canyon Road,,,,,,,tertiary,"2",,,,,,,,,,,,,,,,A41,"Sherman, OR",Hay Canyon,,,,,,,Rd,,,,,no,,,,,
"699457318",Hay Canyon Road,,,,yes,,,tertiary,"2","1",,,,,,,,,,,,,,,A41,"Sherman, OR",Hay Canyon,,,,,,,Rd,,,,,no,,,,,
"699932826",Wasco-Heppner Highway,,State Highway 206,,,,,secondary,,,,,,,,,,,,,OR 206,,,,A31,"Sherman, OR",Wasco-Heppner,State Route 206,State Highway 206,,,,,Hwy,,,,,yes,,,,,
"699932827",Wasco-Heppner Highway,,State Highway 206,,yes,,,secondary,,"1",,,,,,,,,,,OR 206,,,,A31,"Sherman, OR",Wasco-Heppner,State Route 206,State Highway 206,,,,,Hwy,,,,,yes,,,,,
"699983170",Hilderbrand Lane,,Old Wasco-Heppner Highway,,,,,tertiary,"2",,,,,,,,,,,,,,,asphalt,A41,"Sherman, OR",,,,,,,,,,,,,,,,,,
"700184835",Scott Canyon Road,,Wasco-Rufus Road,,,,,tertiary,,,,,,,,,,,,,,,,,A41,"Sherman, OR",Scott Canyon,Wasco-Rufus,,,,,,Rd,Rd,,,,,,,,,
"700372329",Ward Road,,,,,,,tertiary,,,,,County Highway 165,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"705568518",4th Street,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,,4th,,,,,,,St,,,,,no,,,,,
"720315375",Mt. Hood Meadows Road,,,,,,,tertiary,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,
"724196122",Discovery Drive,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,,Discovery,,,,,,,Dr,,,,,,,,,,
"758182325",Antelope Highway,,,,yes,,,secondary,,"1",,,State Highway 293,,,,,,,,OR 293,,,,A31,,Antelope,State Highway 293,,,,,,Hwy,,,,,no,,,,,
"758182326",Antelope Highway,,State Highway 293,,,,,secondary,,,,,,,,,,,,,OR 293,,,,,,,,,,,,,,,,,,,,,,,
"758284282",Antelope Highway,,,,yes,,,secondary,,"1",,,State Highway 293,,,,,,,,OR 293,,,,A31,,Antelope,State Highway 293,,,,,,Hwy,,,,,no,,,,,
"758284283",Antelope Highway,,,,,,,secondary,,,,,State Highway 293,,,,,,,,OR 293,,,,A31,,Antelope,State Highway 293,,,,,,Hwy,,,,,no,,,,,
"762540983",Lost Lake Road,,National Forest Development Road 13,,,,,tertiary,,,,,,,,,,,,,NF 13,,,,,,,,,,,,,,,,,,,,,,,
"771747896",Highway 30,"97058",Mosier-the Dalles Highway,designated,,,,tertiary,"2",,55 mph,,,,,,,,,,US 30,,,,,,,,,,,,,,,,,,,,,,,
"771747897",Highway 30,"97058",Mosier-the Dalles Highway,designated,,,,tertiary,"2",,55 mph,,,,,,,,,,US 30,,,,,,,,,,,,,,,,,,,,,,,
"771747898",Highway 30,"97058",Mosier-the Dalles Highway,designated,,,,tertiary,"2",,55 mph,,,,,,,,,,US 30,,,,,,,,,,,,,,,,,,,,,,,
"771747899",Highway 30,"97058",Mosier-the Dalles Highway,designated,,,,tertiary,"2",,55 mph,,,,,,,,,,US 30,,,,,,,,,,,,,,,,,,,,,,,
"771747900",Highway 30,"97058",Mosier-the Dalles Highway,designated,,,,tertiary,"2",,55 mph,,,,,,,,,,US 30,,,,,,,,,,,,,,,,,,,,,,,
"771747902",Highway 30,"97058",Mosier-the Dalles Highway,designated,,,,tertiary,"2",,55 mph,,,,,,,,,,US 30,,,,,,,,,,,,,,,,,,,,,,,
"771747903",Highway 30,"97058",Mosier-the Dalles Highway,designated,,,,tertiary,"2",,55 mph,,,,,,,,,,US 30,,,,,,,,,,,,,,,,,,,,,,,
"771747905",Highway 30,"97058",Mosier-the Dalles Highway,designated,,,,tertiary,"2",,55 mph,,,,,,,,,,US 30,,,,,,,,,,,,,,,,,,,,,,,
"771747906",Highway 30,"97058",Mosier-the Dalles Highway,designated,,,,tertiary,"2",,55 mph,,,,,,,,,,US 30,,,,,,,,,,,,,,,,,,,,,,,
"771747907",Highway 30,"97058",Mosier-the Dalles Highway,designated,,,,tertiary,"2",,55 mph,,,,,,,,,,US 30,,,,,,,,,,,,,,,,,,,,,,,
"785255292",Ka-Nee-Ta Simnasho Road,,E-100 Road,,,,,tertiary,,,,,,,,,,,,,BIA 3,,,,,,,,,,,,,,,,,,,,,,,
"790954275",Bakeoven Road,,,,yes,,,tertiary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"790954276",Bakeoven Road,,,,,,,tertiary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"793370108",Wamic Market Road,,,,,,,tertiary_link,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
"798956907",West 10th Street,,,,,,lane,secondary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"798956908",Snipes Street,,,,,,lane,tertiary,,,,,,,,,,,,,,,,,A41,,Snipes,,,,,,,St,,,,,no,,,,,
"798956909",River Road,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,,,,,,,,,,,,,,no,,,,,
"798956913",River Road,,,,,,shoulder,tertiary,,,,,,,,,,,,,,,,,A41,,,,,,,,,,,,,,no,,,,,
"798956914",Chenowith Creek Road,,Chenoweth Road,,,,,tertiary,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"798962846",Cherry Heights Road,,,,,,lane,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"798962847",West 10th Street,,,,,,lane,secondary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"798995468",,,,,,,,tertiary_link,"1",,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
"801394437",Eastside Road,,,,,,,tertiary,,,55 mph,,,,,,,,,,,,,,A41,,Eastside,,,,,,,Rd,,,,,no,,,,,
"801448351",Reservation Road,,,,,,,tertiary,,,,,,,,,,,,,,,,,A74,,Reservation,,,,,,,Rd,,,,,no,,,,,
"801448352",Reservation Road,,,,yes,,,tertiary,,"1",,,,,,,,,,,,,,,A74,,Reservation,,,,,,,Rd,,,,,no,,,,,
"807697638",Celilo-Wasco Highway,,,,,,,secondary,,,,,State Route 206,Fulton Canyon Road,State Highway 206,,,,,,OR 206,,,,A31,"Sherman, OR",Celilo-Wasco,State Route 206,Fulton Canyon,State Highway 206,,,,Hwy,,Rd,,,no,,,,,
"807697639",Celilo-Wasco Highway,,Fulton Canyon Road,,,,,secondary,,,,,,,,,,,,,OR 206,,,,,,,,,,,,,,,,,,,,,,,
"814832608",Timothy Lake Road,,National Forest Development Road 57,designated,,,,tertiary,,,,,,,,,,,,,NF 57,no,,paved,,,,,,,,,,,,,,,,,,,,
"815171245",Kelly Cutoff Road,,,,,,,tertiary_link,,,,,,,,,,,,,,,,,A41,,Kelly Cutoff,,,,,,,Rd,,,,,yes,,,,,
"817963434",Wapinitia Highway,,Oregon Highway 216,,yes,,,secondary,"2","1",,,,,,,,,,,OR 216,,,paved,,,,,,,,,,,,,,,,,,,,
"817963435",Wapinitia Highway,,Oregon Highway 216,,,,,secondary,"2",,,,,,,,,,,,OR 216,,,paved,,,,,,,,,,,,,,,,,,,,
