osm_id,name,NHS,RLIS.bicycle,addr.postcode,alt_name,bicycle,bridge,bridge.name,bridge.structure,cycleway,destination,destination.ref,embankment,hgv,hgv.national_network,highway,junction,lanes,lanes.backward,lanes.forward,layer,length,length_unit,level,maxheight,maxspeed,maxspeed.hgv,name_1,old_ref,oneway,postal_code,ref,shoulder,sidewalk,source,source.hgv.national_network,start_date,surface,tiger.cfcc,tiger.county,tiger.name_base,tiger.name_base_1,tiger.name_base_2,tiger.name_base_3,tiger.name_base_4,tiger.name_direction_prefix,tiger.name_direction_prefix_1,tiger.name_direction_suffix_1,tiger.name_direction_suffix_2,tiger.name_type,tiger.name_type_1,tiger.name_type_2,tiger.name_type_3,tiger.reviewed,tiger.separated,tiger.source,tiger.tlid,tunnel,tunnel.name,wikidata
"66623327",Tucker Road,,,"97031",,,yes,,,,,,,,,primary,,,,,"1",,,,,,,,,,,OR 281,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"66623367",Tucker Road/281,,,"97031",,,,,,,,,,,,primary,,,,,,,,,,,,,,,,OR 281,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"66634482",Mount Hood Highway,yes,,,,,,,,,,,,designated,yes,primary,,"2",,,,,,,,,,,,,,OR 35,,,TIGER,Title 23: Highways Part 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23,,,,,,,,,,,,,,,,,,,,,,,,
"66634504",Mount Hood Highway,yes,,,,,yes,,,,,,,designated,yes,primary,,,,,"1",,,,,,,Highway 35,,,,OR 35,,,TIGER,Title 23: Highways Part 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23,,,,,,,,,,,,,,,,,,,,,,,,
"71056900",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,,,,,,,,designated,,motorway,,"2",,,,,,,,,,,,yes,,"I 84;US 30",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71056901",Sherman Highway,yes,,,,,,,,,,,,designated,yes,primary,,"2",,,,,,,,,,,,,,US 97,,,"Yahoo,TIGER",Title 23: Highways Part 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23,,,A21,,,,,,,,,,,,,,,,,,,,,
"71056902",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,,,,,,,,designated,,motorway,,"2",,,,,,,,,,,,yes,,"I 84;US 30",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71056904",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,yes,,,,,,,designated,,motorway,,"2",,,"1",,,,,,,,,yes,,"I 84;US 30",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71056905",Sherman Highway,yes,,,,,yes,,,,,,,designated,yes,primary,,"2",,,"1",,,,,,,,,,,US 97,,,"Yahoo,TIGER",Title 23: Highways Part 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23,,,A21,,,,,,,,,,,,,,,,,,,,,
"71056906",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,yes,,,,,,,designated,,motorway,,"2",,,"1",,,,,,,,,yes,,"I 84;US 30",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71069261",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,yes,,,,,,,designated,,motorway,,"2",,,"1",,,,,,,,,yes,,"I 84;US 30",,,"Yahoo,TIGER",,,,,,,,,,,,,,,,,,,,,,,,,
"71069263",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,,,,,,,,designated,,motorway,,"2",,,,,,,,,,,,yes,,"I 84;US 30",,,"Yahoo,TIGER",,,,,,,,,,,,,,,,,,,,,,,,,
"71069264",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,yes,,,,,,,designated,,motorway,,"2",,,"1",,,,,,,,,yes,,"I 84;US 30",,,"Yahoo,TIGER",,,,,,,,,,,,,,,,,,,,,,,,,
"71069265",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,,,,,,,,designated,,motorway,,"2",,,,,,,,,,,,yes,,"I 84;US 30",,,"Yahoo,TIGER",,,,,,,,,,,,,,,,,,,,,,,,,
"71069266",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,yes,,,,,,,designated,,motorway,,"2",,,"1",,,,,,,,,yes,,"I 84;US 30",,,"Yahoo,TIGER",,,,,,,,,,,,,,,,,,,,,,,,,
"71069267",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,yes,,,,,,,designated,,motorway,,"2",,,"1",,,,,,,,,yes,,"I 84;US 30",,,"Yahoo,TIGER",,,,,,,,,,,,,,,,,,,,,,,,,
"71069268",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,,,,,,,,designated,,motorway,,"2",,,,,,,,,,,,yes,,"I 84;US 30",,,"Yahoo,TIGER",,,,,,,,,,,,,,,,,,,,,,,,,
"71069269",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,,,,,,,,designated,,motorway,,"2",,,,,,,,,,,,yes,,"I 84;US 30",,,"Yahoo,TIGER",,,,,,,,,,,,,,,,,,,,,,,,,
"71069271",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,,,,,,,,designated,,motorway,,"2",,,,,,,,,,,,yes,,"I 84;US 30",,,"Yahoo,TIGER",,,,,,,,,,,,,,,,,,,,,,,,,
"71069272",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,,,,,,,,designated,,motorway,,"2",,,,,,,,,,,,yes,,"I 84;US 30",,,"Yahoo,TIGER",,,,,,,,,,,,,,,,,,,,,,,,,
"71069273",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,yes,,,,,,,designated,,motorway,,"2",,,"1",,,,,,,,,yes,,"I 84;US 30",,,"Yahoo,TIGER",,,,,,,,,,,,,,,,,,,,,,,,,
"71284209",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,yes,,,,,,,designated,,motorway,,"2",,,"1",,,,,,,,,yes,,"I 84;US 30",,,TIGER,,,,,,,,,,,,,,,,,,,,,,,,,
"71284211",,,,,,yes,,,,,Rest Area,,,,,motorway_link,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71284212",,,,,,yes,,,,,,,,no,,motorway_link,,,,,,,,,,25 mph,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71284214",The Dalles-California Highway,,,,,,,,,,,,,designated,yes,primary,,"2",,,,,,,,,,,,,,"US 30;US 197",,,Yahoo image,Title 23: Highways Part 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23,,,,,,,,,,,,,,,,,,,,,,,,
"71284215",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,yes,,,,,,,designated,,motorway,,"2",,,,,,,,65 mph,55 mph,,,yes,,I 84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71284216",,,,,,yes,,,,,,,,,,motorway_link,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71284218",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,yes,,,,,,,designated,,motorway,,"2",,,,,,,,65 mph,55 mph,,,yes,,I 84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71284219",,,,,,yes,,,,,Starvation Creek Trailhead,,,no,,motorway_link,,,,,,,,,,25 mph,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71284221",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,,,,,,,,designated,,motorway,,"2",,,,,,,,,,,,yes,,"I 84;US 30",,,"Yahoo,TIGER",,,,,,,,,,,,,,,,,,,,,,,,,
"71284223",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,,,,,,,,designated,,motorway,,"2",,,,,,,,,,,,yes,,"I 84;US 30",,,TIGER,,,,,,,,,,,,,,,,,,,,,,,,,
"71284229",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,,,,,,,,designated,,motorway,,"2",,,,,,,,,,,,yes,,I 84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71284231",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,yes,,,,,,,designated,,motorway,,"2",,,"1",,,,,,,,,yes,,"I 84;US 30",,,"Yahoo,TIGER",,,,,,,,,,,,,,,,,,,,,,,,,
"71284233",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,,,,,,,,designated,,motorway,,"2",,,,,,,,65 mph,55 mph,,,yes,,I 84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71284238",,,,,,yes,,,,,Rest Area,,,,,motorway_link,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"74100001",12th Street,,,,,,,,,,,,,,,primary,,"2",,,,,,,,25 mph,,,,yes,,OR 281,,,,,,,A41,,12th,,,,,,,,,St,,,,,,,,,,
"75499955",Mount Hood Highway,yes,,,,,,,,,,,,designated,yes,primary,,"2",,,,,,,,,,Highway 35,,,,OR 35,,,TIGER,Title 23: Highways Part 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23,,,,,,,,,,,,,,,,,,,,,,,,
"75499956",Mount Hood Highway,yes,,,,,yes,,,,,,,designated,yes,primary,,"2",,,"1",,,,,,,Highway 35,,,,OR 35,,no,TIGER,Title 23: Highways Part 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23,,,,,,,,,,,,,,,,,,,,,,,,
"76298055",Lewis and Clark Trail Highway,yes,,,,,,,,,,,,,,primary,,"2",,,,,,,,55 mph,,,US 830,,,WA 14,,,,,,,A31,"Skamania, WA",Lewis and Clark,State Highway 14,State Route 14,,,,,,,Hwy,,,,no,,,,,,
"87219981",Mount Hood Highway,yes,,,,,,,,,,,,designated,yes,primary,,"2",,,,,,,,,,Highway 35,,,,OR 35,,,,Title 23: Highways Part 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23,,,A31,,State Highway 35,Highway 35,,,,,,,,,,,,,,,,,,
"87219983",Mount Hood Highway,yes,,,,,yes,,,,,,,designated,yes,primary,,"2",,,"1",,,,,,,Highway 35,,,,OR 35,,,,Title 23: Highways Part 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23,,,A31,,State Highway 35,Highway 35,,,,,,,,,,,,,,,,,,
"91096197",Davis Drive,,,,,,,,,,,,,,,primary,,,,,,,,,,,,,,,,OR 282,,,,,,,A41,,Davis,,,,,,,,,Dr,,,,,,,,,,
"91100103",,,,,,,,,,,,,,,,primary_link,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91100114",13th Street,,,,,,,,,,,,,,,primary,,"2",,,,,,,,25 mph,,,,yes,,OR 281,,,,,,,A41,,13th,,,,,,,,,St,,,,,,,,,,
"91180742",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,yes,,,,,,,designated,,motorway,,"2",,,"1",,,,,65 mph,55 mph,,,yes,,"I 84;US 30",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91180743",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,,,,,,,,designated,,motorway,,"2",,,,,,,,65 mph,55 mph,,,yes,,"I 84;US 30",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91180746",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,,,,,,,,designated,,motorway,,"2",,,,,,,,65 mph,55 mph,,,yes,,"I 84;US 30",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91180750",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,yes,,,,,,,designated,,motorway,,"2",,,"1",,,,,65 mph,55 mph,,,yes,,"I 84;US 30",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91184593",,,,,,,,,,,,,,,,primary,,"1",,,,,,,,,,,,yes,,US 30,,,TIGER,,,,,,,,,,,,,,,,,,,,,,,,,
"91184597",East 2nd Street,,,,State Road,,,,,,,,,,,primary,,"2",,,,,,,,,,,,,,US 30,,,TIGER,,,,,,,,,,,,,,,,,,,,,,,,,
"91184599",West 2nd Street,,,,,,,,,,,,,,,primary,,"2",,,,,,,,,,,,,,US 30,,,TIGER,,,,,,,,,,,,,,,,,,,,,,,,,
"91184602",West 3rd Street,,,,,,,,,,,,,,,primary,,,,,,,,,,,,,,yes,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,,,,,
"91184906",West 6th Street,,,,Mosier-the Dalles Highway,designated,,,,,,,,,,primary,,"2",,,,,,,,,,,,,"97058",US 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91185688",,,,,,yes,yes,,,,,,,,,motorway_link,,,,,"1",,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91185689",,,,,,yes,,,,,"Columbia Gorge Discovery Center;Wasco County Museum",,,,,motorway_link,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91185690",River Road,,,,,,,,,lane,,,,,,primary,,,,,,,,,,,,,,,,,,,,,,,A41,,,,,,,,,,,,,,,,,,,,,
"91185692",,,,,,yes,,,,,,,,,,motorway_link,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91186257",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,yes,,,,,,,designated,,motorway,,"2",,,"1",,,,,,,,,yes,,I 84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91186263",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,,,,,,,,designated,,motorway,,"2",,,,,,,,,,,,yes,,I 84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91186274",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,,,,,,,,designated,,motorway,,"2",,,,,,,,65 mph,,,,yes,,I 84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91186281",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,yes,,,,,,,designated,,motorway,,"2",,,"1",,,,,,,,,yes,,I 84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91187239",,,,,,,,,,,,,,,,primary,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91187296",,,,,,,,,,,,,,,,primary_link,,,,,,,,,,,,,,yes,,,,,,,,,A41,,,,,,,,,,,,,,,no,,,,,,
"91304015",,,,,,yes,yes,,,,,,,,,motorway_link,,,,,"1",,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91305525",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,yes,,,,,,,designated,,motorway,,"2",,,"1",,,,,,,,,yes,,"I 84;US 30",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91305526",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,yes,,,,,,,designated,,motorway,,"2",,,"1",,,,,,,,,yes,,"I 84;US 30",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91305527",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,,,,,,,,designated,,motorway,,"2",,,,,,,,,,,,yes,,"I 84;US 30",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"98965999",The Dalles-California Highway,,,,,,yes,,,,,,,,,primary,,"2",,,"1",,,,,,,,,,,US 197,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"98966000",The Dalles-California Highway,,,,,,,,,,,,,,,primary,,"2",,,,,,,,65 mph,,,,,,US 197,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"114768694",Mount Hood Highway,yes,,,,,yes,,,,,,,designated,yes,primary,,"2",,,"1",,,"1",,,,Highway 35,,,,OR 35,,,TIGER,Title 23: Highways Part 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23,,,,,,,,,,,,,,,,,,,,,,,,
"114768695",Mount Hood Highway,yes,,,,,,,,,,,,designated,yes,primary,,"2",,,,,,,,,,Highway 35,,,,OR 35,,,TIGER,Title 23: Highways Part 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23,,,,,,,,,,,,,,,,,,,,,,,,
"115061511",West 6th Street,,,,,,,,,,,,,,,primary,,,,,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,,,,,
"115226113",East 2nd Street,,,,,,,,,,,,,,,primary,,"1",,,,,,,,,,,,yes,,US 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"115226114",East 2nd Street,,,,State Road,,,,,,,,,,,primary,,"1",,,,,,,,,,,,yes,,US 30,,,TIGER,,,,,,,,,,,,,,,,,,,,,,,,,
"115226117",East 2nd Street,,,,State Road,,,,,,,,,,,primary,,"1",,,,,,,,,,,,yes,,US 30,,,TIGER,,,,,,,,,,,,,,,,,,,,,,,,,
"115226118",East 2nd Street,,,,State Road,,,,,,,,,,,primary,,"2",,,,,,,,,,,,,,US 30,,,TIGER,,,,,,,,,,,,,,,,,,,,,,,,,
"115226119",East 2nd Street,,,,State Road,,,,,,,,,,,primary,,"1",,,,,,,,,,,,yes,,US 30,,,TIGER,,,,,,,,,,,,,,,,,,,,,,,,,
"117452654",East 3rd Street,,,,,,,,,,,,,,,primary,,"1",,,,,,,,,,,,yes,,US 30,,,TIGER,,,,,,,,,,,,,,,,,,,,,,,,,
"117452694",West 2nd Street,,,,,,,,,,,,,,,primary,,"1",,,,,,,,,,,,yes,,US 30,,,TIGER,,,,,,,,,,,,,,,,,,,,,,,,,
"117452695",Lincoln Street,,,,,,,,,,,,,,,primary,,"2",,,,,,,,,,,,yes,,US 30,,,TIGER,,,,,,,,,,,,,,,,,,,,,,,,,
"118729828",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,,,,,,,,designated,,motorway,,"2",,,,,,,,65 mph,,,,yes,,"I 84;US 30",,,"Yahoo,TIGER",,,,,,,,,,,,,,,,,,,,,,,,,
"118729831",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,yes,,,,,,,designated,,motorway,,"2",,,"1",,,,,,,,,yes,,"I 84;US 30",,,"Yahoo,TIGER",,,,,,,,,,,,,,,,,,,,,,,,,
"118730991",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,yes,,,,,,,designated,,motorway,,"2",,,"1",,,,,,,,,yes,,"I 84;US 30",,,"Yahoo,TIGER",,,,,,,,,,,,,,,,,,,,,,,,,
"118730993",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,,,,,,,,designated,,motorway,,"2",,,,,,,,65 mph,,,,yes,,"I 84;US 30",,,"Yahoo,TIGER",,,,,,,,,,,,,,,,,,,,,,,,,
"135840829",The Dalles-California Highway,,,,,,yes,,,,,,,,,primary,,"2",,,"1",,,,,,,,,,,US 197,,,TIGER,,,,,,,,,,,,,,,,,,,,,,,,,
"135840830",The Dalles-California Highway,,,,,,,,,,,,,,,primary,,"2",,,,,,,,,,,,,,US 197,,,TIGER,,,,,,,,,,,,,,,,,,,,,,,,,
"138322451",The Dalles-California Highway,,,,,,yes,,,,,,,,,primary,,"2",,,"1",,,,,,,,,,,US 197,,,Yahoo image,,,,,,,,,,,,,,,,,,,,,,,,,
"143441114",Sherman Highway,yes,,,,,,,,,,,,designated,yes,primary,,"2",,,,,,,,30 mph,,,,,,US 97,,,,Title 23: Highways Part 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23,,,,,,,,,,,,,,,,,,,,,,,,
"143441126",Sherman Highway,yes,,,,,,,,,,,,designated,yes,primary,,"2",,,,,,,,55 mph,,,,,,US 97,,,,Title 23: Highways Part 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23,,,A21,"Sherman, OR",United States Highway 97,,,,,,,,,,,,,no,,,,,,
"143441137",Sherman Highway,yes,,,,,,,,,,,,designated,yes,primary,,"2",,,,,,,,45 mph,,,,,,US 97,,,,Title 23: Highways Part 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23,,,A21,"Sherman, OR",United States Highway 97,,,,,,,,,,,,,no,,,,,,
"143463785",Sherman Highway,yes,,,,,,,,,,,,designated,yes,primary,,"2",,,,,,,,35 mph,,,,,,US 97,,,Yahoo image,Title 23: Highways Part 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23,,,,,,,,,,,,,,,,,,,,,,,,
"146985962",Mount Hood Highway,yes,,,,,,,,,,,,designated,yes,primary,,"2",,,,,,,,,,Highway 35,,,,OR 35,,,TIGER,Title 23: Highways Part 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23,,,,,,,,,,,,,,,,,,,,,,,,
"146985963",Mount Hood Highway,yes,,,,,yes,,,,,,,designated,yes,primary,,"2",,,"1",,,,,,,Highway 35,,,,OR 35,,,TIGER,Title 23: Highways Part 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23,,,,,,,,,,,,,,,,,,,,,,,,
"146985964",Mount Hood Highway,yes,,,,,yes,,,,,,,designated,yes,primary,,"2",,,"1",,,,,,,Highway 35,,,,OR 35,,,TIGER,Title 23: Highways Part 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23,,,,,,,,,,,,,,,,,,,,,,,,
"146985965",Mount Hood Highway,yes,,,,,yes,,,,,,,designated,yes,primary,,"2",,,"1",,,,,,,Highway 35,,,,OR 35,,,TIGER,Title 23: Highways Part 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23,,,,,,,,,,,,,,,,,,,,,,,,
"146985966",Mount Hood Highway,yes,,,,,,,,,,,,designated,yes,primary,,"2",,,,,,,,,,Highway 35,,,,OR 35,,,TIGER,Title 23: Highways Part 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23,,,,,,,,,,,,,,,,,,,,,,,,
"146985967",Mount Hood Highway,yes,,,,,,,,,,,,designated,yes,primary,,"2",,,,,,,,,,Highway 35,,,,OR 35,,,TIGER,Title 23: Highways Part 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23,,,,,,,,,,,,,,,,,,,,,,,,
"147451603",,,,,,,,,,,,,,,,motorway_link,,,,,,,,,,,,,,yes,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,
"147458047",,,,,,,,,,,,,,,,motorway_link,,,,,,,,,,,,,,yes,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,
"147458049",,,,,,yes,yes,,,,,,,,,motorway_link,,,,,"1",,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,tiger_import_dch_v0.6_20070825,175531270:175531271,,,
"147458055",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,,,,,,,,designated,,motorway,,"2",,,,,,,,65 mph,,,,yes,,I 84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"147458061",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,yes,,,,,,,designated,,motorway,,"2",,,"1",,,,,65 mph,,,,yes,,I 84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"147458077",,,,,,yes,,,,,,,,,,motorway_link,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,tiger_import_dch_v0.6_20070825,175531270:175531271,,,
"147458088",,,,,,yes,yes,,,,,,,,,motorway_link,,,,,"1",,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"147458091",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,yes,,,,,,,designated,,motorway,,"2",,,"1",,,,,65 mph,,,,yes,,I 84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"147458101",,,,,,,,,,,,,,,,motorway_link,,,,,,,,,,,,,,yes,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,
"147458104",,,,,,,,,,,,,,,,primary_link,,,,,,,,,,,,,,yes,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,
"147458106",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,,,,,,,,designated,,motorway,,"2",,,,,,,,65 mph,,,,yes,,I 84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"147458112",,,,,,yes,,,,,,,,,,motorway_link,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"148370537",,,,,,yes,,,,,,,,,,motorway_link,,,,,"-1",,,,,20 mph,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,
"148370542",,,,,,yes,,,,,,,,,,motorway_link,,,,,,,,,,20 mph,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"150578163",Mount Hood Highway,yes,,,,,,,,,,,,designated,yes,primary,,"2",,,,,,,,,,Highway 35,,,,OR 35,,,TIGER,Title 23: Highways Part 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23,,,,,,,,,,,,,,,,,,,,,,,,
"150578164",Mount Hood Highway,yes,,,,,yes,,,,,,,designated,yes,primary,,"2",,,"1",,,,,,,Highway 35,,,,OR 35,,,TIGER,Title 23: Highways Part 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23,,,,,,,,,,,,,,,,,,,,,,,,
"163049967",The Dalles-California Highway,,,,,,yes,,,,,,,,,primary,,"2",,,"1",,,,,,,,,,,US 197,,,,,,,,,,,,,,,,,,,,,,,,tiger_import_dch_v0.6_20070825,175533609:175533610:175533614:175532540:175532581:175532618:175533801:175532518:175532890:175533640:175533642:175556628:175534353:175533938:175534531:175538381:175538346:175538383:175548837:175555220:175538290:175538076:175537972:175537974:175537796:17553,,,
"163049968",The Dalles-California Highway,,,,,,,,,,,,,,,primary,,"2",,,,,,,,,,,,,,US 197,,,,,,,,,,,,,,,,,,,,,,no,,,,,,
"165366867",Lewis and Clark Trail Highway,yes,,,,,,,,,,,,,,primary,,"2",,,,,,,,60 mph,,,US 830,,,WA 14,,none,"Yahoo,TIGER",,,paved,,,,,,,,,,,,,,,,,,,,,,
"165366868",Lewis and Clark Trail Highway,yes,,,,,yes,,,,,,,,,primary,,"2",,,"1",,,,,,,,US 830,,,WA 14,,,"Yahoo,TIGER",,,,,,,,,,,,,,,,,,,,,,,,,
"171542390",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,,,,,,,,designated,,motorway,,"2",,,,,,,,65 mph,,,,yes,,I 84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
