source,target,weight
reason,mix,-0.014243815
question,race,-0.014243815
mix,reason,-0.014243815
race,question,-0.014243815
friction,south,-0.014262344
south,friction,-0.014262344
offic,reason,-0.01450045
offic,question,-0.01450045
reason,offic,-0.01450045
question,offic,-0.01450045
southern,62,-0.014531393
62,southern,-0.014531393
armi,chanc,-0.014536341
sleep,chanc,-0.014536341
chanc,armi,-0.014536341
sleep,armi,-0.014536341
chanc,sleep,-0.014536341
armi,sleep,-0.014536341
feel,stai,-0.014718316
feel,seper,-0.014718316
feel,idea,-0.014718316
stai,feel,-0.014718316
seper,feel,-0.014718316
idea,feel,-0.014718316
do,reason,-0.014830048
do,question,-0.014830048
reason,do,-0.014830048
question,do,-0.014830048
differ,southern,-0.01483475
southern,differ,-0.01483475
south,outfit,-0.01490204
outfit,south,-0.01490204
south,southern,-0.015424443
southern,south,-0.015424443
offic,feel,-0.015444409
war,feel,-0.015444409
feel,offic,-0.015444409
feel,war,-0.015444409
lot,reason,-0.015469126
differ,question,-0.015469126
question,differ,-0.015469126
reason,lot,-0.015469126
southern,chanc,-0.015993524
chanc,southern,-0.015993524
armi,southern,-0.015993524
sleep,southern,-0.015993524
southern,armi,-0.015993524
southern,sleep,-0.015993524
south,question,-0.016084036
question,south,-0.016084036
feel,62,-0.016139223
62,feel,-0.016139223
color,black,-0.016222372
black,color,-0.016222372
stai,color,-0.016222372
idea,color,-0.016222372
color,stai,-0.016222372
color,idea,-0.016222372
friction,southern,-0.016271016
southern,friction,-0.016271016
feel,differ,-0.016476145
differ,feel,-0.016476145
lot,feel,-0.016476145
feel,lot,-0.016476145
60,black,-0.016539787
black,60,-0.016539787
stai,60,-0.016539787
seper,60,-0.016539787
idea,60,-0.016539787
60,stai,-0.016539787
60,seper,-0.016539787
60,idea,-0.016539787
sleep,outfit,-0.01666153
outfit,sleep,-0.01666153
reason,chanc,-0.016677453
question,chanc,-0.016677453
chanc,reason,-0.016677453
sleep,reason,-0.016677453
chanc,question,-0.016677453
sleep,question,-0.016677453
reason,sleep,-0.016677453
question,sleep,-0.016677453
boi,60,-0.016952468
moral,60,-0.016952468
60,boi,-0.016952468
60,moral,-0.016952468
friction,reason,-0.016966811
friction,question,-0.016966811
reason,friction,-0.016966811
question,friction,-0.016966811
live,black,-0.017005969
black,live,-0.017005969
war,color,-0.017022664
color,war,-0.017022664
question,negro,-0.017063678
negro,question,-0.017063678
stai,troubl,-0.01731055
seper,troubl,-0.01731055
troubl,stai,-0.01731055
troubl,seper,-0.01731055
offic,60,-0.017355737
war,60,-0.017355737
60,offic,-0.017355737
60,war,-0.017355737
do,color,-0.017409592
color,do,-0.017409592
boi,live,-0.017430282
moral,live,-0.017430282
live,boi,-0.017430282
live,moral,-0.017430282
negro,fight,-0.017432939
fight,negro,-0.017432939
friction,outfit,-0.017504414
outfit,friction,-0.017504414
question,white,-0.017732378
white,question,-0.017732378
boi,troubl,-0.017742463
moral,troubl,-0.017742463
troubl,boi,-0.017742463
troubl,moral,-0.017742463
do,60,-0.017750236
60,do,-0.017750236
feel,sleep,-0.017763132
sleep,feel,-0.017763132
62,color,-0.01778848
color,62,-0.01778848
offic,live,-0.017844918
live,offic,-0.017844918
feel,friction,-0.018071327
friction,feel,-0.018071327
offic,troubl,-0.018164524
war,troubl,-0.018164524
troubl,offic,-0.018164524
troubl,war,-0.018164524
reason,southern,-0.018349271
southern,reason,-0.018349271
differ,60,-0.018515156
lot,60,-0.018515156
60,differ,-0.018515156
60,lot,-0.018515156
62,live,-0.018647726
live,62,-0.018647726
color,negro,-0.018745112
negro,color,-0.018745112
south,color,-0.018881699
color,south,-0.018881699
62,troubl,-0.018981711
troubl,62,-0.018981711
south,60,-0.019251147
60,south,-0.019251147
separ,mix,-0.019562853
mix,separ,-0.019562853
sleep,color,-0.019578335
color,sleep,-0.019578335
south,live,-0.019793751
live,south,-0.019793751
live,fight,-0.019832375
fight,live,-0.019832375
chanc,60,-0.019961415
armi,60,-0.019961415
sleep,60,-0.019961415
60,chanc,-0.019961415
60,armi,-0.019961415
60,sleep,-0.019961415
friction,60,-0.02030775
60,friction,-0.02030775
feel,reason,-0.02037953
feel,question,-0.02037953
reason,feel,-0.02037953
question,feel,-0.02037953
stai,fight,-0.020528086
fight,stai,-0.020528086
peopl,black,-0.020787627
black,peopl,-0.020787627
friction,live,-0.020880135
live,friction,-0.020880135
chanc,troubl,-0.020891628
sleep,troubl,-0.020891628
troubl,chanc,-0.020891628
troubl,sleep,-0.020891628
boi,fight,-0.021040279
moral,fight,-0.021040279
fight,boi,-0.021040279
fight,moral,-0.021040279
boi,peopl,-0.021306296
peopl,boi,-0.021306296
southern,60,-0.02196243
60,southern,-0.02196243
62,fight,-0.022509867
fight,62,-0.022509867
peopl,62,-0.022794465
62,peopl,-0.022794465
stai,soldier,-0.023013864
soldier,stai,-0.023013864
boi,race,-0.02309692
race,boi,-0.02309692
question,outfit,-0.023553175
outfit,question,-0.023553175
boi,soldier,-0.023588079
soldier,boi,-0.023588079
south,fight,-0.023893246
fight,south,-0.023893246
war,separ,-0.023898837
separ,war,-0.023898837
reason,troubl,-0.023968834
troubl,reason,-0.023968834
feel,60,-0.024392469
60,feel,-0.024392469
soldier,fight,-0.024427168
fight,soldier,-0.024427168
62,mix,-0.024710158
62,race,-0.024710158
mix,62,-0.024710158
race,62,-0.024710158
sleep,fight,-0.024774783
fight,sleep,-0.024774783
62,separ,-0.024973999
separ,62,-0.024973999
peopl,chanc,-0.025088017
chanc,peopl,-0.025088017
lot,mix,-0.025226007
lot,race,-0.025226007
mix,lot,-0.025226007
race,lot,-0.025226007
62,soldier,-0.025235622
soldier,62,-0.025235622
friction,peopl,-0.0255233
peopl,friction,-0.0255233
south,race,-0.026228759
race,south,-0.026228759
reason,negro,-0.026562272
negro,reason,-0.026562272
color,60,-0.02688512
60,color,-0.02688512
negro,race,-0.027194063
race,negro,-0.027194063
sleep,mix,-0.027196464
mix,sleep,-0.027196464
friction,mix,-0.02766833
mix,friction,-0.02766833
sleep,white,-0.027672257
white,sleep,-0.027672257
peopl,outfit,-0.02774924
outfit,peopl,-0.02774924
60,live,-0.028183765
live,60,-0.028183765
stai,white,-0.028217842
white,stai,-0.028217842
question,fight,-0.028423954
fight,question,-0.028423954
60,troubl,-0.028688543
troubl,60,-0.028688543
62,outfit,-0.029976092
outfit,62,-0.029976092
soldier,race,-0.030920962
race,soldier,-0.030920962
question,mix,-0.031202333
reason,race,-0.031202333
race,reason,-0.031202333
mix,question,-0.031202333
negro,black,-0.03358953
black,negro,-0.03358953
60,fight,-0.034020922
fight,60,-0.034020922
peopl,60,-0.034451057
60,peopl,-0.034451057
60,mix,-0.037346393
60,race,-0.037346393
mix,60,-0.037346393
race,60,-0.037346393
60,separ,-0.037745157
separ,60,-0.037745157
reason,outfit,-0.037851803
outfit,reason,-0.037851803
reason,white,-0.03805533
white,reason,-0.03805533
60,soldier,-0.038140568
soldier,60,-0.038140568
outfit,60,-0.045305212
60,outfit,-0.045305212
62,white,-0.046231689
white,62,-0.046231689
62,negro,-0.051124538
negro,62,-0.051124538
60,white,-0.061314857
white,60,-0.061314857
60,negro,-0.077268511
negro,60,-0.077268511
NA,black,-0.096312067
black,NA,-0.096312067
stai,NA,-0.096312067
seper,NA,-0.096312067
idea,NA,-0.096312067
NA,stai,-0.096312067
NA,seper,-0.096312067
NA,idea,-0.096312067
boi,NA,-0.098715133
moral,NA,-0.098715133
NA,boi,-0.098715133
NA,moral,-0.098715133
offic,NA,-0.101063391
war,NA,-0.101063391
NA,offic,-0.101063391
NA,war,-0.101063391
do,NA,-0.10336058
NA,do,-0.10336058
62,NA,-0.105610035
