UnitID,Institution Name,SECTOR (HD2019)
377315,Texas College of Cosmetology-Abilene,9
487232,Texas College of Cosmetology-Lubbock,9
419633,Texas College of Cosmetology-San Angelo,9
430704,Texas Health and Science University,3
448196,Texas Health School,9
494694,Texas Healthtech Institute,9
488129,Textures Institute of Cosmetology,9
368832,Thanh Le College School of Cosmetology,9
210711,The  Beauty Institute,9
438674,The Academy of Hair Design Six,9
108348,The Academy of Radio and TV Broadcasting,9
138813,The Art Institute of Atlanta,3
451820,The Art Institute of Austin,3
200624,The Art Institute of Cincinnati-AIC College of Design,3
222938,The Art Institute of Houston,3
182111,The Art Institute of Las Vegas,3
458982,The Art Institute of San Antonio,3
458496,The Art Institute of Virginia Beach,3
476708,The Barber School,9
216223,The Beauty Institute,9
444404,The Beauty Institute,9
210784,The Beauty Institute-Ambler,9
485731,The Beauty School,9
481526,The Chrysm Insitute of Esthetics,9
461157,The Collective School Of Music,9
437635,The College of Health Care Professions-Austin,6
480824,The College of Health Care Professions-Dallas,6
480833,The College of Health Care Professions-Fort Worth,6
489283,The College of Health Care Professions-McAllen Campus,6
392257,The College of Health Care Professions-Northwest,3
449250,The College of Health Care Professions-San Antonio,6
492722,The College of Health Care Professions-South San Antonio,6
447591,The College of Health Care Professions-Southwest Houston,6
197285,The College of Westchester,3
430485,The Creative Center,3
141015,The Creative Circus,6
491251,The Culinary School of Fort Worth,9
490443,The Esthetic Institute,9
483230,The Fab School,9
452009,The Hair Academy,6
220163,The Hair Academy LLC,9
482972,The Healthcare Institute,9
450650,The Institute of Beauty and Wellness,9
191287,The International Culinary Center,9
205391,The Modern College of Design,3
193672,The New School Center for Media,9
206394,The North Coast College,3
453756,The Ohio Media School-Columbus,9
238810,The Professional Hair Design Academy,6
485953,The Recording Conservatory of Austin,9
215637,The Restaurant School at Walnut Hill College,3
215530,The Salon Professional Academy-Altoona,9
454537,The Salon Professional Academy-Appleton,6
451307,The Salon Professional Academy-Battle Creek,9
154545,The Salon Professional Academy-Cedar Falls,6
459295,The Salon Professional Academy-Colorado Springs,9
492360,The Salon Professional Academy-Delray Beach,9
459392,The Salon Professional Academy-Evansville,9
448026,The Salon Professional Academy-Fargo,6
459347,The Salon Professional Academy-Ft Myers,9
491996,The Salon Professional Academy-Georgetown,9
126164,The Salon Professional Academy-Grand Junction,6
480976,The Salon Professional Academy-Huntsville,9
461908,The Salon Professional Academy-Kenosha,9
458098,The Salon Professional Academy-Lewisville,9
385132,The Salon Professional Academy-Melbourne,9
247047,The Salon Professional Academy-Nampa,6
481340,The Salon Professional Academy-Nashville,9
460987,The Salon Professional Academy-North Little Rock,9
458168,The Salon Professional Academy-Onalaska,6
461546,The Salon Professional Academy-Rochester,9
484206,The Salon Professional Academy-San Jose,9
462345,The Salon Professional Academy-Shorewood,9
460996,The Salon Professional Academy-St Charles,9
457837,The Salon Professional Academy-Tonawanda,9
494232,The Salon Professional Academy-Washington DC,9
442815,The Salter School-Malden Campus,9
204769,The Spa School,6
487676,The Temple Annapolis-A Paul Mitchell Partner School,9
455901,The Temple-A Paul Mitchell Partner School,9
486521,The Training Domain,9
454962,The University of Aesthetics & Cosmetology,9
486123,Theatre of Arts,6
232919,Tidewater Tech-Trades,9
206039,Tiffin Academy of Hair Design,9
484826,Tint School of Makeup & Cosmetology-Seattle,9
418968,Tint School of Makeup and Cosmetology-Dallas,9
227058,Tint School of Makeup and Cosmetology-Irving,9
375540,Toledo Academy of Beauty Culture-East,9
476568,Tomorrow's Image Barber And Beauty Academy of Virginia,9
457776,Toni & Guy Hairdressing Academy-Albuquerque,9
413945,Toni & Guy Hairdressing Academy-Atlanta,9
443289,Toni & Guy Hairdressing Academy-Colorado Springs,6
455965,Toni & Guy Hairdressing Academy-Cranston,9
492397,Toni & Guy Hairdressing Academy-Idaho,9
436775,Toni & Guy Hairdressing Academy-Plano,9
493372,Toni & Guy Hairdressing Academy-Rio Rancho,9
116350,Toni & Guy Hairdressing Academy-Santa Monica,9
235352,Toni & Guy Hairdressing Academy-Shoreline,9
434344,Toni & Guy Hairdressing Academy-Worcester,9
494719,Tonsorial Arts Barber College,9
481100,Top Nails & Hair Beauty School,9
487807,Top of the Line Barber College,9
455187,Total Image Beauty Academy,9
483735,Total Transformation Institute of Cosmetology,9
488828,Totally Cosmo School of Modern Cosmetology,9
457703,Transformed Barber and Cosmetology Academy,9
491774,Transitions Career Institute School of Nursing,9
245281,Traxlers School of Hair,9
443298,Trend Barber College,9
450711,Trend Barber College,9
451316,Trend Setters School,9
245069,Trend Setters' Academy of Beauty Culture-Elizabethtown,6
157827,Trend Setters' Academy of Beauty Culture-Louisville,9
468705,Trend Setters' Academy of Beauty Culture-Louisville,9
447865,Trendsetters School of Beauty & Barbering,9
482167,Trenz Beauty Academy,9
149499,Tri-County Beauty Academy,9
487913,Tri-State Barber College,9
402800,Tri-State Cosmetology Institute,9
448859,Triangle Tech Inc-Bethlehem,6
216454,Triangle Tech Inc-Dubois,6
216427,Triangle Tech Inc-Erie,6
216445,Triangle Tech Inc-Greensburg,6
216436,Triangle Tech Inc-Pittsburgh,6
443377,Triangle Tech Inc-Sunbury,6
455895,Tricoci University of Beauty Culture-Bridgeview,9
470393,Tricoci University of Beauty Culture-Chicago NE,9
454971,Tricoci University of Beauty Culture-Chicago NW,9
144573,Tricoci University of Beauty Culture-Danville,9
487533,Tricoci University of Beauty Culture-Elgin,9
454980,Tricoci University of Beauty Culture-Glendale Heights,9
150303,Tricoci University of Beauty Culture-Highland,9
414869,Tricoci University of Beauty Culture-Indianapolis,9
491224,Tricoci University of Beauty Culture-Janesville,9
151607,Tricoci University of Beauty Culture-Lafayette,9
455886,Tricoci University of Beauty Culture-Libertyville,9
454999,Tricoci University of Beauty Culture-Peoria,9
455008,Tricoci University of Beauty Culture-Rockford,9
143181,Tricoci University of Beauty Culture-Urbana,9
367088,Tricoci University of Beauty Cuture LLC-Bloomington,9
450979,Trident University International,3
459161,Trinity School of Health and Allied Sciences,9
493910,Tuana European Beauty Academy,9
447704,Tucson College of Beauty,9
486798,Tulsa Welding School-Houston,9
476063,Tulsa Welding School-Jacksonville,9
442329,Tulsa Welding School-Jacksonville,9
207962,Tulsa Welding School-Tulsa,6
444936,Turning Point Beauty College,9
172495,Twin City Beauty College,9
488837,U.S. Truck Driver Training School,9
475662,UCAS Univeristy of Cosmetology Arts & Sciences-La Joya,9
229425,UCAS University of Cosemtology Arts & Sciences-McAllen,9
377193,UCAS University of Cosmetology Arts & Sciences,9
407683,UCAS University of Cosmetology Arts & Sciences-Harlingen,9
246415,UCAS University of Cosmetology Arts & Sciences-San Antonio 410,9
482291,UEI College-Bakersfield,9
397942,UEI College-Fresno,9
393649,UEI College-Gardena,9
470038,UEI College-Riverside,9
494357,UEI College-Sacramento,9
481252,Ultrasound Medical Institute,6
486354,Unilatina International College,3
469911,Unitech Training Academy-Alexandria,9
491084,Unitech Training Academy-Baton Rouge,9
448646,Unitech Training Academy-Houma,9
444945,Unitech Training Academy-Lafayette,9
469920,Unitech Training Academy-Lake Charles,9
487047,Unitech Training Academy-New Orleans,9
447467,Unitech Training Academy-West Monroe,9
461810,United Beauty College,6
487481,United Education Institute - UEI College - Phoenix,9
468909,United Education Institute-Anaheim,9
447607,United Education Institute-Chula Vista,9
384245,United Education Institute-Encino,9
124681,United Education Institute-Huntington Park Campus,9
413893,United Education Institute-Morrow,9
384236,United Education Institute-Ontario,9
468848,United Education Institute-UEI College San Marcos,9
480471,United Education Institute-UEI College Stockton,9
447616,United Education Institute-West Covina,9
447050,United States University,3
459204,Unitek College,3
476799,Unitek College,9
479424,Unitek College,9
446589,Universal Career School,6
372240,Universal College of Beauty Inc-Los Angeles 2,9
446598,Universal College of Healing Arts,6
485573,Universal Healthcare Careers College,9
459374,Universal Spa Training Academy,9
106041,Universal Technical Institute of Arizona Inc,6
105215,Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,9
438504,Universal Technical Institute of California Inc,6
366191,Universal Technical Institute of Illinois Inc,6
447403,Universal Technical Institute of Massachusetts Inc,6
448433,Universal Technical Institute of Northern California Inc,6
445799,Universal Technical Institute of Pennsylvania Inc,6
229416,Universal Technical Institute of Texas Inc.,6
369400,Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando,6
493132,Universal Technical Institute-Bloomfield,6
460543,Universal Technical Institute-Dallas Fort Worth,6
487597,Universal Technical Institute-Southern California,6
439996,Universal Therapeutic Massage Institute,9
481429,Universal Training Institute,9
476805,University Academy of Hair Design,9
363934,University of Advancing Technology,3
454953,University of Aesthetics & Cosmetology,9
442930,University of Antelope Valley,3
447801,University of East-West Medicine,3
437097,University of Management and Technology,3
484613,University of Phoenix-Arizona,3
484631,University of Phoenix-California,3
484640,University of Phoenix-Colorado,3
484668,University of Phoenix-Florida,3
484677,University of Phoenix-Georgia,3
420042,University of Phoenix-Hawaii,3
442161,University of Phoenix-Illinois,3
484686,University of Phoenix-Louisiana,3
484695,University of Phoenix-Michigan,3
484710,University of Phoenix-Nevada,3
445300,University of Phoenix-New Jersey,3
405997,University of Phoenix-New Mexico,3
484729,University of Phoenix-North Carolina,3
484783,University of Phoenix-Pennsylvania,3
484747,University of Phoenix-Tennessee,3
484756,University of Phoenix-Texas,3
380465,University of Phoenix-Utah,3
484765,University of Phoenix-Virginia,3
432223,University of Phoenix-Washington,3
149550,University of Spa & Cosmetology Arts,9
367954,University of St. Augustine for Health Sciences,3
442639,University of the Potomac-VA Campus,3
384412,University of the Potomac-Washington DC Campus,3
484862,University of West Los Angeles,3
491233,Unlimited Cosmetology School,9
491747,UR Beauty & Barber Academy,9
457493,Urban 113 School of Cosmetology,9
491756,Urban Barber College,9
449445,Valley College of Medical Careers,6
377652,Valley College-Beckley,9
494250,Valley College-Cleveland,6
377661,Valley College-Martinsburg,3
377670,Valley College-Princeton,9
456825,Vanguard College of Cosmetology-Baton Rouge,9
468893,Vanguard College of Cosmetology-Metairie,9
160445,Vanguard College of Cosmetology-Slidell,9
176433,Vaughn Beauty College,9
108065,Velvatex College of Beauty Culture,9
216579,Venus Beauty Academy,9
481085,Verve College,9
213914,Vet Tech Institute,6
223472,Vet Tech Institute of Houston,6
485962,VH Barber & Styling Academy,9
483744,Vibe Barber College,9
238175,VICI Beauty School,6
229522,Victoria Beauty College Inc,9
451626,Victoria's Academy of Cosmetology,9
491899,Victory Career College,9
152628,Vincennes Beauty College,9
208017,Virgil's Beauty College,9
234119,Virginia School of Hair Design,9
431956,Virginia Sewing Machines and School Center,9
365204,Vista College,6
377342,Vista College-Online,3
431965,Vogue Beauty and Barber School,9
476559,Vogue College of Cosmetology,9
229656,Vogue College of Cosmetology-McAllen,9
476540,Vogue College of Cosmetology-San Antonio Fredericksburg,9
188289,Vogue College of Cosmetology-Santa Fe,9
491871,Vogue International Academy,9
226879,Wade College,3
492591,Wade Gordon Hairdressing Academy,9
476896,Wade Gordon Hairdressing Academy,9
487065,Wade Gordon Hairdressing Academy-Lubbock,9
125231,Walden University,3
154518,Waldorf University,3
457192,Washington Barber College Inc,9
125310,Waynes College of Beauty,9
216746,Welder Training and Testing Institute,9
447999,WellSpring School of Allied Health-Kansas City,6
470047,WellSpring School of Allied Health-Lawrence,6
493451,WellSpring School of Allied Health-Springfield,6
494898,WellSpring School of Allied Health-Wichita,6
441229,West Coast Ultrasound Institute,3
489858,West Coast University-Center for Graduate Studies,3
477039,West Coast University-Dallas,3
443331,West Coast University-Los Angeles,3
485272,West Coast University-Miami,3
458229,West Coast University-Ontario,3
458210,West Coast University-Orange County,3
152044,West Michigan College of Barbering and Beauty,6
442383,West Virginia Junior College-Bridgeport,6
237987,West Virginia Junior College-Charleston,6
237996,West Virginia Junior College-Morgantown,6
494755,West Virginia Junior College-United Career Institute,9
486141,Westchester College of Nursing & Allied Health,9
485801,Westchester School for Dental Assistant,9
197337,Westchester School of Beauty Culture,9
490133,Westcliff University,3
224660,Western Technical College,3
224679,Western Technical College,3
156134,Wichita Technical Institute,6
226860,William Edge Institute,9
491905,Winonah's International School of Cosmetology,9
199980,Winston Salem Barber School,9
486859,Wisconsin Academy a Paul Mitchell Partner Group-PMTS Lincoln,6
455840,Woodruff Medical Training and Testing,9
481146,Woodruff Medical Training and Testing,9
490142,World Class Academy of Beauty Careers,9
369455,Worsham College of Mortuary Science,6
172802,Wright Beauty Academy,9
240718,WyoTech,6
481289,Xavier College School of Nursing,9
407355,Xenon International Academy-Omaha,6
494700,Xtylo Beauty College,9
484136,Yahweh Beauty Academy,9
375939,YTI Career Institute-Altoona,6
217077,YTI Career Institute-York,6
413820,Yukon Beauty College Inc,9
451237,Z Hair Academy,9
486248,ZMS,9
