day	month	year	nav_per_share	outstanding_shares
5	5	2003	51.74	7450000
2	5	2003	51.78	7450000
1	5	2003	51.04	7450000
30	4	2003	50.80	7450000
29	4	2003	50.67	7450000
28	4	2003	50.43	7150000
25	4	2003	49.87	7150000
24	4	2003	50.59	7150000
23	4	2003	50.33	7150000
22	4	2003	49.81	7150000
21	4	2003	48.92	7150000
17	4	2003	48.77	7150000
16	4	2003	48.31	7150000
15	4	2003	49.52	7150000
14	4	2003	49.78	7150000
11	4	2003	48.96	7150000
10	4	2003	49.22	7150000
9	4	2003	49.26	7150000
8	4	2003	49.88	7150000
7	4	2003	49.84	7150000
4	4	2003	50.32	7150000
3	4	2003	50.17	6950000
2	4	2003	50.38	6950000
1	4	2003	49.63	6850000
31	3	2003	48.99	6850000
28	3	2003	49.56	6850000
27	3	2003	49.39	6650000
26	3	2003	49.11	6650000
25	3	2003	49.62	6650000
24	3	2003	48.58	6650000
21	3	2003	50.02	6650000
20	3	2003	48.81	6650000
19	3	2003	48.90	6650000
18	3	2003	48.34	6650000
17	3	2003	47.90	6650000
14	3	2003	46.48	6650000
13	3	2003	46.90	6650000
12	3	2003	46.19	6650000
11	3	2003	46.03	6650000
10	3	2003	46.51	6650000
7	3	2003	47.41	6650000
6	3	2003	46.88	6650000
5	3	2003	46.99	6650000
4	3	2003	46.32	6650000
3	3	2003	46.91	6650000
28	2	2003	47.29	6650000
27	2	2003	47.10	6650000
26	2	2003	46.39	6650000
25	2	2003	46.62	6650000
24	2	2003	46.31	6650000
21	2	2003	46.55	6650000
20	2	2003	46.55	6650000
19	2	2003	46.98	7150000
18	2	2003	47.27	7150000
14	2	2003	46.14	7150000
13	2	2003	45.78	7150000
12	2	2003	46.14	7150000
11	2	2003	46.92	7150000
10	2	2003	47.26	7150000
7	2	2003	46.91	7150000
6	2	2003	47.16	7150000
5	2	2003	47.20	7150000
4	2	2003	47.46	7150000
3	2	2003	48.25	7150000
31	1	2003	48.30	7150000
30	1	2003	47.47	7150000
29	1	2003	48.31	7150000
28	1	2003	47.90	7250000
27	1	2003	47.01	7250000
24	1	2003	48.09	7250000
23	1	2003	49.29	7250000
22	1	2003	49.02	7250000
21	1	2003	49.09	7250000
17	1	2003	49.45	7250000
16	1	2003	49.60	7250000
15	1	2003	49.61	7250000
14	1	2003	50.22	7250000
13	1	2003	50.22	7250000
10	1	2003	50.17	7250000
9	1	2003	50.19	7250000
8	1	2003	49.49	7250000
7	1	2003	49.97	7250000
6	1	2003	50.65	7250000
3	1	2003	50.21	7250000
2	1	2003	49.79	7250000
31	12	2002	48.47	7250000
30	12	2002	48.35	7400000
27	12	2002	47.84	7400000
26	12	2002	48.53	7400000
24	12	2002	49.33	7400000
23	12	2002	49.25	7400000
20	12	2002	48.78	7400000
19	12	2002	48.38	7400000
18	12	2002	48.74	7450000
17	12	2002	49.15	7450000
16	12	2002	49.52	7450000
13	12	2002	48.94	7450000
12	12	2002	49.50	7450000
11	12	2002	49.94	7450000
10	12	2002	49.93	7450000
9	12	2002	49.77	7450000
6	12	2002	50.00	7450000
5	12	2002	49.83	7650000
4	12	2002	49.95	7650000
3	12	2002	49.64	7650000
2	12	2002	49.97	7650000
29	11	2002	50.39	7650000
27	11	2002	50.55	7650000
26	11	2002	49.68	7650000
25	11	2002	50.56	7650000
22	11	2002	50.87	7650000
21	11	2002	51.12	7650000
20	11	2002	50.95	7650000
19	11	2002	50.40	7650000
18	11	2002	50.43	7650000
15	11	2002	50.55	7650000
14	11	2002	50.21	7650000
13	11	2002	49.39	7650000
12	11	2002	50.05	7400000
11	11	2002	50.47	7400000
8	11	2002	50.47	7400000
7	11	2002	50.97	7400000
6	11	2002	51.34	7400000
5	11	2002	50.26	7400000
4	11	2002	49.73	7400000
1	11	2002	49.51	7400000
31	10	2002	49.02	7400000
30	10	2002	49.44	7400000
29	10	2002	48.88	7400000
28	10	2002	49.45	7250000
25	10	2002	49.91	7250000
24	10	2002	48.95	7250000
23	10	2002	49.73	7250000
22	10	2002	50.06	7050000
21	10	2002	50.81	7050000
18	10	2002	50.80	7050000
17	10	2002	50.60	6850000
16	10	2002	49.95	6550000
15	10	2002	50.15	6550000
14	10	2002	47.93	6550000
11	10	2002	47.93	6550000
10	10	2002	47.36	6550000
9	10	2002	46.63	6300000
8	10	2002	47.24	6300000
7	10	2002	46.08	6300000
4	10	2002	46.19	6300000
3	10	2002	47.62	6300000
2	10	2002	47.71	6300000
1	10	2002	47.93	6300000
30	9	2002	46.58	6300000
27	9	2002	46.67	6300000
26	9	2002	48.41	6300000
25	9	2002	47.65	6300000
24	9	2002	46.20	6300000
23	9	2002	46.26	6300000
20	9	2002	46.69	6300000
19	9	2002	46.58	6300000
18	9	2002	47.95	6300000
17	9	2002	47.79	6300000
16	9	2002	48.75	6300000
13	9	2002	48.50	6300000
12	9	2002	48.29	6300000
11	9	2002	49.20	6300000
10	9	2002	49.15	6300000
9	9	2002	48.85	6300000
6	9	2002	48.30	6300000
5	9	2002	48.23	6300000
4	9	2002	48.76	6300000
3	9	2002	47.51	6300000
30	8	2002	49.60	6300000
29	8	2002	49.64	6300000
28	8	2002	49.54	6200000
27	8	2002	50.07	6200000
26	8	2002	51.45	6200000
23	8	2002	51.09	6200000
22	8	2002	52.20	6000000
21	8	2002	50.76	6000000
20	8	2002	49.97	6000000
19	8	2002	50.42	6000000
16	8	2002	49.73	5800000
15	8	2002	50.17	5250000
14	8	2002	50.01	5250000
13	8	2002	48.24	4850000
12	8	2002	49.88	4850000
9	8	2002	49.81	4850000
8	8	2002	49.84	4850000
7	8	2002	48.14	4850000
6	8	2002	46.60	4850000
5	8	2002	45.64	4450000
2	8	2002	47.59	4450000
1	8	2002	47.87	4450000
31	7	2002	49.30	4500000
30	7	2002	48.02	4500000
29	7	2002	47.50	4350000
26	7	2002	45.61	4350000
25	7	2002	44.62	4350000
24	7	2002	43.45	4350000
23	7	2002	40.85	4350000
22	7	2002	41.09	4350000
19	7	2002	42.11	4350000
18	7	2002	43.78	4350000
17	7	2002	45.84	4350000
16	7	2002	44.75	4350000
15	7	2002	44.96	4350000
12	7	2002	45.68	4350000
11	7	2002	45.12	4350000
10	7	2002	44.21	4350000
9	7	2002	46.56	4350000
8	7	2002	48.68	4350000
5	7	2002	49.31	4350000
3	7	2002	47.54	4350000
2	7	2002	47.46	4350000
1	7	2002	48.77	4350000
28	6	2002	50.52	4350000
27	6	2002	51.62	4350000
26	6	2002	50.47	4350000
25	6	2002	49.66	4350000
24	6	2002	50.49	4350000
21	6	2002	50.42	4350000
20	6	2002	52.12	4350000
19	6	2002	52.90	4350000
18	6	2002	53.33	4350000
17	6	2002	53.23	4350000
14	6	2002	51.96	4350000
13	6	2002	51.89	4350000
12	6	2002	51.71	4350000
11	6	2002	51.91	4350000
10	6	2002	53.82	4350000
7	6	2002	53.08	4350000
6	6	2002	52.82	4350000
5	6	2002	54.22	4350000
4	6	2002	53.73	4350000
3	6	2002	54.14	4350000
31	5	2002	55.71	4350000
30	5	2002	55.81	4350000
29	5	2002	55.82	4350000
28	5	2002	55.71	4350000
24	5	2002	55.83	4350000
23	5	2002	56.63	4250000
22	5	2002	55.84	4250000
21	5	2002	55.50	4250000
20	5	2002	55.97	4250000
17	5	2002	56.60	4250000
16	5	2002	55.27	4250000
15	5	2002	55.82	4250000
14	5	2002	56.67	4250000
13	5	2002	55.79	4250000
10	5	2002	55.20	4250000
9	5	2002	55.72	4250000
8	5	2002	56.49	4250000
7	5	2002	54.86	4250000
6	5	2002	55.84	4250000
3	5	2002	56.76	4250000
2	5	2002	57.40	4150000
1	5	2002	57.70	4150000
30	4	2002	56.92	4150000
29	4	2002	56.58	4150000
26	4	2002	57.44	4150000
25	4	2002	57.98	4150000
24	4	2002	57.90	4150000
23	4	2002	58.06	4150000
22	4	2002	58.79	4150000
19	4	2002	59.63	4150000
18	4	2002	59.78	4150000
17	4	2002	58.76	4150000
16	4	2002	59.54	4150000
15	4	2002	58.86	4150000
12	4	2002	58.78	4150000
11	4	2002	58.52	4150000
10	4	2002	59.29	4150000
9	4	2002	58.33	4150000
8	4	2002	58.52	4150000
5	4	2002	58.40	4150000
4	4	2002	58.99	4150000
3	4	2002	60.10	4150000
2	4	2002	60.40	4050000
1	4	2002	60.87	4050000
28	3	2002	60.74	4050000
27	3	2002	60.67	4050000
26	3	2002	60.54	4050000
25	3	2002	60.49	4050000
22	3	2002	61.21	4050000
21	3	2002	61.34	4050000
20	3	2002	60.94	4050000
19	3	2002	62.33	4050000
18	3	2002	62.33	4050000
15	3	2002	62.54	4050000
14	3	2002	61.86	4050000
13	3	2002	61.83	4050000
12	3	2002	61.33	4050000
11	3	2002	61.11	4050000
8	3	2002	60.94	3900000
7	3	2002	61.34	3900000
6	3	2002	61.61	3900000
5	3	2002	60.57	3900000
4	3	2002	61.53	3900000
1	3	2002	61.34	3900000
28	2	2002	60.47	3900000
27	2	2002	60.76	3750000
26	2	2002	60.53	3750000
25	2	2002	60.47	3750000
22	2	2002	60.70	3750000
21	2	2002	60.24	3750000
20	2	2002	60.73	3750000
19	2	2002	59.68	3750000
15	2	2002	60.62	3750000
14	2	2002	60.53	3750000
13	2	2002	60.94	3750000
12	2	2002	60.74	3750000
11	2	2002	60.09	3750000
8	2	2002	59.57	3750000
7	2	2002	58.67	3750000
6	2	2002	59.17	3750000
5	2	2002	59.94	3750000
4	2	2002	59.42	3750000
1	2	2002	60.74	3750000
31	1	2002	60.61	3750000
30	1	2002	59.98	3600000
29	1	2002	59.41	3600000
28	1	2002	60.10	3600000
25	1	2002	60.52	3600000
24	1	2002	60.84	3600000
23	1	2002	61.62	3600000
22	1	2002	61.09	3600000
18	1	2002	60.39	3600000
17	1	2002	60.91	3600000
16	1	2002	61.01	3600000
15	1	2002	61.18	3600000
14	1	2002	61.30	3600000
11	1	2002	61.43	3600000
10	1	2002	61.24	3600000
9	1	2002	60.49	3600000
8	1	2002	60.58	3600000
7	1	2002	60.66	3600000
4	1	2002	61.02	3600000
3	1	2002	61.08	3600000
2	1	2002	61.67	3600000
31	12	2001	61.95	3600000
28	12	2001	62.75	3600000
27	12	2001	62.63	3500000
26	12	2001	62.70	3500000
24	12	2001	62.60	3500000
21	12	2001	62.53	3500000
20	12	2001	62.17	3500000
19	12	2001	62.02	3500000
18	12	2001	61.68	3500000
17	12	2001	61.38	3500000
14	12	2001	60.76	3500000
13	12	2001	60.55	3500000
12	12	2001	60.84	3500000
11	12	2001	61.75	3500000
10	12	2001	62.70	3500000
7	12	2001	63.63	3500000
6	12	2001	63.70	3500000
5	12	2001	63.77	3500000
4	12	2001	63.71	3500000
3	12	2001	63.92	3350000
30	11	2001	63.85	3350000
29	11	2001	63.76	3350000
28	11	2001	63.34	3350000
27	11	2001	63.93	3150000
26	11	2001	64.38	3150000
23	11	2001	63.89	3150000
21	11	2001	63.61	3150000
20	11	2001	62.90	3150000
19	11	2001	62.55	3150000
16	11	2001	61.71	3150000
15	11	2001	61.47	3150000
14	11	2001	61.28	3150000
13	11	2001	61.52	3150000
12	11	2001	60.97	3150000
9	11	2001	60.97	3150000
8	11	2001	61.28	3150000
7	11	2001	61.57	3000000
6	11	2001	62.00	3000000
5	11	2001	61.49	3000000
2	11	2001	61.29	3000000
1	11	2001	61.46	3000000
31	10	2001	60.73	3000000
30	10	2001	61.03	3000000
29	10	2001	61.74	3000000
26	10	2001	62.35	3000000
25	10	2001	62.33	3000000
24	10	2001	62.02	3000000
23	10	2001	62.17	3000000
22	10	2001	63.14	3000000
19	10	2001	61.87	3000000
18	10	2001	61.41	3000000
17	10	2001	61.77	3000000
16	10	2001	62.35	3000000
15	10	2001	62.28	2800000
12	10	2001	61.61	2800000
11	10	2001	61.45	2800000
10	10	2001	61.76	2800000
9	10	2001	60.65	2800000
8	10	2001	61.37	2700000
5	10	2001	61.37	2700000
4	10	2001	60.73	2700000
3	10	2001	61.23	2700000
2	10	2001	61.64	2700000
1	10	2001	61.15	2700000
28	9	2001	60.44	2700000
27	9	2001	60.03	2550000
26	9	2001	58.12	2550000
25	9	2001	56.89	2550000
24	9	2001	56.00	2550000
21	9	2001	55.66	2550000
20	9	2001	57.16	2550000
19	9	2001	57.86	2550000
18	9	2001	58.81	2550000
17	9	2001	59.71	2550000
10	9	2001	60.48	2550000
7	9	2001	59.81	2550000
6	9	2001	61.14	2550000
5	9	2001	62.28	2550000
4	9	2001	61.39	2550000
31	8	2001	60.60	2550000
30	8	2001	61.24	2550000
29	8	2001	61.71	2550000
28	8	2001	62.19	2550000
27	8	2001	63.05	2400000
24	8	2001	63.28	2400000
23	8	2001	62.64	2400000
22	8	2001	62.51	2400000
21	8	2001	61.86	2400000
20	8	2001	62.08	2400000
17	8	2001	61.60	2400000
16	8	2001	61.96	2400000
15	8	2001	62.03	2400000
14	8	2001	62.19	2400000
13	8	2001	62.12	2400000
10	8	2001	61.57	2400000
9	8	2001	60.95	2400000
8	8	2001	60.79	2400000
7	8	2001	61.60	2400000
6	8	2001	61.30	2400000
3	8	2001	61.63	2400000
2	8	2001	61.67	2400000
1	8	2001	62.16	2400000
31	7	2001	62.64	2200000
30	7	2001	61.55	2200000
27	7	2001	61.29	2200000
26	7	2001	61.06	2200000
25	7	2001	60.69	2200000
24	7	2001	60.12	2200000
23	7	2001	61.17	2200000
20	7	2001	62.09	2200000
19	7	2001	61.76	2200000
18	7	2001	61.78	2200000
17	7	2001	60.19	2200000
16	7	2001	59.27	2200000
13	7	2001	59.87	2200000
12	7	2001	59.06	2200000
11	7	2001	59.86	2200000
10	7	2001	60.44	2200000
9	7	2001	61.00	2200000
6	7	2001	59.90	2200000
5	7	2001	60.48	2200000
3	7	2001	61.28	2200000
2	7	2001	61.34	2200000
29	6	2001	60.74	2200000
28	6	2001	62.02	2200000
27	6	2001	61.28	2200000
26	6	2001	61.85	2200000
25	6	2001	61.99	2200000
22	6	2001	62.69	2200000
21	6	2001	64.85	2250000
20	6	2001	64.65	2150000
19	6	2001	63.74	2150000
18	6	2001	63.36	2150000
15	6	2001	63.12	2100000
14	6	2001	63.10	2100000
13	6	2001	63.19	2100000
12	6	2001	63.25	2000000
11	6	2001	63.43	2000000
8	6	2001	64.40	2000000
7	6	2001	64.91	2000000
6	6	2001	64.61	2000000
5	6	2001	65.18	2000000
4	6	2001	64.38	1900000
1	6	2001	63.61	1900000
31	5	2001	62.80	1900000
30	5	2001	62.57	1900000
29	5	2001	62.81	1900000
25	5	2001	62.19	1900000
24	5	2001	62.59	1900000
23	5	2001	62.41	1900000
22	5	2001	63.55	1800000
21	5	2001	64.16	1800000
18	5	2001	63.65	1800000
17	5	2001	64.08	1800000
16	5	2001	63.21	1800000
15	5	2001	61.06	1800000
14	5	2001	61.10	1800000
11	5	2001	60.93	1800000
10	5	2001	61.15	1800000
9	5	2001	61.89	1800000
8	5	2001	61.70	1800000
7	5	2001	61.90	1800000
4	5	2001	61.73	1800000
3	5	2001	60.76	1800000
2	5	2001	61.55	1800000
1	5	2001	61.98	1750000
30	4	2001	61.87	1750000
27	4	2001	61.41	1750000
26	4	2001	60.39	1650000
25	4	2001	59.73	1650000
24	4	2001	58.33	1650000
23	4	2001	59.24	1550000
20	4	2001	59.42	1550000
19	4	2001	60.12	1550000
18	4	2001	60.91	1550000
17	4	2001	61.23	1500000
16	4	2001	59.56	1500000
12	4	2001	59.39	1500000
11	4	2001	58.13	1400000
10	4	2001	59.48	1400000
9	4	2001	59.59	1400000
6	4	2001	58.62	1400000
5	4	2001	58.88	1400000
4	4	2001	57.17	1400000
3	4	2001	56.48	1400000
2	4	2001	57.75	1400000
30	3	2001	59.53	1400000
29	3	2001	58.94	1350000
28	3	2001	58.59	1350000
27	3	2001	58.09	1350000
26	3	2001	57.02	1250000
23	3	2001	55.79	1250000
22	3	2001	54.47	1250000
21	3	2001	55.01	1250000
20	3	2001	57.01	1250000
19	3	2001	58.13	1250000
16	3	2001	57.05	1250000
15	3	2001	58.91	1250000
14	3	2001	58.78	1250000
13	3	2001	59.93	1250000
12	3	2001	59.98	1250000
9	3	2001	62.32	1250000
8	3	2001	62.37	1250000
7	3	2001	62.09	1250000
6	3	2001	63.55	1250000
5	3	2001	64.49	1250000
2	3	2001	64.65	1250000
1	3	2001	64.53	1150000
28	2	2001	65.08	1150000
27	2	2001	64.71	1150000
26	2	2001	64.91	1150000
23	2	2001	63.43	1150000
22	2	2001	63.58	1150000
21	2	2001	64.22	1100000
20	2	2001	64.11	1100000
16	2	2001	64.24	1100000
15	2	2001	64.77	1100000
14	2	2001	65.24	1100000
13	2	2001	65.77	1100000
12	2	2001	67.32	1100000
9	2	2001	66.17	1100000
8	2	2001	66.08	1100000
7	2	2001	66.07	1100000
6	2	2001	66.34	1100000
5	2	2001	66.21	1100000
2	2	2001	66.08	1100000
1	2	2001	66.06	1100000
31	1	2001	65.59	1000000
30	1	2001	65.57	1000000
29	1	2001	65.56	1000000
26	1	2001	66.25	1000000
25	1	2001	66.21	1000000
24	1	2001	65.00	1000000
23	1	2001	65.14	900000
22	1	2001	64.70	900000
19	1	2001	63.39	900000
18	1	2001	64.23	900000
17	1	2001	63.39	900000
16	1	2001	65.02	900000
12	1	2001	64.10	900000
11	1	2001	63.37	900000
10	1	2001	64.40	900000
9	1	2001	64.72	900000
8	1	2001	63.47	900000
5	1	2001	63.89	800000
4	1	2001	64.67	800000
3	1	2001	68.01	800000
2	1	2001	70.07	800000
29	12	2000	71.77	800000
28	12	2000	72.21	800000
27	12	2000	69.19	800000
26	12	2000	69.19	800000
22	12	2000	69.19	800000
21	12	2000	68.58	800000
20	12	2000	69.76	750000
19	12	2000	70.27	750000
18	12	2000	69.84	750000
15	12	2000	68.99	750000
14	12	2000	69.57	750000
13	12	2000	70.10	750000
12	12	2000	69.16	750000
11	12	2000	69.58	750000
8	12	2000	69.29	750000
7	12	2000	68.40	750000
6	12	2000	68.13	750000
5	12	2000	69.63	750000
4	12	2000	69.17	750000
1	12	2000	68.58	750000
30	11	2000	69.58	750000
29	11	2000	70.81	750000
28	11	2000	69.80	750000
27	11	2000	69.61	750000
24	11	2000	67.62	750000
22	11	2000	67.50	750000
21	11	2000	68.18	750000
20	11	2000	67.24	750000
17	11	2000	67.80	650000
16	11	2000	68.03	500000
15	11	2000	68.85	500000
14	11	2000	67.97	500000
13	11	2000	66.82	500000
10	11	2000	69.70	500000
9	11	2000	69.70	500000
8	11	2000	70.16	500000
7	11	2000	69.23	500000
6	11	2000	69.53	500000
3	11	2000	68.84	500000
2	11	2000	69.20	500000
1	11	2000	68.90	500000
31	10	2000	68.29	500000
30	10	2000	67.98	500000
27	10	2000	67.71	500000
26	10	2000	68.69	500000
25	10	2000	68.72	500000
24	10	2000	67.53	500000
23	10	2000	68.20	500000
20	10	2000	66.57	500000
19	10	2000	66.14	500000
18	10	2000	67.11	500000
17	10	2000	67.57	500000
16	10	2000	66.74	500000
13	10	2000	65.52	500000
12	10	2000	65.86	500000
11	10	2000	66.14	450000
10	10	2000	66.05	450000
9	10	2000	64.77	450000
6	10	2000	64.77	450000
5	10	2000	65.98	450000
4	10	2000	64.49	450000
3	10	2000	65.49	450000
2	10	2000	65.48	450000
29	9	2000	66.54	450000
28	9	2000	66.29	450000
27	9	2000	65.32	450000
26	9	2000	65.22	500000
25	9	2000	65.98	500000
22	9	2000	66.26	500000
21	9	2000	64.16	500000
20	9	2000	62.46	500000
19	9	2000	62.22	500000
18	9	2000	61.91	500000
15	9	2000	62.56	450000
14	9	2000	62.85	450000
13	9	2000	62.98	450000
12	9	2000	62.33	450000
11	9	2000	61.92	450000
8	9	2000	62.01	450000
7	9	2000	61.78	450000
6	9	2000	60.62	450000
5	9	2000	62.16	450000
1	9	2000	63.93	450000
31	8	2000	63.75	450000
30	8	2000	63.29	450000
29	8	2000	62.97	450000
28	8	2000	63.63	450000
25	8	2000	64.10	400000
24	8	2000	63.57	400000
23	8	2000	63.08	400000
22	8	2000	62.68	400000
21	8	2000	62.93	400000
18	8	2000	61.95	400000
17	8	2000	63.25	400000
16	8	2000	62.77	400000
15	8	2000	62.47	400000
14	8	2000	62.90	400000
11	8	2000	63.10	400000
10	8	2000	62.28	400000
9	8	2000	62.23	400000
8	8	2000	65.13	400000
7	8	2000	65.40	400000
4	8	2000	65.43	400000
3	8	2000	65.67	400000
2	8	2000	65.37	400000
1	8	2000	64.70	300000
31	7	2000	62.39	300000
28	7	2000	62.96	300000
27	7	2000	63.35	300000
26	7	2000	62.29	300000
25	7	2000	62.76	300000
24	7	2000	64.38	300000
21	7	2000	63.27	300000
20	7	2000	62.75	300000
19	7	2000	63.46	300000
18	7	2000	64.60	300000
17	7	2000	65.14	300000
14	7	2000	63.60	300000
13	7	2000	64.60	300000
12	7	2000	67.33	250000
11	7	2000	68.23	250000
10	7	2000	67.69	250000
7	7	2000	66.68	250000
6	7	2000	66.55	250000
5	7	2000	66.91	250000
3	7	2000	66.03	250000
30	6	2000	66.07	350000
29	6	2000	65.11	350000
28	6	2000	64.21	350000
27	6	2000	63.80	350000
26	6	2000	63.79	350000
23	6	2000	62.54	350000
22	6	2000	62.46	350000
21	6	2000	64.28	350000
20	6	2000	63.33	350000
19	6	2000	63.99	350000
16	6	2000	63.04	150000
15	6	2000	62.77	150000
14	6	2000	62.19	150000
13	6	2000	61.34	150000
12	6	2000	59.53	150000
