day	month	year	nav_per_share	outstanding_shares
9	6	2014	126.01	21950000
6	6	2014	126.48	21950000
5	6	2014	126.54	22000000
4	6	2014	126.18	22000000
3	6	2014	125.79	22000000
2	6	2014	125.51	22000000
30	5	2014	125.31	22000000
29	5	2014	125.04	22000000
28	5	2014	124.22	22300000
27	5	2014	124.62	22300000
23	5	2014	123.85	22300000
22	5	2014	123.71	22300000
21	5	2014	122.96	22300000
20	5	2014	122.07	22300000
19	5	2014	122.92	22250000
16	5	2014	122.07	22250000
15	5	2014	121.74	22100000
14	5	2014	123.00	22200000
13	5	2014	122.92	22150000
12	5	2014	122.86	22150000
9	5	2014	121.53	22150000
8	5	2014	120.78	22150000
7	5	2014	121.54	22150000
6	5	2014	121.20	22150000
5	5	2014	122.30	22150000
2	5	2014	121.56	22150000
1	5	2014	122.49	22150000
30	4	2014	122.07	22350000
29	4	2014	121.92	22350000
28	4	2014	121.11	22350000
25	4	2014	120.51	22350000
24	4	2014	121.40	22350000
23	4	2014	121.60	22350000
22	4	2014	122.21	22350000
21	4	2014	120.76	22400000
17	4	2014	119.27	22400000
16	4	2014	119.34	22400000
15	4	2014	118.63	22400000
14	4	2014	117.42	22450000
11	4	2014	116.92	22500000
10	4	2014	118.28	22500000
9	4	2014	122.34	22500000
8	4	2014	119.77	22500000
7	4	2014	120.61	22500000
4	4	2014	121.84	22550000
3	4	2014	123.91	22550000
2	4	2014	124.46	22700000
1	4	2014	124.01	22750000
31	3	2014	122.99	22800000
28	3	2014	121.22	22750000
27	3	2014	121.85	22750000
26	3	2014	121.94	22750000
25	3	2014	121.95	22800000
24	3	2014	121.39	22850000
21	3	2014	123.24	22900000
20	3	2014	125.25	23000000
19	3	2014	125.36	23000000
18	3	2014	125.78	22950000
17	3	2014	124.18	22950000
14	3	2014	123.13	22950000
13	3	2014	123.67	22950000
12	3	2014	125.53	22950000
11	3	2014	125.47	22950000
10	3	2014	125.82	22900000
7	3	2014	125.43	22900000
6	3	2014	125.65	22950000
5	3	2014	126.68	22850000
4	3	2014	126.96	22750000
3	3	2014	124.65	22300000
28	2	2014	125.48	22100000
27	2	2014	125.86	22100000
26	2	2014	125.17	22200000
25	2	2014	125.22	22350000
24	2	2014	125.60	23400000
21	2	2014	124.62	23400000
20	2	2014	124.68	22600000
19	2	2014	123.44	22600000
18	2	2014	124.28	22500000
14	2	2014	123.00	22500000
13	2	2014	122.61	22500000
12	2	2014	121.60	22450000
11	2	2014	121.59	22250000
10	2	2014	120.12	19100000
7	2	2014	118.89	19050000
6	2	2014	116.76	18950000
5	2	2014	116.32	18700000
4	2	2014	116.88	18500000
3	2	2014	115.72	16850000
31	1	2014	118.28	16850000
30	1	2014	119.18	16850000
29	1	2014	117.15	16750000
28	1	2014	118.13	16600000
27	1	2014	116.60	16550000
24	1	2014	117.68	16550000
23	1	2014	120.58	16550000
22	1	2014	121.40	16550000
21	1	2014	121.30	16550000
17	1	2014	120.65	16550000
16	1	2014	120.66	16550000
15	1	2014	120.29	16550000
14	1	2014	120.40	16550000
13	1	2014	118.74	16550000
10	1	2014	119.47	16500000
9	1	2014	118.89	16500000
8	1	2014	118.07	16450000
7	1	2014	117.01	16450000
6	1	2014	115.69	16450000
3	1	2014	116.16	16550000
2	1	2014	115.94	16550000
31	12	2013	116.54	16550000
30	12	2013	116.53	16550000
27	12	2013	116.29	16550000
26	12	2013	116.48	16550000
24	12	2013	115.75	16550000
23	12	2013	115.83	16550000
20	12	2013	115.59	16550000
19	12	2013	114.89	16550000
18	12	2013	115.19	16550000
17	12	2013	112.59	16400000
16	12	2013	113.24	16400000
13	12	2013	112.96	16400000
12	12	2013	112.87	16400000
11	12	2013	113.60	16400000
10	12	2013	115.59	16500000
9	12	2013	116.10	16500000
6	12	2013	115.97	16500000
5	12	2013	114.54	16450000
4	12	2013	114.81	16450000
3	12	2013	115.24	16400000
2	12	2013	116.18	16300000
29	11	2013	116.03	16300000
27	11	2013	116.17	16300000
26	11	2013	116.10	16250000
25	11	2013	116.45	16150000
22	11	2013	116.00	16150000
21	11	2013	114.54	16150000
20	11	2013	113.94	16150000
19	11	2013	113.60	16150000
18	11	2013	113.49	16150000
15	11	2013	114.05	16150000
14	11	2013	113.46	16150000
13	11	2013	112.61	16150000
12	11	2013	111.89	16150000
11	11	2013	111.94	16150000
8	11	2013	111.60	16150000
7	11	2013	109.78	16150000
6	11	2013	110.86	16150000
5	11	2013	111.26	16150000
4	11	2013	111.55	16200000
1	11	2013	111.42	16300000
31	10	2013	110.77	16300000
30	10	2013	111.30	16300000
29	10	2013	112.04	16400000
28	10	2013	111.31	16850000
25	10	2013	111.01	16850000
24	10	2013	110.93	16700000
23	10	2013	111.07	16550000
22	10	2013	111.16	16550000
21	10	2013	110.07	16600000
18	10	2013	110.68	16600000
17	10	2013	111.02	16450000
16	10	2013	110.11	16350000
15	10	2013	107.91	16350000
14	10	2013	108.55	16000000
11	10	2013	107.87	16300000
10	10	2013	107.37	16000000
9	10	2013	104.95	15900000
8	10	2013	105.25	15900000
7	10	2013	107.05	15900000
4	10	2013	108.29	15900000
3	10	2013	107.17	15950000
2	10	2013	108.17	16100000
1	10	2013	108.35	16100000
30	9	2013	106.95	16150000
27	9	2013	107.17	16150000
26	9	2013	107.23	16150000
25	9	2013	106.74	16150000
24	9	2013	107.58	16200000
23	9	2013	108.33	16400000
20	9	2013	109.04	16400000
19	9	2013	109.36	16350000
18	9	2013	109.80	16350000
17	9	2013	109.08	16300000
16	9	2013	108.92	15750000
13	9	2013	108.06	15750000
12	9	2013	107.83	15650000
11	9	2013	108.02	15650000
10	9	2013	107.41	15550000
9	9	2013	106.82	15550000
6	9	2013	106.03	15550000
5	9	2013	106.01	15550000
4	9	2013	105.76	15550000
3	9	2013	104.55	15250000
30	8	2013	103.91	15250000
29	8	2013	104.36	15250000
28	8	2013	103.97	15250000
27	8	2013	103.50	15250000
26	8	2013	105.39	14950000
23	8	2013	105.10	14850000
22	8	2013	104.83	14850000
21	8	2013	104.19	14850000
20	8	2013	104.61	14800000
19	8	2013	104.30	14800000
16	8	2013	104.11	14750000
15	8	2013	104.68	14750000
14	8	2013	106.49	14750000
13	8	2013	107.26	14750000
12	8	2013	106.99	14600000
9	8	2013	107.41	14600000
8	8	2013	107.76	14400000
7	8	2013	107.67	14400000
6	8	2013	107.66	14400000
5	8	2013	108.25	14400000
2	8	2013	108.41	14350000
1	8	2013	108.38	14350000
31	7	2013	107.65	14350000
30	7	2013	107.45	14300000
29	7	2013	107.39	13100000
26	7	2013	107.72	13100000
25	7	2013	107.17	12950000
24	7	2013	106.60	12950000
23	7	2013	106.74	12950000
22	7	2013	107.11	9800000
19	7	2013	106.64	9850000
18	7	2013	105.27	9850000
17	7	2013	104.96	9850000
16	7	2013	104.76	9850000
15	7	2013	105.32	9850000
12	7	2013	105.36	9850000
11	7	2013	104.56	9750000
10	7	2013	103.25	9750000
9	7	2013	102.54	9750000
8	7	2013	102.24	9750000
5	7	2013	101.71	9750000
3	7	2013	100.35	9750000
2	7	2013	100.56	9750000
1	7	2013	100.78	10150000
28	6	2013	100.03	9950000
27	6	2013	100.85	9950000
26	6	2013	100.47	9950000
25	6	2013	99.38	9950000
24	6	2013	98.93	9950000
21	6	2013	99.62	10050000
20	6	2013	98.79	10050000
19	6	2013	101.37	10050000
18	6	2013	103.03	10050000
17	6	2013	102.19	10050000
14	6	2013	102.02	10050000
13	6	2013	102.25	10050000
12	6	2013	100.72	10050000
11	6	2013	101.75	10050000
10	6	2013	102.19	10050000
7	6	2013	102.03	10050000
6	6	2013	100.95	10050000
5	6	2013	99.50	10050000
4	6	2013	100.93	10050000
3	6	2013	101.70	10050000
31	5	2013	101.21	10050000
30	5	2013	103.41	10050000
29	5	2013	102.59	10050000
28	5	2013	104.14	10050000
24	5	2013	103.10	10050000
23	5	2013	103.35	9950000
22	5	2013	103.26	9950000
21	5	2013	103.37	9900000
20	5	2013	102.33	9800000
17	5	2013	103.04	9800000
16	5	2013	102.52	9800000
15	5	2013	103.64	9800000
14	5	2013	103.31	9800000
13	5	2013	102.24	9800000
10	5	2013	101.46	9800000
9	5	2013	100.25	10050000
8	5	2013	100.14	10050000
7	5	2013	99.86	10050000
6	5	2013	99.63	10050000
3	5	2013	100.17	10050000
2	5	2013	99.59	9950000
1	5	2013	98.54	9900000
30	4	2013	99.61	9900000
29	4	2013	100.40	9900000
26	4	2013	99.97	9900000
25	4	2013	99.94	9600000
24	4	2013	99.46	9600000
23	4	2013	101.20	9600000
22	4	2013	100.55	9600000
19	4	2013	100.07	9600000
18	4	2013	98.18	9600000
17	4	2013	99.41	9600000
16	4	2013	99.81	9600000
15	4	2013	98.29	9600000
12	4	2013	100.24	9600000
11	4	2013	100.10	9600000
10	4	2013	99.12	9600000
9	4	2013	97.50	9600000
8	4	2013	97.17	9550000
5	4	2013	97.02	9450000
4	4	2013	97.60	9450000
3	4	2013	97.22	9450000
2	4	2013	97.93	9300000
1	4	2013	96.63	9250000
28	3	2013	96.48	9250000
27	3	2013	95.55	9250000
26	3	2013	95.03	9250000
25	3	2013	93.90	9250000
22	3	2013	94.50	9200000
21	3	2013	93.86	9200000
20	3	2013	94.39	9050000
19	3	2013	93.56	9050000
18	3	2013	93.46	8600000
15	3	2013	94.01	8600000
14	3	2013	94.34	8600000
13	3	2013	94.15	8600000
12	3	2013	94.12	8500000
11	3	2013	93.76	8500000
8	3	2013	93.34	8500000
7	3	2013	93.03	8500000
6	3	2013	93.10	8500000
5	3	2013	92.91	8500000
4	3	2013	92.07	8450000
1	3	2013	91.50	8300000
28	2	2013	90.90	8300000
27	2	2013	90.96	8300000
26	2	2013	89.89	8300000
25	2	2013	89.70	8300000
22	2	2013	90.78	8300000
21	2	2013	90.29	8300000
20	2	2013	90.69	8300000
19	2	2013	91.35	8300000
15	2	2013	90.77	8300000
14	2	2013	90.55	8300000
13	2	2013	90.39	8300000
12	2	2013	90.35	8300000
11	2	2013	90.53	8300000
8	2	2013	90.71	8300000
7	2	2013	90.10	8300000
6	2	2013	90.50	8300000
5	2	2013	90.54	8600000
4	2	2013	89.51	8600000
1	2	2013	90.56	8600000
31	1	2013	89.77	8600000
30	1	2013	90.03	8300000
29	1	2013	90.28	8250000
28	1	2013	89.40	8250000
25	1	2013	89.78	8250000
24	1	2013	89.03	8250000
23	1	2013	88.43	8250000
22	1	2013	88.65	8250000
18	1	2013	88.32	8250000
17	1	2013	88.05	8250000
16	1	2013	87.36	8250000
15	1	2013	87.54	8250000
14	1	2013	87.61	8250000
11	1	2013	87.39	8250000
10	1	2013	87.56	8300000
9	1	2013	86.96	8300000
8	1	2013	85.99	8350000
7	1	2013	85.97	8350000
4	1	2013	85.63	8350000
3	1	2013	85.28	8350000
2	1	2013	85.17	8450000
31	12	2012	83.52	8450000
28	12	2012	82.51	8450000
27	12	2012	83.38	8350000
26	12	2012	83.44	8250000
24	12	2012	83.85	8200000
21	12	2012	84.12	8450000
20	12	2012	84.79	8450000
19	12	2012	84.67	8450000
18	12	2012	85.92	8600000
17	12	2012	85.20	8500000
14	12	2012	84.57	8500000
13	12	2012	84.96	8500000
12	12	2012	85.68	8500000
11	12	2012	85.84	8500000
10	12	2012	84.98	8550000
7	12	2012	84.61	8550000
6	12	2012	84.38	8550000
5	12	2012	84.38	8550000
4	12	2012	84.09	8550000
3	12	2012	83.96	8500000
30	11	2012	84.16	8500000
29	11	2012	84.12	8500000
28	11	2012	83.49	8500000
27	11	2012	82.91	8500000
26	11	2012	83.39	8450000
23	11	2012	83.82	8450000
21	11	2012	82.87	8450000
20	11	2012	82.79	8450000
19	11	2012	82.29	8350000
16	11	2012	81.41	8350000
15	11	2012	80.72	8350000
14	11	2012	80.93	8400000
13	11	2012	81.97	8400000
12	11	2012	82.28	8350000
9	11	2012	81.89	8350000
8	11	2012	81.57	8250000
7	11	2012	82.54	8250000
6	11	2012	84.02	8250000
5	11	2012	83.90	8250000
2	11	2012	83.62	8250000
1	11	2012	84.27	8200000
31	10	2012	83.48	8200000
26	10	2012	84.20	8200000
25	10	2012	84.70	8200000
24	10	2012	84.06	8150000
23	10	2012	83.94	8150000
22	10	2012	85.13	8000000
19	10	2012	85.14	8000000
18	10	2012	86.61	8000000
17	10	2012	86.76	7950000
16	10	2012	86.69	7950000
15	10	2012	85.85	7950000
12	10	2012	84.77	8050000
11	10	2012	84.94	8050000
10	10	2012	84.80	8050000
9	10	2012	85.39	8050000
8	10	2012	86.52	8050000
5	10	2012	86.69	8050000
4	10	2012	86.58	8000000
3	10	2012	86.10	8000000
2	10	2012	85.51	8000000
1	10	2012	85.05	7750000
28	9	2012	84.57	7750000
27	9	2012	84.89	7750000
26	9	2012	84.29	7750000
25	9	2012	84.78	7600000
24	9	2012	85.26	7600000
21	9	2012	85.22	7600000
20	9	2012	84.85	7600000
19	9	2012	84.51	7600000
18	9	2012	84.44	7600000
17	9	2012	84.18	7600000
14	9	2012	83.76	7600000
13	9	2012	83.98	7600000
12	9	2012	83.09	7600000
11	9	2012	83.04	7600000
10	9	2012	83.04	7650000
7	9	2012	83.37	7650000
6	9	2012	83.36	7650000
5	9	2012	81.99	7650000
4	9	2012	81.98	7650000
31	8	2012	81.57	7650000
30	8	2012	81.35	7650000
29	8	2012	81.64	7650000
28	8	2012	81.39	7650000
27	8	2012	81.46	7650000
24	8	2012	81.45	7650000
23	8	2012	80.73	7650000
22	8	2012	80.83	7650000
21	8	2012	80.78	7650000
20	8	2012	81.04	7650000
17	8	2012	80.87	7650000
16	8	2012	81.20	7650000
15	8	2012	81.35	7650000
14	8	2012	81.07	7650000
13	8	2012	80.79	7650000
10	8	2012	81.05	7650000
9	8	2012	80.71	7650000
8	8	2012	80.75	7650000
7	8	2012	80.53	7750000
6	8	2012	80.54	7850000
3	8	2012	80.52	7850000
2	8	2012	79.51	7850000
1	8	2012	80.21	7850000
31	7	2012	80.24	7850000
30	7	2012	80.85	7850000
27	7	2012	81.32	7850000
26	7	2012	79.37	7850000
25	7	2012	78.59	7850000
24	7	2012	78.29	7850000
23	7	2012	79.16	7850000
20	7	2012	80.05	7850000
19	7	2012	81.14	7800000
18	7	2012	81.21	7800000
17	7	2012	81.04	7800000
16	7	2012	80.04	7800000
13	7	2012	79.90	7800000
12	7	2012	79.02	7800000
11	7	2012	78.79	7750000
10	7	2012	78.91	7750000
9	7	2012	79.46	7750000
6	7	2012	78.88	7750000
5	7	2012	79.42	7750000
3	7	2012	79.84	7750000
2	7	2012	79.87	7750000
29	6	2012	79.47	7750000
28	6	2012	77.99	7750000
27	6	2012	78.31	7750000
26	6	2012	77.41	7800000
25	6	2012	77.16	7850000
22	6	2012	78.11	7850000
21	6	2012	77.22	7850000
20	6	2012	78.28	7850000
19	6	2012	78.37	7850000
18	6	2012	77.95	7850000
15	6	2012	77.57	7850000
14	6	2012	77.07	7850000
13	6	2012	76.05	7850000
12	6	2012	76.15	7850000
11	6	2012	75.48	7850000
8	6	2012	76.23	7850000
7	6	2012	75.62	7850000
6	6	2012	75.73	7850000
5	6	2012	74.66	7850000
4	6	2012	74.18	7850000
1	6	2012	73.98	7800000
31	5	2012	75.38	7750000
30	5	2012	75.70	7750000
29	5	2012	76.30	7600000
25	5	2012	76.07	7600000
24	5	2012	76.11	7650000
23	5	2012	75.41	7650000
22	5	2012	75.83	7650000
21	5	2012	75.96	7650000
18	5	2012	75.10	7650000
17	5	2012	75.76	7650000
16	5	2012	76.64	7650000
15	5	2012	76.52	7650000
14	5	2012	76.94	7650000
11	5	2012	77.24	7650000
10	5	2012	77.28	7650000
9	5	2012	76.69	7650000
8	5	2012	77.36	7650000
7	5	2012	77.18	7700000
4	5	2012	76.81	7900000
3	5	2012	77.86	7900000
2	5	2012	78.31	7900000
1	5	2012	78.33	7900000
30	4	2012	78.11	7900000
27	4	2012	78.26	7900000
26	4	2012	78.10	7900000
25	4	2012	78.08	7900000
24	4	2012	77.20	7900000
23	4	2012	76.95	7900000
20	4	2012	77.54	7900000
19	4	2012	77.14	7900000
18	4	2012	76.84	7900000
17	4	2012	76.97	7900000
16	4	2012	75.86	7900000
13	4	2012	75.91	7900000
12	4	2012	76.70	7900000
11	4	2012	76.25	7900000
10	4	2012	75.94	7900000
9	4	2012	76.97	7900000
5	4	2012	78.11	7900000
4	4	2012	78.05	7900000
3	4	2012	78.68	7900000
2	4	2012	78.54	7900000
30	3	2012	78.21	7900000
29	3	2012	77.62	7900000
28	3	2012	77.46	7900000
27	3	2012	77.62	7900000
26	3	2012	77.49	7900000
23	3	2012	76.50	7900000
22	3	2012	76.33	7900000
21	3	2012	76.52	7900000
20	3	2012	76.59	7900000
19	3	2012	77.00	8100000
16	3	2012	76.94	8100000
15	3	2012	76.98	8200000
14	3	2012	76.77	8200000
13	3	2012	76.81	8200000
12	3	2012	75.69	8200000
9	3	2012	75.76	8200000
8	3	2012	75.44	8200000
7	3	2012	74.53	8200000
6	3	2012	74.23	8200000
5	3	2012	75.37	8200000
2	3	2012	75.54	8200000
1	3	2012	75.70	8200000
29	2	2012	75.35	8200000
28	2	2012	75.79	8200000
27	2	2012	75.44	8400000
24	2	2012	75.40	8400000
23	2	2012	75.02	8400000
22	2	2012	74.89	8400000
21	2	2012	74.89	8200000
17	2	2012	75.43	8200000
16	2	2012	75.80	8200000
15	2	2012	75.24	8150000
14	2	2012	75.36	8250000
13	2	2012	75.20	8250000
10	2	2012	74.55	8350000
9	2	2012	74.74	8350000
8	2	2012	75.01	8350000
7	2	2012	75.20	8350000
6	2	2012	75.09	8350000
3	2	2012	75.30	8350000
2	2	2012	74.89	8350000
1	2	2012	75.10	8350000
31	1	2012	74.21	8200000
30	1	2012	74.21	8200000
27	1	2012	74.34	8200000
26	1	2012	74.21	8200000
25	1	2012	74.53	8200000
24	1	2012	73.87	8200000
23	1	2012	73.77	8100000
20	1	2012	74.10	8100000
19	1	2012	74.14	8100000
18	1	2012	74.14	8100000
17	1	2012	73.74	8100000
13	1	2012	73.27	8100000
12	1	2012	73.50	8100000
11	1	2012	73.36	8150000
10	1	2012	73.25	8050000
9	1	2012	72.57	8050000
6	1	2012	72.40	8050000
5	1	2012	72.27	8050000
4	1	2012	71.99	8050000
3	1	2012	72.37	8050000
30	12	2011	71.54	8050000
29	12	2011	71.70	8050000
28	12	2011	71.02	8050000
27	12	2011	71.87	8050000
23	12	2011	71.72	8050000
22	12	2011	71.20	8050000
21	12	2011	71.08	8050000
20	12	2011	70.55	8050000
19	12	2011	69.05	8050000
16	12	2011	69.29	8050000
15	12	2011	69.19	8050000
14	12	2011	68.43	8050000
13	12	2011	68.57	8050000
12	12	2011	68.71	8050000
9	12	2011	69.51	8050000
8	12	2011	68.52	8050000
7	12	2011	69.78	8050000
6	12	2011	69.44	8250000
5	12	2011	69.18	8550000
2	12	2011	68.98	8550000
1	12	2011	69.84	8550000
30	11	2011	69.82	8550000
29	11	2011	67.33	8550000
28	11	2011	67.05	8600000
25	11	2011	65.19	8600000
23	11	2011	65.43	8600000
22	11	2011	66.48	8600000
21	11	2011	66.31	8650000
18	11	2011	67.29	8650000
17	11	2011	67.46	8650000
16	11	2011	68.22	8650000
15	11	2011	69.43	8650000
14	11	2011	69.31	8650000
11	11	2011	69.77	8650000
10	11	2011	68.61	8650000
9	11	2011	67.77	8650000
8	11	2011	69.68	8650000
7	11	2011	68.96	8650000
4	11	2011	68.26	8550000
3	11	2011	68.80	8300000
2	11	2011	68.05	8300000
1	11	2011	67.67	8200000
31	10	2011	69.05	8050000
28	10	2011	70.34	8050000
27	10	2011	70.13	8050000
26	10	2011	68.66	8050000
25	10	2011	67.83	8050000
24	10	2011	69.21	7650000
21	10	2011	68.15	7750000
20	10	2011	66.96	7750000
19	10	2011	66.86	7750000
18	10	2011	67.12	7750000
17	10	2011	66.56	7750000
14	10	2011	67.79	7750000
13	10	2011	67.22	7750000
12	10	2011	67.13	7750000
11	10	2011	66.99	7750000
10	10	2011	67.24	7750000
7	10	2011	65.67	7750000
6	10	2011	65.90	7750000
5	10	2011	65.05	7850000
4	10	2011	63.98	7850000
3	10	2011	63.19	7900000
30	9	2011	65.35	7900000
29	9	2011	66.15	7900000
28	9	2011	65.68	7950000
27	9	2011	66.91	7950000
26	9	2011	65.93	7950000
23	9	2011	65.04	8100000
22	9	2011	65.08	8100000
21	9	2011	66.58	8100000
20	9	2011	68.25	8100000
19	9	2011	67.76	8100000
16	9	2011	68.36	8100000
15	9	2011	68.11	8100000
14	9	2011	67.40	8100000
13	9	2011	66.77	8100000
12	9	2011	66.10	8150000
9	9	2011	65.85	8150000
8	9	2011	67.86	8150000
7	9	2011	68.59	8150000
6	9	2011	66.88	8150000
2	9	2011	66.69	8350000
1	9	2011	68.21	8350000
31	8	2011	68.79	8350000
30	8	2011	68.39	8300000
29	8	2011	68.09	8300000
26	8	2011	66.34	8300000
25	8	2011	65.46	8300000
24	8	2011	66.69	8300000
23	8	2011	65.95	8400000
22	8	2011	63.87	8400000
19	8	2011	63.83	8400000
18	8	2011	64.00	8400000
17	8	2011	66.31	8400000
16	8	2011	66.32	8500000
15	8	2011	66.47	8650000
12	8	2011	65.15	8750000
11	8	2011	64.56	8700000
10	8	2011	61.77	8700000
9	8	2011	64.43	8700000
8	8	2011	61.95	8800000
5	8	2011	65.55	9100000
4	8	2011	65.18	9100000
3	8	2011	68.11	9100000
2	8	2011	67.99	9250000
1	8	2011	69.62	9400000
29	7	2011	70.92	9400000
28	7	2011	71.23	9400000
27	7	2011	71.33	9400000
26	7	2011	72.75	9400000
25	7	2011	73.35	9350000
22	7	2011	74.29	9350000
21	7	2011	74.36	9350000
20	7	2011	73.20	9400000
19	7	2011	73.47	9400000
18	7	2011	72.77	9400000
15	7	2011	73.38	9400000
14	7	2011	73.70	9400000
13	7	2011	73.80	9400000
12	7	2011	73.50	9400000
11	7	2011	73.43	9400000
8	7	2011	74.54	9400000
7	7	2011	74.78	9400000
6	7	2011	74.81	9400000
5	7	2011	74.55	9400000
1	7	2011	74.71	9400000
30	6	2011	73.77	9400000
29	6	2011	73.53	9200000
28	6	2011	73.41	9200000
27	6	2011	72.33	9200000
24	6	2011	71.94	9200000
23	6	2011	73.09	9200000
22	6	2011	73.13	9250000
21	6	2011	73.54	9250000
20	6	2011	73.03	9250000
17	6	2011	72.32	9250000
16	6	2011	72.23	9250000
15	6	2011	72.13	9250000
14	6	2011	73.08	9250000
13	6	2011	72.43	9250000
10	6	2011	72.15	9250000
9	6	2011	73.43	9250000
8	6	2011	72.82	9250000
7	6	2011	72.85	9250000
6	6	2011	72.64	9250000
3	6	2011	73.26	9200000
2	6	2011	73.99	9150000
1	6	2011	74.11	9150000
31	5	2011	75.16	9150000
27	5	2011	74.28	9150000
26	5	2011	74.21	9150000
25	5	2011	74.10	9150000
24	5	2011	73.95	9150000
23	5	2011	74.22	9150000
20	5	2011	74.97	9150000
19	5	2011	75.55	9050000
18	5	2011	75.72	9050000
17	5	2011	75.10	9000000
16	5	2011	75.11	9100000
13	5	2011	75.15	9000000
12	5	2011	75.37	9000000
11	5	2011	74.68	8900000
10	5	2011	74.85	8900000
9	5	2011	74.40	8900000
6	5	2011	73.91	8850000
5	5	2011	73.38	8850000
4	5	2011	73.88	8850000
3	5	2011	74.01	8850000
2	5	2011	74.31	8750000
29	4	2011	73.64	8750000
28	4	2011	73.74	8750000
27	4	2011	73.32	8750000
26	4	2011	72.38	8750000
25	4	2011	71.55	8750000
21	4	2011	71.52	8750000
20	4	2011	71.28	8750000
19	4	2011	70.63	8750000
18	4	2011	70.05	8750000
15	4	2011	70.93	8750000
14	4	2011	70.30	8750000
13	4	2011	69.96	8750000
12	4	2011	69.95	8750000
11	4	2011	70.00	8700000
8	4	2011	69.75	8700000
7	4	2011	69.72	8700000
6	4	2011	69.81	8700000
5	4	2011	69.66	8700000
4	4	2011	69.93	8700000
1	4	2011	69.54	8700000
31	3	2011	69.13	8700000
30	3	2011	69.10	8700000
29	3	2011	68.53	8700000
28	3	2011	68.03	8700000
25	3	2011	68.06	8700000
24	3	2011	68.09	8700000
23	3	2011	67.32	8700000
22	3	2011	67.41	8700000
21	3	2011	67.45	8700000
18	3	2011	67.05	8700000
17	3	2011	66.64	8700000
16	3	2011	65.94	8650000
15	3	2011	67.06	8650000
14	3	2011	67.80	8650000
11	3	2011	68.15	8650000
10	3	2011	67.90	8650000
9	3	2011	68.96	8650000
8	3	2011	68.85	8650000
7	3	2011	68.36	8650000
4	3	2011	68.94	8650000
3	3	2011	69.05	8650000
2	3	2011	67.77	8650000
1	3	2011	67.50	8650000
28	2	2011	67.95	8650000
25	2	2011	67.36	8650000
24	2	2011	66.76	8650000
23	2	2011	66.58	8650000
22	2	2011	67.19	8650000
18	2	2011	68.23	8650000
17	2	2011	68.07	8650000
16	2	2011	67.86	8650000
15	2	2011	67.51	8650000
14	2	2011	67.52	8650000
11	2	2011	67.28	8700000
10	2	2011	67.16	8700000
9	2	2011	67.06	8700000
8	2	2011	67.20	8600000
7	2	2011	67.00	8600000
4	2	2011	67.06	8600000
3	2	2011	66.79	8650000
2	2	2011	66.71	8650000
1	2	2011	66.83	8650000
31	1	2011	65.72	8650000
28	1	2011	65.63	8350000
27	1	2011	66.85	8350000
26	1	2011	66.63	8400000
25	1	2011	66.69	8400000
24	1	2011	66.66	8400000
21	1	2011	66.65	8400000
20	1	2011	66.69	8400000
19	1	2011	66.57	8400000
18	1	2011	67.05	8450000
14	1	2011	66.78	8450000
13	1	2011	66.71	8450000
12	1	2011	66.99	8450000
11	1	2011	66.66	8450000
10	1	2011	66.29	8450000
7	1	2011	66.48	8450000
6	1	2011	66.53	8450000
5	1	2011	66.36	8450000
4	1	2011	66.21	8450000
3	1	2011	66.06	8450000
31	12	2010	65.34	8450000
30	12	2010	65.47	8450000
29	12	2010	65.63	8450000
28	12	2010	65.59	8450000
27	12	2010	65.60	8700000
23	12	2010	65.78	8600000
22	12	2010	65.80	8600000
21	12	2010	65.97	8600000
20	12	2010	66.03	8600000
17	12	2010	66.01	8650000
16	12	2010	65.98	8650000
15	12	2010	65.51	8650000
14	12	2010	65.63	8650000
13	12	2010	64.89	8700000
10	12	2010	64.82	8700000
9	12	2010	64.15	8700000
8	12	2010	64.00	8700000
7	12	2010	63.91	8700000
6	12	2010	63.90	8700000
3	12	2010	64.32	8700000
2	12	2010	64.22	8700000
1	12	2010	63.80	8700000
30	11	2010	62.67	8700000
29	11	2010	63.19	8700000
26	11	2010	63.40	8750000
24	11	2010	63.80	8750000
23	11	2010	63.22	8750000
22	11	2010	64.05	8750000
19	11	2010	64.02	8800000
18	11	2010	63.97	8800000
17	11	2010	63.13	8800000
16	11	2010	63.07	8800000
15	11	2010	63.91	8800000
12	11	2010	63.97	8800000
11	11	2010	64.73	8900000
10	11	2010	64.61	8900000
9	11	2010	64.51	8900000
8	11	2010	64.75	8900000
5	11	2010	64.95	8900000
4	11	2010	65.22	8900000
3	11	2010	64.88	8750000
2	11	2010	64.81	8750000
1	11	2010	64.27	8900000
29	10	2010	64.25	8900000
28	10	2010	64.58	8900000
27	10	2010	64.29	8900000
26	10	2010	64.62	8950000
25	10	2010	64.81	8950000
22	10	2010	64.55	8950000
21	10	2010	64.47	9050000
20	10	2010	64.28	9050000
19	10	2010	63.85	9050000
18	10	2010	65.00	9050000
15	10	2010	64.48	9050000
14	10	2010	64.25	9050000
13	10	2010	64.37	9050000
12	10	2010	63.99	9050000
11	10	2010	63.82	9050000
8	10	2010	63.80	9050000
7	10	2010	63.58	9050000
6	10	2010	63.57	9050000
5	10	2010	63.79	8950000
4	10	2010	62.64	8950000
1	10	2010	63.24	8950000
30	9	2010	63.21	8950000
29	9	2010	63.37	8950000
28	9	2010	63.54	8950000
27	9	2010	63.02	8950000
