"State","date","Year","Month","jolts","bgt","per_change","Month2","time"
"Arizona","2018-09",2018,9,164000,72399,-55.8542682926829,"09",2018-09-01
"Arizona","2019-01",2019,1,158000,64674,-59.0670886075949,"01",2019-01-01
"Arizona","2019-10",2019,10,150000,84047,-43.9686666666667,"10",2019-10-01
"Arizona","2019-11",2019,11,145000,78545,-45.8310344827586,"11",2019-11-01
"Arizona","2019-12",2019,12,132000,78648,-40.4181818181818,"12",2019-12-01
"Arizona","2019-02",2019,2,164000,65321,-60.1701219512195,"02",2019-02-01
"Arizona","2019-03",2019,3,165000,77966,-52.7478787878788,"03",2019-03-01
"Arizona","2019-04",2019,4,158000,65731,-58.3981012658228,"04",2019-04-01
"Arizona","2019-05",2019,5,153000,81798,-46.5372549019608,"05",2019-05-01
"Arizona","2019-06",2019,6,148000,62002,-58.1067567567568,"06",2019-06-01
"Arizona","2019-07",2019,7,147000,61572,-58.1142857142857,"07",2019-07-01
"Arizona","2019-08",2019,8,149000,86367,-42.0355704697987,"08",2019-08-01
"Arizona","2019-09",2019,9,159000,84355,-46.9465408805031,"09",2019-09-01
"Arkansas","2010-01",2010,1,22000,3501,-84.0863636363636,"01",2010-01-01
"Arkansas","2010-10",2010,10,28000,8596,-69.3,"10",2010-10-01
"Arkansas","2010-11",2010,11,28000,7654,-72.6642857142857,"11",2010-11-01
"Arkansas","2010-12",2010,12,25000,9169,-63.324,"12",2010-12-01
"Arkansas","2010-02",2010,2,22000,4291,-80.4954545454545,"02",2010-02-01
"Arkansas","2010-03",2010,3,23000,6067,-73.6217391304348,"03",2010-03-01
"Arkansas","2010-04",2010,4,25000,5786,-76.856,"04",2010-04-01
"Arkansas","2010-05",2010,5,27000,7623,-71.7666666666667,"05",2010-05-01
"Arkansas","2010-06",2010,6,28000,7492,-73.2428571428571,"06",2010-06-01
"Arkansas","2010-07",2010,7,28000,9334,-66.6642857142857,"07",2010-07-01
"Arkansas","2010-08",2010,8,28000,8885,-68.2678571428572,"08",2010-08-01
"Arkansas","2010-09",2010,9,28000,7750,-72.3214285714286,"09",2010-09-01
"Arkansas","2011-01",2011,1,25000,6394,-74.424,"01",2011-01-01
"Arkansas","2011-10",2011,10,33000,6567,-80.1,"10",2011-10-01
"Arkansas","2011-11",2011,11,31000,7206,-76.7548387096774,"11",2011-11-01
"Arkansas","2011-12",2011,12,29000,7735,-73.3275862068966,"12",2011-12-01
"Arkansas","2011-02",2011,2,24000,6339,-73.5875,"02",2011-02-01
"Arkansas","2011-03",2011,3,28000,11661,-58.3535714285714,"03",2011-03-01
"Arkansas","2011-04",2011,4,29000,7594,-73.8137931034483,"04",2011-04-01
"Arkansas","2011-05",2011,5,31000,8957,-71.1064516129032,"05",2011-05-01
"Arkansas","2011-06",2011,6,31000,8075,-73.9516129032258,"06",2011-06-01
"Arkansas","2011-07",2011,7,34000,9185,-72.9852941176471,"07",2011-07-01
"Arkansas","2011-08",2011,8,34000,7668,-77.4470588235294,"08",2011-08-01
"Arkansas","2011-09",2011,9,34000,8728,-74.3294117647059,"09",2011-09-01
"Arkansas","2012-01",2012,1,28000,7289,-73.9678571428571,"01",2012-01-01
"Arkansas","2012-10",2012,10,32000,7139,-77.690625,"10",2012-10-01
"Arkansas","2012-11",2012,11,30000,11318,-62.2733333333333,"11",2012-11-01
"Arkansas","2012-12",2012,12,28000,6437,-77.0107142857143,"12",2012-12-01
"Arkansas","2012-02",2012,2,28000,13386,-52.1928571428571,"02",2012-02-01
"Arkansas","2012-03",2012,3,29000,13600,-53.1034482758621,"03",2012-03-01
"Arkansas","2012-04",2012,4,29000,8127,-71.9758620689655,"04",2012-04-01
"Arkansas","2012-05",2012,5,32000,12186,-61.91875,"05",2012-05-01
"Arkansas","2012-06",2012,6,32000,12697,-60.321875,"06",2012-06-01
"Arkansas","2012-07",2012,7,33000,7525,-77.1969696969697,"07",2012-07-01
"Arkansas","2012-08",2012,8,33000,5652,-82.8727272727273,"08",2012-08-01
"Arkansas","2012-09",2012,9,33000,6466,-80.4060606060606,"09",2012-09-01
"Arkansas","2013-01",2013,1,28000,10834,-61.3071428571429,"01",2013-01-01
"Arkansas","2013-10",2013,10,34000,11807,-65.2735294117647,"10",2013-10-01
"Arkansas","2013-11",2013,11,32000,10839,-66.128125,"11",2013-11-01
"Arkansas","2013-12",2013,12,30000,10249,-65.8366666666667,"12",2013-12-01
"Arkansas","2013-02",2013,2,29000,7970,-72.5172413793103,"02",2013-02-01
"Arkansas","2013-03",2013,3,30000,10607,-64.6433333333333,"03",2013-03-01
"Arkansas","2013-04",2013,4,31000,6794,-78.0838709677419,"04",2013-04-01
"Arkansas","2013-05",2013,5,31000,9572,-69.1225806451613,"05",2013-05-01
"Arkansas","2013-06",2013,6,32000,13684,-57.2375,"06",2013-06-01
"Arkansas","2013-07",2013,7,31000,13550,-56.2903225806452,"07",2013-07-01
"Arkansas","2013-08",2013,8,31000,15214,-50.9225806451613,"08",2013-08-01
"Arkansas","2013-09",2013,9,32000,17295,-45.953125,"09",2013-09-01
"Arkansas","2014-01",2014,1,28000,13404,-52.1285714285714,"01",2014-01-01
"Arkansas","2014-10",2014,10,47000,16577,-64.7297872340426,"10",2014-10-01
"Arkansas","2014-11",2014,11,42000,8596,-79.5333333333333,"11",2014-11-01
"Arkansas","2014-12",2014,12,39000,10122,-74.0461538461539,"12",2014-12-01
"Arkansas","2014-02",2014,2,31000,12898,-58.3935483870968,"02",2014-02-01
"Arkansas","2014-03",2014,3,33000,13347,-59.5545454545455,"03",2014-03-01
"Arkansas","2014-04",2014,4,35000,15505,-55.7,"04",2014-04-01
"Arkansas","2014-05",2014,5,37000,15361,-58.4837837837838,"05",2014-05-01
"Arkansas","2014-06",2014,6,40000,12845,-67.8875,"06",2014-06-01
"Arkansas","2014-07",2014,7,40000,10251,-74.3725,"07",2014-07-01
"Arkansas","2014-08",2014,8,43000,13291,-69.0906976744186,"08",2014-08-01
"Arkansas","2014-09",2014,9,45000,14418,-67.96,"09",2014-09-01
"Arkansas","2015-01",2015,1,38000,9153,-75.9131578947368,"01",2015-01-01
"Arkansas","2015-10",2015,10,49000,24249,-50.5122448979592,"10",2015-10-01
"Arkansas","2015-11",2015,11,46000,13315,-71.054347826087,"11",2015-11-01
"Arkansas","2015-12",2015,12,43000,15635,-63.6395348837209,"12",2015-12-01
"Arkansas","2015-02",2015,2,42000,8192,-80.4952380952381,"02",2015-02-01
"Arkansas","2015-03",2015,3,43000,10582,-75.3906976744186,"03",2015-03-01
"Arkansas","2015-04",2015,4,46000,11739,-74.4804347826087,"04",2015-04-01
"Arkansas","2015-05",2015,5,46000,13273,-71.145652173913,"05",2015-05-01
"Arkansas","2015-06",2015,6,47000,13645,-70.968085106383,"06",2015-06-01
"Arkansas","2015-07",2015,7,46000,15706,-65.8565217391304,"07",2015-07-01
"Arkansas","2015-08",2015,8,47000,13496,-71.2851063829787,"08",2015-08-01
"Arkansas","2015-09",2015,9,49000,13029,-73.4102040816327,"09",2015-09-01
"Arkansas","2016-01",2016,1,42000,22578,-46.2428571428571,"01",2016-01-01
"Arkansas","2016-10",2016,10,47000,20885,-55.563829787234,"10",2016-10-01
"Arkansas","2016-11",2016,11,46000,17625,-61.6847826086957,"11",2016-11-01
"Arkansas","2016-12",2016,12,43000,13204,-69.293023255814,"12",2016-12-01
"Arkansas","2016-02",2016,2,45000,16427,-63.4955555555556,"02",2016-02-01
"Arkansas","2016-03",2016,3,48000,15696,-67.3,"03",2016-03-01
"Arkansas","2016-04",2016,4,50000,19120,-61.76,"04",2016-04-01
"Arkansas","2016-05",2016,5,49000,17341,-64.6102040816326,"05",2016-05-01
"Arkansas","2016-06",2016,6,48000,17826,-62.8625,"06",2016-06-01
"Arkansas","2016-07",2016,7,48000,22596,-52.925,"07",2016-07-01
"Arkansas","2016-08",2016,8,49000,20264,-58.6448979591837,"08",2016-08-01
"Arkansas","2016-09",2016,9,49000,25305,-48.3571428571429,"09",2016-09-01
"Arkansas","2017-01",2017,1,44000,14703,-66.5840909090909,"01",2017-01-01
"Arkansas","2017-10",2017,10,50000,10865,-78.27,"10",2017-10-01
"Arkansas","2017-11",2017,11,46000,10228,-77.7652173913043,"11",2017-11-01
"Arkansas","2017-12",2017,12,42000,8781,-79.0928571428571,"12",2017-12-01
"Arkansas","2017-02",2017,2,46000,14858,-67.7,"02",2017-02-01
"Arkansas","2017-03",2017,3,48000,18418,-61.6291666666667,"03",2017-03-01
"Arkansas","2017-04",2017,4,50000,13936,-72.128,"04",2017-04-01
"Arkansas","2017-05",2017,5,51000,13365,-73.7941176470588,"05",2017-05-01
"Arkansas","2017-06",2017,6,52000,15255,-70.6634615384615,"06",2017-06-01
"Arkansas","2017-07",2017,7,52000,15624,-69.9538461538462,"07",2017-07-01
"Arkansas","2017-08",2017,8,53000,13227,-75.0433962264151,"08",2017-08-01
"Arkansas","2017-09",2017,9,54000,10098,-81.3,"09",2017-09-01
"Arkansas","2018-01",2018,1,45000,13200,-70.6666666666667,"01",2018-01-01
"Arkansas","2018-10",2018,10,63000,12033,-80.9,"10",2018-10-01
"Arkansas","2018-11",2018,11,60000,9897,-83.505,"11",2018-11-01
"Arkansas","2018-12",2018,12,56000,10182,-81.8178571428571,"12",2018-12-01
"Arkansas","2018-02",2018,2,49000,13193,-73.0755102040816,"02",2018-02-01
"Arkansas","2018-03",2018,3,53000,18227,-65.6094339622641,"03",2018-03-01
"Arkansas","2018-04",2018,4,54000,31581,-41.5166666666667,"04",2018-04-01
"Arkansas","2018-05",2018,5,55000,23943,-56.4672727272727,"05",2018-05-01
"Arkansas","2018-06",2018,6,56000,14549,-74.0196428571429,"06",2018-06-01
"Arkansas","2018-07",2018,7,60000,12981,-78.365,"07",2018-07-01
"Arkansas","2018-08",2018,8,61000,11876,-80.5311475409836,"08",2018-08-01
"Arkansas","2018-09",2018,9,64000,10627,-83.3953125,"09",2018-09-01
"Arkansas","2019-01",2019,1,54000,10257,-81.0055555555556,"01",2019-01-01
"Arkansas","2019-10",2019,10,70000,18393,-73.7242857142857,"10",2019-10-01
"Arkansas","2019-11",2019,11,66000,17349,-73.7136363636364,"11",2019-11-01
"Arkansas","2019-12",2019,12,59000,12482,-78.8440677966102,"12",2019-12-01
"Arkansas","2019-02",2019,2,56000,8770,-84.3392857142857,"02",2019-02-01
"Arkansas","2019-03",2019,3,60000,13466,-77.5566666666667,"03",2019-03-01
"Arkansas","2019-04",2019,4,61000,13725,-77.5,"04",2019-04-01
"Arkansas","2019-05",2019,5,61000,15033,-75.355737704918,"05",2019-05-01
"Arkansas","2019-06",2019,6,60000,12214,-79.6433333333333,"06",2019-06-01
"Arkansas","2019-07",2019,7,62000,10335,-83.3306451612903,"07",2019-07-01
"Arkansas","2019-08",2019,8,65000,13403,-79.38,"08",2019-08-01
"Arkansas","2019-09",2019,9,69000,14361,-79.1869565217391,"09",2019-09-01
"California","2010-01",2010,1,296000,28507,-90.3692567567568,"01",2010-01-01
"California","2010-10",2010,10,360000,148760,-58.6777777777778,"10",2010-10-01
"California","2010-11",2010,11,364000,140494,-61.4027472527472,"11",2010-11-01
"California","2010-12",2010,12,360000,150166,-58.2872222222222,"12",2010-12-01
"California","2010-02",2010,2,317000,99537,-68.6003154574132,"02",2010-02-01
"California","2010-03",2010,3,347000,90463,-73.9299711815562,"03",2010-03-01
"California","2010-04",2010,4,373000,124623,-66.5890080428954,"04",2010-04-01
"California","2010-05",2010,5,382000,141304,-63.0094240837696,"05",2010-05-01
"California","2010-06",2010,6,365000,135639,-62.8386301369863,"06",2010-06-01
"California","2010-07",2010,7,338000,137594,-59.2917159763314,"07",2010-07-01
"California","2010-08",2010,8,338000,129363,-61.7269230769231,"08",2010-08-01
"California","2010-09",2010,9,350000,133811,-61.7682857142857,"09",2010-09-01
"California","2011-01",2011,1,345000,143976,-58.2678260869565,"01",2011-01-01
"California","2011-10",2011,10,427000,164466,-61.4833723653396,"10",2011-10-01
"California","2011-11",2011,11,412000,115235,-72.0303398058252,"11",2011-11-01
"California","2011-12",2011,12,384000,114942,-70.0671875,"12",2011-12-01
"California","2011-02",2011,2,354000,118872,-66.4203389830509,"02",2011-02-01
"California","2011-03",2011,3,375000,162587,-56.6434666666667,"03",2011-03-01
"California","2011-04",2011,4,398000,120494,-69.7251256281407,"04",2011-04-01
"California","2011-05",2011,5,381000,159362,-58.1727034120735,"05",2011-05-01
"California","2011-06",2011,6,378000,144430,-61.7910052910053,"06",2011-06-01
"California","2011-07",2011,7,382000,147708,-61.3329842931937,"07",2011-07-01
"California","2011-08",2011,8,397000,139283,-64.916120906801,"08",2011-08-01
"California","2011-09",2011,9,412000,159356,-61.321359223301,"09",2011-09-01
"California","2012-01",2012,1,359000,151318,-57.850139275766,"01",2012-01-01
"California","2012-10",2012,10,380000,122030,-67.8868421052632,"10",2012-10-01
"California","2012-11",2012,11,380000,161459,-57.5107894736842,"11",2012-11-01
"California","2012-12",2012,12,363000,125724,-65.3652892561983,"12",2012-12-01
"California","2012-02",2012,2,358000,153323,-57.1723463687151,"02",2012-02-01
"California","2012-03",2012,3,375000,178838,-52.3098666666667,"03",2012-03-01
"California","2012-04",2012,4,374000,179896,-51.8994652406417,"04",2012-04-01
"California","2012-05",2012,5,383000,172760,-54.8929503916449,"05",2012-05-01
"California","2012-06",2012,6,382000,159696,-58.1947643979058,"06",2012-06-01
"California","2012-07",2012,7,368000,156355,-57.5122282608696,"07",2012-07-01
"California","2012-08",2012,8,368000,151602,-58.8038043478261,"08",2012-08-01
"California","2012-09",2012,9,371000,128080,-65.4770889487871,"09",2012-09-01
"California","2013-01",2013,1,361000,158130,-56.196675900277,"01",2013-01-01
"California","2013-10",2013,10,486000,209922,-56.8061728395062,"10",2013-10-01
"California","2013-11",2013,11,465000,185406,-60.1277419354839,"11",2013-11-01
"California","2013-12",2013,12,438000,160659,-63.3198630136986,"12",2013-12-01
"California","2013-02",2013,2,370000,136371,-63.142972972973,"02",2013-02-01
"California","2013-03",2013,3,409000,132715,-67.5513447432763,"03",2013-03-01
"California","2013-04",2013,4,440000,113448,-74.2163636363636,"04",2013-04-01
"California","2013-05",2013,5,457000,162964,-64.3404814004376,"05",2013-05-01
"California","2013-06",2013,6,451000,230214,-48.9547671840355,"06",2013-06-01
"California","2013-07",2013,7,460000,244314,-46.8882608695652,"07",2013-07-01
"California","2013-08",2013,8,472000,254308,-46.121186440678,"08",2013-08-01
"California","2013-09",2013,9,482000,227963,-52.7047717842324,"09",2013-09-01
"California","2014-01",2014,1,420000,198856,-52.6533333333333,"01",2014-01-01
"California","2014-10",2014,10,572000,200809,-64.8935314685315,"10",2014-10-01
"California","2014-11",2014,11,535000,146876,-72.5465420560748,"11",2014-11-01
"California","2014-12",2014,12,519000,157270,-69.6974951830443,"12",2014-12-01
"California","2014-02",2014,2,449000,177844,-60.3910913140312,"02",2014-02-01
"California","2014-03",2014,3,472000,193096,-59.0898305084746,"03",2014-03-01
"California","2014-04",2014,4,512000,203811,-60.1931640625,"04",2014-04-01
"California","2014-05",2014,5,505000,201545,-60.090099009901,"05",2014-05-01
"California","2014-06",2014,6,526000,168647,-67.9378326996198,"06",2014-06-01
"California","2014-07",2014,7,515000,150497,-70.7772815533981,"07",2014-07-01
"California","2014-08",2014,8,557000,183596,-67.0384201077199,"08",2014-08-01
"California","2014-09",2014,9,555000,180883,-67.4084684684685,"09",2014-09-01
"California","2015-01",2015,1,518000,164940,-68.1583011583012,"01",2015-01-01
"California","2015-10",2015,10,602000,255465,-57.5639534883721,"10",2015-10-01
"California","2015-11",2015,11,587000,226155,-61.4727427597956,"11",2015-11-01
"California","2015-12",2015,12,569000,195205,-65.6933216168717,"12",2015-12-01
"California","2015-02",2015,2,548000,144797,-73.5771897810219,"02",2015-02-01
"California","2015-03",2015,3,589000,199668,-66.1005093378608,"03",2015-03-01
"California","2015-04",2015,4,609000,200075,-67.1469622331691,"04",2015-04-01
"California","2015-05",2015,5,605000,225628,-62.7061157024793,"05",2015-05-01
"California","2015-06",2015,6,592000,241919,-59.135304054054,"06",2015-06-01
"California","2015-07",2015,7,601000,250029,-58.3978369384359,"07",2015-07-01
"California","2015-08",2015,8,596000,252321,-57.6642617449664,"08",2015-08-01
"California","2015-09",2015,9,606000,248783,-58.946699669967,"09",2015-09-01
"California","2016-01",2016,1,566000,261887,-53.7302120141343,"01",2016-01-01
"California","2016-10",2016,10,690000,243530,-64.7057971014493,"10",2016-10-01
"California","2016-11",2016,11,701000,211307,-69.8563480741797,"11",2016-11-01
"California","2016-12",2016,12,666000,201066,-69.8099099099099,"12",2016-12-01
"California","2016-02",2016,2,602000,233117,-61.2762458471761,"02",2016-02-01
"California","2016-03",2016,3,648000,238729,-63.1591049382716,"03",2016-03-01
"California","2016-04",2016,4,669000,224095,-66.5029895366218,"04",2016-04-01
"California","2016-05",2016,5,662000,218316,-67.021752265861,"05",2016-05-01
"California","2016-06",2016,6,641000,253749,-60.4135725429017,"06",2016-06-01
"California","2016-07",2016,7,614000,274385,-55.3118892508143,"07",2016-07-01
"California","2016-08",2016,8,631000,247812,-60.7270998415214,"08",2016-08-01
"California","2016-09",2016,9,658000,264165,-59.8533434650456,"09",2016-09-01
"California","2017-01",2017,1,630000,225732,-64.1695238095238,"01",2017-01-01
"California","2017-10",2017,10,720000,202542,-71.8691666666667,"10",2017-10-01
"California","2017-11",2017,11,682000,177305,-74.0021994134897,"11",2017-11-01
"California","2017-12",2017,12,672000,146031,-78.2691964285714,"12",2017-12-01
"California","2017-02",2017,2,599000,239677,-59.9871452420701,"02",2017-02-01
"California","2017-03",2017,3,614000,264933,-56.8513029315961,"03",2017-03-01
"California","2017-04",2017,4,637000,235891,-62.9684458398744,"04",2017-04-01
"California","2017-05",2017,5,652000,248309,-61.9157975460123,"05",2017-05-01
"California","2017-06",2017,6,674000,247791,-63.2357566765579,"06",2017-06-01
"California","2017-07",2017,7,684000,235144,-65.6222222222222,"07",2017-07-01
"California","2017-08",2017,8,713000,229399,-67.8262272089761,"08",2017-08-01
"California","2017-09",2017,9,708000,197881,-72.0507062146893,"09",2017-09-01
"California","2018-01",2018,1,664000,178624,-73.0987951807229,"01",2018-01-01
"California","2018-10",2018,10,790000,426705,-45.9867088607595,"10",2018-10-01
"California","2018-11",2018,11,764000,417740,-45.3219895287958,"11",2018-11-01
"California","2018-12",2018,12,728000,359785,-50.5789835164835,"12",2018-12-01
"California","2018-02",2018,2,696000,188443,-72.9248563218391,"02",2018-02-01
"California","2018-03",2018,3,725000,256981,-64.5543448275862,"03",2018-03-01
"California","2018-04",2018,4,747000,289925,-61.1880856760375,"04",2018-04-01
"California","2018-05",2018,5,757000,442815,-41.503963011889,"05",2018-05-01
"California","2018-06",2018,6,759000,306429,-59.6272727272727,"06",2018-06-01
"California","2018-07",2018,7,763000,420516,-44.886500655308,"07",2018-07-01
"California","2018-08",2018,8,787000,376452,-52.1662007623888,"08",2018-08-01
"California","2018-09",2018,9,8e+05,352538,-55.93275,"09",2018-09-01
"California","2019-01",2019,1,711000,345256,-51.4407876230661,"01",2019-01-01
"California","2019-10",2019,10,778000,468176,-39.8231362467866,"10",2019-10-01
"California","2019-11",2019,11,756000,416921,-44.8517195767196,"11",2019-11-01
"California","2019-12",2019,12,739000,408771,-44.6859269282815,"12",2019-12-01
"California","2019-02",2019,2,692000,346038,-49.9945086705202,"02",2019-02-01
"California","2019-03",2019,3,721000,437983,-39.2533980582524,"03",2019-03-01
"California","2019-04",2019,4,743000,371224,-50.0371467025572,"04",2019-04-01
"California","2019-05",2019,5,758000,464174,-38.7633245382586,"05",2019-05-01
"California","2019-06",2019,6,764000,371023,-51.436780104712,"06",2019-06-01
"California","2019-07",2019,7,763000,361991,-52.556880733945,"07",2019-07-01
"California","2019-08",2019,8,778000,464182,-40.3365038560411,"08",2019-08-01
"California","2019-09",2019,9,762000,466019,-38.8426509186352,"09",2019-09-01
"Colorado","2010-01",2010,1,42000,4575,-89.1071428571429,"01",2010-01-01
"Colorado","2010-10",2010,10,65000,32015,-50.7461538461538,"10",2010-10-01
"Colorado","2010-11",2010,11,63000,23230,-63.1269841269841,"11",2010-11-01
"Colorado","2010-12",2010,12,64000,28555,-55.3828125,"12",2010-12-01
"Colorado","2010-02",2010,2,46000,15364,-66.6,"02",2010-02-01
"Colorado","2010-03",2010,3,52000,17896,-65.5846153846154,"03",2010-03-01
"Colorado","2010-04",2010,4,55000,19291,-64.9254545454545,"04",2010-04-01
"Colorado","2010-05",2010,5,58000,23297,-59.8327586206897,"05",2010-05-01
"Colorado","2010-06",2010,6,56000,22912,-59.0857142857143,"06",2010-06-01
"Colorado","2010-07",2010,7,57000,26807,-52.9701754385965,"07",2010-07-01
"Colorado","2010-08",2010,8,59000,26372,-55.3016949152542,"08",2010-08-01
"Colorado","2010-09",2010,9,59000,26266,-55.4813559322034,"09",2010-09-01
"Colorado","2011-01",2011,1,55000,32282,-41.3054545454545,"01",2011-01-01
"Colorado","2011-10",2011,10,62000,31858,-48.6161290322581,"10",2011-10-01
"Colorado","2011-11",2011,11,59000,26105,-55.7542372881356,"11",2011-11-01
"Colorado","2011-12",2011,12,54000,25082,-53.5518518518519,"12",2011-12-01
"Colorado","2011-02",2011,2,53000,29366,-44.5924528301887,"02",2011-02-01
"Colorado","2011-03",2011,3,54000,35098,-35.0037037037037,"03",2011-03-01
"Colorado","2011-04",2011,4,57000,25000,-56.140350877193,"04",2011-04-01
"Colorado","2011-05",2011,5,59000,29170,-50.5593220338983,"05",2011-05-01
"Colorado","2011-06",2011,6,61000,27364,-55.1409836065574,"06",2011-06-01
"Colorado","2011-07",2011,7,62000,32347,-47.8274193548387,"07",2011-07-01
