"State","date","Year","Month","jolts","bgt","per_change","Month2","time"
"Minnesota","2013-04",2013,4,78000,24519,-68.5653846153846,"04",2013-04-01
"Minnesota","2013-05",2013,5,81000,29751,-63.2703703703704,"05",2013-05-01
"Minnesota","2013-06",2013,6,85000,38676,-54.4988235294118,"06",2013-06-01
"Minnesota","2013-07",2013,7,83000,42371,-48.9506024096386,"07",2013-07-01
"Minnesota","2013-08",2013,8,89000,45425,-48.9606741573034,"08",2013-08-01
"Minnesota","2013-09",2013,9,94000,49717,-47.1095744680851,"09",2013-09-01
"Minnesota","2014-01",2014,1,82000,39386,-51.9682926829268,"01",2014-01-01
"Minnesota","2014-10",2014,10,106000,38790,-63.4056603773585,"10",2014-10-01
"Minnesota","2014-11",2014,11,103000,30184,-70.695145631068,"11",2014-11-01
"Minnesota","2014-12",2014,12,96000,28832,-69.9666666666667,"12",2014-12-01
"Minnesota","2014-02",2014,2,82000,34200,-58.2926829268293,"02",2014-02-01
"Minnesota","2014-03",2014,3,86000,37493,-56.403488372093,"03",2014-03-01
"Minnesota","2014-04",2014,4,92000,34276,-62.7434782608696,"04",2014-04-01
"Minnesota","2014-05",2014,5,97000,36117,-62.7659793814433,"05",2014-05-01
"Minnesota","2014-06",2014,6,97000,28994,-70.1092783505155,"06",2014-06-01
"Minnesota","2014-07",2014,7,96000,26458,-72.4395833333333,"07",2014-07-01
"Minnesota","2014-08",2014,8,99000,31600,-68.0808080808081,"08",2014-08-01
"Minnesota","2014-09",2014,9,107000,37322,-65.1196261682243,"09",2014-09-01
"Minnesota","2015-01",2015,1,101000,29019,-71.2683168316832,"01",2015-01-01
"Minnesota","2015-10",2015,10,112000,40135,-64.1651785714286,"10",2015-10-01
"Minnesota","2015-11",2015,11,115000,36597,-68.1765217391304,"11",2015-11-01
"Minnesota","2015-12",2015,12,112000,35790,-68.0446428571429,"12",2015-12-01
"Minnesota","2015-02",2015,2,115000,25283,-78.0147826086957,"02",2015-02-01
"Minnesota","2015-03",2015,3,131000,29381,-77.5717557251908,"03",2015-03-01
"Minnesota","2015-04",2015,4,137000,30111,-78.0211678832117,"04",2015-04-01
"Minnesota","2015-05",2015,5,132000,33889,-74.3265151515152,"05",2015-05-01
"Minnesota","2015-06",2015,6,120000,36203,-69.8308333333333,"06",2015-06-01
"Minnesota","2015-07",2015,7,118000,40654,-65.5474576271186,"07",2015-07-01
"Minnesota","2015-08",2015,8,115000,41090,-64.2695652173913,"08",2015-08-01
"Minnesota","2015-09",2015,9,116000,37288,-67.8551724137931,"09",2015-09-01
"Minnesota","2016-01",2016,1,109000,43413,-60.1715596330275,"01",2016-01-01
"Minnesota","2016-10",2016,10,122000,53219,-56.377868852459,"10",2016-10-01
"Minnesota","2016-11",2016,11,115000,44409,-61.3834782608696,"11",2016-11-01
"Minnesota","2016-12",2016,12,113000,37725,-66.6150442477876,"12",2016-12-01
"Minnesota","2016-02",2016,2,107000,42425,-60.3504672897196,"02",2016-02-01
"Minnesota","2016-03",2016,3,109000,55280,-49.2844036697248,"03",2016-03-01
"Minnesota","2016-04",2016,4,120000,44239,-63.1341666666667,"04",2016-04-01
"Minnesota","2016-05",2016,5,120000,42540,-64.55,"05",2016-05-01
"Minnesota","2016-06",2016,6,122000,44553,-63.4811475409836,"06",2016-06-01
"Minnesota","2016-07",2016,7,121000,45838,-62.1173553719008,"07",2016-07-01
"Minnesota","2016-08",2016,8,128000,45589,-64.38359375,"08",2016-08-01
"Minnesota","2016-09",2016,9,132000,54321,-58.8477272727273,"09",2016-09-01
"Minnesota","2017-01",2017,1,109000,42555,-60.9587155963303,"01",2017-01-01
"Minnesota","2017-10",2017,10,156000,34665,-77.7788461538461,"10",2017-10-01
"Minnesota","2017-11",2017,11,158000,31845,-79.8449367088608,"11",2017-11-01
"Minnesota","2017-12",2017,12,156000,26248,-83.174358974359,"12",2017-12-01
"Minnesota","2017-02",2017,2,110000,44745,-59.3227272727273,"02",2017-02-01
"Minnesota","2017-03",2017,3,114000,48321,-57.6131578947368,"03",2017-03-01
"Minnesota","2017-04",2017,4,132000,45718,-65.3651515151515,"04",2017-04-01
"Minnesota","2017-05",2017,5,135000,46046,-65.8918518518519,"05",2017-05-01
"Minnesota","2017-06",2017,6,137000,47639,-65.2270072992701,"06",2017-06-01
"Minnesota","2017-07",2017,7,133000,44869,-66.2639097744361,"07",2017-07-01
"Minnesota","2017-08",2017,8,139000,39683,-71.4510791366906,"08",2017-08-01
"Minnesota","2017-09",2017,9,149000,34618,-76.7664429530201,"09",2017-09-01
"Minnesota","2018-01",2018,1,150000,34420,-77.0533333333333,"01",2018-01-01
"Minnesota","2018-10",2018,10,171000,61980,-63.7543859649123,"10",2018-10-01
"Minnesota","2018-11",2018,11,170000,57155,-66.3794117647059,"11",2018-11-01
"Minnesota","2018-12",2018,12,166000,49266,-70.321686746988,"12",2018-12-01
"Minnesota","2018-02",2018,2,151000,36980,-75.5099337748344,"02",2018-02-01
"Minnesota","2018-03",2018,3,154000,43046,-72.0480519480519,"03",2018-03-01
"Minnesota","2018-04",2018,4,163000,69546,-57.3337423312883,"04",2018-04-01
"Minnesota","2018-05",2018,5,171000,73969,-56.7432748538012,"05",2018-05-01
"Minnesota","2018-06",2018,6,169000,49189,-70.8940828402367,"06",2018-06-01
"Minnesota","2018-07",2018,7,168000,59405,-64.639880952381,"07",2018-07-01
"Minnesota","2018-08",2018,8,167000,53520,-67.9520958083832,"08",2018-08-01
"Minnesota","2018-09",2018,9,168000,53011,-68.4458333333333,"09",2018-09-01
"Minnesota","2019-01",2019,1,152000,48140,-68.3289473684211,"01",2019-01-01
"Minnesota","2019-10",2019,10,134000,63316,-52.7492537313433,"10",2019-10-01
"Minnesota","2019-11",2019,11,129000,60892,-52.7968992248062,"11",2019-11-01
"Minnesota","2019-12",2019,12,121000,60158,-50.2826446280992,"12",2019-12-01
"Minnesota","2019-02",2019,2,145000,44378,-69.3944827586207,"02",2019-02-01
"Minnesota","2019-03",2019,3,141000,64134,-54.5148936170213,"03",2019-03-01
"Minnesota","2019-04",2019,4,149000,52582,-64.710067114094,"04",2019-04-01
"Minnesota","2019-05",2019,5,157000,63998,-59.2369426751592,"05",2019-05-01
"Minnesota","2019-06",2019,6,158000,49216,-68.8506329113924,"06",2019-06-01
"Minnesota","2019-07",2019,7,151000,38775,-74.3211920529801,"07",2019-07-01
"Minnesota","2019-08",2019,8,142000,53212,-62.5267605633803,"08",2019-08-01
"Minnesota","2019-09",2019,9,137000,80904,-40.9459854014599,"09",2019-09-01
"Mississippi","2010-01",2010,1,19000,1572,-91.7263157894737,"01",2010-01-01
"Mississippi","2010-10",2010,10,25000,5546,-77.816,"10",2010-10-01
"Mississippi","2010-11",2010,11,22000,5000,-77.2727272727273,"11",2010-11-01
"Mississippi","2010-12",2010,12,20000,6041,-69.795,"12",2010-12-01
"Mississippi","2010-02",2010,2,21000,3673,-82.5095238095238,"02",2010-02-01
"Mississippi","2010-03",2010,3,22000,4895,-77.75,"03",2010-03-01
"Mississippi","2010-04",2010,4,23000,3871,-83.1695652173913,"04",2010-04-01
"Mississippi","2010-05",2010,5,23000,5964,-74.0695652173913,"05",2010-05-01
"Mississippi","2010-06",2010,6,24000,5693,-76.2791666666667,"06",2010-06-01
"Mississippi","2010-07",2010,7,24000,6333,-73.6125,"07",2010-07-01
"Mississippi","2010-08",2010,8,24000,5875,-75.5208333333333,"08",2010-08-01
"Mississippi","2010-09",2010,9,25000,6505,-73.98,"09",2010-09-01
"Mississippi","2011-01",2011,1,20000,4623,-76.885,"01",2011-01-01
"Mississippi","2011-10",2011,10,34000,5543,-83.6970588235294,"10",2011-10-01
"Mississippi","2011-11",2011,11,33000,6231,-81.1181818181818,"11",2011-11-01
"Mississippi","2011-12",2011,12,31000,5373,-82.6677419354839,"12",2011-12-01
"Mississippi","2011-02",2011,2,21000,5256,-74.9714285714286,"02",2011-02-01
"Mississippi","2011-03",2011,3,23000,6818,-70.3565217391304,"03",2011-03-01
"Mississippi","2011-04",2011,4,24000,5686,-76.3083333333333,"04",2011-04-01
"Mississippi","2011-05",2011,5,25000,6736,-73.056,"05",2011-05-01
"Mississippi","2011-06",2011,6,26000,6163,-76.2961538461538,"06",2011-06-01
"Mississippi","2011-07",2011,7,28000,6844,-75.5571428571428,"07",2011-07-01
"Mississippi","2011-08",2011,8,29000,5791,-80.0310344827586,"08",2011-08-01
"Mississippi","2011-09",2011,9,33000,5350,-83.7878787878788,"09",2011-09-01
"Mississippi","2012-01",2012,1,31000,5446,-82.4322580645161,"01",2012-01-01
"Mississippi","2012-10",2012,10,36000,4860,-86.5,"10",2012-10-01
"Mississippi","2012-11",2012,11,34000,4427,-86.9794117647059,"11",2012-11-01
"Mississippi","2012-12",2012,12,32000,5098,-84.06875,"12",2012-12-01
"Mississippi","2012-02",2012,2,32000,7951,-75.153125,"02",2012-02-01
"Mississippi","2012-03",2012,3,33000,6518,-80.2484848484848,"03",2012-03-01
"Mississippi","2012-04",2012,4,33000,5826,-82.3454545454545,"04",2012-04-01
"Mississippi","2012-05",2012,5,33000,6547,-80.1606060606061,"05",2012-05-01
"Mississippi","2012-06",2012,6,33000,4713,-85.7181818181818,"06",2012-06-01
"Mississippi","2012-07",2012,7,34000,4881,-85.6441176470588,"07",2012-07-01
"Mississippi","2012-08",2012,8,35000,4234,-87.9028571428571,"08",2012-08-01
"Mississippi","2012-09",2012,9,36000,4564,-87.3222222222222,"09",2012-09-01
"Mississippi","2013-01",2013,1,28000,8316,-70.3,"01",2013-01-01
"Mississippi","2013-10",2013,10,33000,9586,-70.9515151515152,"10",2013-10-01
"Mississippi","2013-11",2013,11,28000,8362,-70.1357142857143,"11",2013-11-01
"Mississippi","2013-12",2013,12,27000,7060,-73.8518518518518,"12",2013-12-01
"Mississippi","2013-02",2013,2,28000,6416,-77.0857142857143,"02",2013-02-01
"Mississippi","2013-03",2013,3,27000,7256,-73.1259259259259,"03",2013-03-01
"Mississippi","2013-04",2013,4,30000,5319,-82.27,"04",2013-04-01
"Mississippi","2013-05",2013,5,31000,6082,-80.3806451612903,"05",2013-05-01
"Mississippi","2013-06",2013,6,32000,10783,-66.303125,"06",2013-06-01
"Mississippi","2013-07",2013,7,32000,10095,-68.453125,"07",2013-07-01
"Mississippi","2013-08",2013,8,34000,11243,-66.9323529411765,"08",2013-08-01
"Mississippi","2013-09",2013,9,35000,9086,-74.04,"09",2013-09-01
"Mississippi","2014-01",2014,1,26000,11138,-57.1615384615385,"01",2014-01-01
"Mississippi","2014-10",2014,10,39000,11152,-71.4051282051282,"10",2014-10-01
"Mississippi","2014-11",2014,11,34000,7529,-77.8558823529412,"11",2014-11-01
"Mississippi","2014-12",2014,12,33000,8018,-75.7030303030303,"12",2014-12-01
"Mississippi","2014-02",2014,2,28000,9881,-64.7107142857143,"02",2014-02-01
"Mississippi","2014-03",2014,3,29000,10942,-62.2689655172414,"03",2014-03-01
"Mississippi","2014-04",2014,4,29000,10233,-64.7137931034483,"04",2014-04-01
"Mississippi","2014-05",2014,5,30000,10636,-64.5466666666667,"05",2014-05-01
"Mississippi","2014-06",2014,6,32000,10616,-66.825,"06",2014-06-01
"Mississippi","2014-07",2014,7,34000,8231,-75.7911764705882,"07",2014-07-01
"Mississippi","2014-08",2014,8,39000,9200,-76.4102564102564,"08",2014-08-01
"Mississippi","2014-09",2014,9,39000,11934,-69.4,"09",2014-09-01
"Mississippi","2015-01",2015,1,33000,8753,-73.4757575757576,"01",2015-01-01
"Mississippi","2015-10",2015,10,45000,13707,-69.54,"10",2015-10-01
"Mississippi","2015-11",2015,11,42000,9449,-77.502380952381,"11",2015-11-01
"Mississippi","2015-12",2015,12,41000,9872,-75.9219512195122,"12",2015-12-01
"Mississippi","2015-02",2015,2,35000,7132,-79.6228571428571,"02",2015-02-01
"Mississippi","2015-03",2015,3,36000,9455,-73.7361111111111,"03",2015-03-01
"Mississippi","2015-04",2015,4,40000,10648,-73.38,"04",2015-04-01
"Mississippi","2015-05",2015,5,43000,11299,-73.7232558139535,"05",2015-05-01
"Mississippi","2015-06",2015,6,43000,11390,-73.5116279069767,"06",2015-06-01
"Mississippi","2015-07",2015,7,44000,11908,-72.9363636363636,"07",2015-07-01
"Mississippi","2015-08",2015,8,44000,11318,-74.2772727272727,"08",2015-08-01
"Mississippi","2015-09",2015,9,45000,10062,-77.64,"09",2015-09-01
"Mississippi","2016-01",2016,1,42000,12692,-69.7809523809524,"01",2016-01-01
"Mississippi","2016-10",2016,10,41000,13459,-67.1731707317073,"10",2016-10-01
"Mississippi","2016-11",2016,11,38000,10953,-71.1763157894737,"11",2016-11-01
"Mississippi","2016-12",2016,12,38000,10103,-73.4131578947368,"12",2016-12-01
"Mississippi","2016-02",2016,2,44000,11184,-74.5818181818182,"02",2016-02-01
"Mississippi","2016-03",2016,3,45000,14172,-68.5066666666667,"03",2016-03-01
"Mississippi","2016-04",2016,4,44000,13415,-69.5113636363636,"04",2016-04-01
"Mississippi","2016-05",2016,5,43000,11758,-72.6558139534884,"05",2016-05-01
"Mississippi","2016-06",2016,6,42000,11128,-73.5047619047619,"06",2016-06-01
"Mississippi","2016-07",2016,7,41000,12481,-69.5585365853658,"07",2016-07-01
"Mississippi","2016-08",2016,8,42000,12331,-70.6404761904762,"08",2016-08-01
"Mississippi","2016-09",2016,9,43000,13888,-67.7023255813954,"09",2016-09-01
"Mississippi","2017-01",2017,1,37000,11351,-69.3216216216216,"01",2017-01-01
"Mississippi","2017-10",2017,10,44000,9690,-77.9772727272727,"10",2017-10-01
"Mississippi","2017-11",2017,11,41000,8229,-79.9292682926829,"11",2017-11-01
"Mississippi","2017-12",2017,12,40000,7991,-80.0225,"12",2017-12-01
"Mississippi","2017-02",2017,2,40000,11814,-70.465,"02",2017-02-01
"Mississippi","2017-03",2017,3,40000,15376,-61.56,"03",2017-03-01
"Mississippi","2017-04",2017,4,45000,10222,-77.2844444444444,"04",2017-04-01
"Mississippi","2017-05",2017,5,45000,10324,-77.0577777777778,"05",2017-05-01
"Mississippi","2017-06",2017,6,44000,10480,-76.1818181818182,"06",2017-06-01
"Mississippi","2017-07",2017,7,43000,13116,-69.4976744186046,"07",2017-07-01
"Mississippi","2017-08",2017,8,46000,10477,-77.2239130434783,"08",2017-08-01
"Mississippi","2017-09",2017,9,47000,8933,-80.9936170212766,"09",2017-09-01
"Mississippi","2018-01",2018,1,42000,10961,-73.902380952381,"01",2018-01-01
"Mississippi","2018-10",2018,10,59000,10015,-83.0254237288136,"10",2018-10-01
"Mississippi","2018-11",2018,11,56000,8650,-84.5535714285714,"11",2018-11-01
"Mississippi","2018-12",2018,12,56000,9277,-83.4339285714286,"12",2018-12-01
"Mississippi","2018-02",2018,2,44000,11262,-74.4045454545455,"02",2018-02-01
"Mississippi","2018-03",2018,3,46000,12572,-72.6695652173913,"03",2018-03-01
"Mississippi","2018-04",2018,4,48000,26976,-43.8,"04",2018-04-01
"Mississippi","2018-05",2018,5,49000,19631,-59.9367346938775,"05",2018-05-01
"Mississippi","2018-06",2018,6,49000,10911,-77.7326530612245,"06",2018-06-01
"Mississippi","2018-07",2018,7,50000,10435,-79.13,"07",2018-07-01
"Mississippi","2018-08",2018,8,55000,9775,-82.2272727272727,"08",2018-08-01
"Mississippi","2018-09",2018,9,57000,8502,-85.0842105263158,"09",2018-09-01
"Mississippi","2019-01",2019,1,53000,9432,-82.2037735849057,"01",2019-01-01
"Mississippi","2019-10",2019,10,58000,13967,-75.9189655172414,"10",2019-10-01
"Mississippi","2019-11",2019,11,54000,14744,-72.6962962962963,"11",2019-11-01
"Mississippi","2019-12",2019,12,49000,12457,-74.5775510204082,"12",2019-12-01
"Mississippi","2019-02",2019,2,53000,8900,-83.2075471698113,"02",2019-02-01
"Mississippi","2019-03",2019,3,52000,11691,-77.5173076923077,"03",2019-03-01
"Mississippi","2019-04",2019,4,53000,11019,-79.2094339622642,"04",2019-04-01
"Mississippi","2019-05",2019,5,53000,13435,-74.6509433962264,"05",2019-05-01
"Mississippi","2019-06",2019,6,54000,10020,-81.4444444444444,"06",2019-06-01
"Mississippi","2019-07",2019,7,52000,8428,-83.7923076923077,"07",2019-07-01
"Mississippi","2019-08",2019,8,55000,13143,-76.1036363636364,"08",2019-08-01
"Mississippi","2019-09",2019,9,56000,28675,-48.7946428571429,"09",2019-09-01
"Missouri","2010-01",2010,1,42000,5258,-87.4809523809524,"01",2010-01-01
"Missouri","2010-10",2010,10,53000,20782,-60.788679245283,"10",2010-10-01
"Missouri","2010-11",2010,11,53000,19237,-63.7037735849057,"11",2010-11-01
"Missouri","2010-12",2010,12,52000,22818,-56.1192307692308,"12",2010-12-01
"Missouri","2010-02",2010,2,45000,12168,-72.96,"02",2010-02-01
"Missouri","2010-03",2010,3,51000,12671,-75.1549019607843,"03",2010-03-01
"Missouri","2010-04",2010,4,56000,16562,-70.425,"04",2010-04-01
"Missouri","2010-05",2010,5,56000,19237,-65.6482142857143,"05",2010-05-01
"Missouri","2010-06",2010,6,59000,15626,-73.5152542372881,"06",2010-06-01
"Missouri","2010-07",2010,7,56000,20724,-62.9928571428571,"07",2010-07-01
"Missouri","2010-08",2010,8,56000,20666,-63.0964285714286,"08",2010-08-01
"Missouri","2010-09",2010,9,52000,19878,-61.7730769230769,"09",2010-09-01
"Missouri","2011-01",2011,1,53000,19985,-62.2924528301887,"01",2011-01-01
"Missouri","2011-10",2011,10,71000,35805,-49.5704225352113,"10",2011-10-01
"Missouri","2011-11",2011,11,66000,26698,-59.5484848484848,"11",2011-11-01
"Missouri","2011-12",2011,12,60000,44126,-26.4566666666667,"12",2011-12-01
"Missouri","2011-02",2011,2,60000,16927,-71.7883333333333,"02",2011-02-01
"Missouri","2011-03",2011,3,70000,26207,-62.5614285714286,"03",2011-03-01
"Missouri","2011-04",2011,4,75000,16839,-77.548,"04",2011-04-01
"Missouri","2011-05",2011,5,72000,24128,-66.4888888888889,"05",2011-05-01
"Missouri","2011-06",2011,6,70000,28854,-58.78,"06",2011-06-01
"Missouri","2011-07",2011,7,74000,30663,-58.5635135135135,"07",2011-07-01
"Missouri","2011-08",2011,8,76000,25630,-66.2763157894737,"08",2011-08-01
"Missouri","2011-09",2011,9,76000,30656,-59.6631578947368,"09",2011-09-01
"Missouri","2012-01",2012,1,58000,27375,-52.801724137931,"01",2012-01-01
"Missouri","2012-10",2012,10,74000,21054,-71.5486486486487,"10",2012-10-01
"Missouri","2012-11",2012,11,73000,20944,-71.3095890410959,"11",2012-11-01
"Missouri","2012-12",2012,12,73000,21900,-70,"12",2012-12-01
"Missouri","2012-02",2012,2,62000,29509,-52.4048387096774,"02",2012-02-01
"Missouri","2012-03",2012,3,73000,38269,-47.5767123287671,"03",2012-03-01
"Missouri","2012-04",2012,4,74000,28867,-60.9905405405405,"04",2012-04-01
"Missouri","2012-05",2012,5,75000,22834,-69.5546666666667,"05",2012-05-01
"Missouri","2012-06",2012,6,73000,19814,-72.8575342465753,"06",2012-06-01
"Missouri","2012-07",2012,7,77000,19513,-74.6584415584416,"07",2012-07-01
"Missouri","2012-08",2012,8,77000,24112,-68.6857142857143,"08",2012-08-01
"Missouri","2012-09",2012,9,75000,18862,-74.8506666666667,"09",2012-09-01
"Missouri","2013-01",2013,1,69000,30421,-55.9115942028985,"01",2013-01-01
"Missouri","2013-10",2013,10,92000,28696,-68.8086956521739,"10",2013-10-01
"Missouri","2013-11",2013,11,88000,23670,-73.1022727272727,"11",2013-11-01
"Missouri","2013-12",2013,12,79000,23061,-70.8088607594937,"12",2013-12-01
"Missouri","2013-02",2013,2,74000,22065,-70.1824324324324,"02",2013-02-01
"Missouri","2013-03",2013,3,74000,23832,-67.7945945945946,"03",2013-03-01
"Missouri","2013-04",2013,4,80000,18142,-77.3225,"04",2013-04-01
"Missouri","2013-05",2013,5,77000,19793,-74.2948051948052,"05",2013-05-01
"Missouri","2013-06",2013,6,81000,30809,-61.9641975308642,"06",2013-06-01
"Missouri","2013-07",2013,7,79000,37684,-52.2987341772152,"07",2013-07-01
"Missouri","2013-08",2013,8,85000,37004,-56.4658823529412,"08",2013-08-01
"Missouri","2013-09",2013,9,87000,27507,-68.3827586206897,"09",2013-09-01
"Missouri","2014-01",2014,1,74000,32213,-56.4689189189189,"01",2014-01-01
"Missouri","2014-10",2014,10,1e+05,28922,-71.078,"10",2014-10-01
"Missouri","2014-11",2014,11,84000,20225,-75.9226190476191,"11",2014-11-01
"Missouri","2014-12",2014,12,81000,20690,-74.4567901234568,"12",2014-12-01
"Missouri","2014-02",2014,2,71000,25766,-63.7098591549296,"02",2014-02-01
"Missouri","2014-03",2014,3,82000,33460,-59.1951219512195,"03",2014-03-01
"Missouri","2014-04",2014,4,87000,34333,-60.5367816091954,"04",2014-04-01
"Missouri","2014-05",2014,5,93000,34543,-62.8569892473118,"05",2014-05-01
"Missouri","2014-06",2014,6,89000,29040,-67.3707865168539,"06",2014-06-01
"Missouri","2014-07",2014,7,89000,25496,-71.3528089887641,"07",2014-07-01
"Missouri","2014-08",2014,8,99000,27304,-72.420202020202,"08",2014-08-01
"Missouri","2014-09",2014,9,1e+05,28986,-71.014,"09",2014-09-01
"Missouri","2015-01",2015,1,88000,21124,-75.9954545454545,"01",2015-01-01
"Missouri","2015-10",2015,10,112000,28438,-74.6089285714286,"10",2015-10-01
"Missouri","2015-11",2015,11,108000,23830,-77.9351851851852,"11",2015-11-01
"Missouri","2015-12",2015,12,104000,24278,-76.6557692307692,"12",2015-12-01
"Missouri","2015-02",2015,2,98000,18060,-81.5714285714286,"02",2015-02-01
"Missouri","2015-03",2015,3,107000,22249,-79.2065420560748,"03",2015-03-01
"Missouri","2015-04",2015,4,109000,24319,-77.6889908256881,"04",2015-04-01
"Missouri","2015-05",2015,5,111000,29792,-73.1603603603604,"05",2015-05-01
"Missouri","2015-06",2015,6,113000,27895,-75.3141592920354,"06",2015-06-01
"Missouri","2015-07",2015,7,115000,31100,-72.9565217391304,"07",2015-07-01
"Missouri","2015-08",2015,8,119000,29805,-74.953781512605,"08",2015-08-01
"Missouri","2015-09",2015,9,119000,25473,-78.5941176470588,"09",2015-09-01
"Missouri","2016-01",2016,1,108000,31066,-71.2351851851852,"01",2016-01-01
"Missouri","2016-10",2016,10,113000,37326,-66.9681415929203,"10",2016-10-01
"Missouri","2016-11",2016,11,111000,31923,-71.2405405405405,"11",2016-11-01
"Missouri","2016-12",2016,12,107000,28779,-73.103738317757,"12",2016-12-01
"Missouri","2016-02",2016,2,115000,27348,-76.2191304347826,"02",2016-02-01
"Missouri","2016-03",2016,3,125000,33906,-72.8752,"03",2016-03-01
"Missouri","2016-04",2016,4,121000,31851,-73.6768595041322,"04",2016-04-01
"Missouri","2016-05",2016,5,110000,29766,-72.94,"05",2016-05-01
"Missouri","2016-06",2016,6,101000,27581,-72.6920792079208,"06",2016-06-01
"Missouri","2016-07",2016,7,105000,31381,-70.1133333333333,"07",2016-07-01
"Missouri","2016-08",2016,8,114000,29571,-74.0605263157895,"08",2016-08-01
"Missouri","2016-09",2016,9,116000,39676,-65.7965517241379,"09",2016-09-01
"Missouri","2017-01",2017,1,107000,32133,-69.9691588785047,"01",2017-01-01
"Missouri","2017-10",2017,10,138000,28015,-79.6992753623188,"10",2017-10-01
"Missouri","2017-11",2017,11,133000,25642,-80.7203007518797,"11",2017-11-01
"Missouri","2017-12",2017,12,127000,21134,-83.3590551181102,"12",2017-12-01
"Missouri","2017-02",2017,2,110000,38193,-65.2790909090909,"02",2017-02-01
"Missouri","2017-03",2017,3,115000,37902,-67.0417391304348,"03",2017-03-01
"Missouri","2017-04",2017,4,123000,34618,-71.8552845528455,"04",2017-04-01
"Missouri","2017-05",2017,5,120000,32178,-73.185,"05",2017-05-01
"Missouri","2017-06",2017,6,122000,37441,-69.3106557377049,"06",2017-06-01
"Missouri","2017-07",2017,7,123000,32550,-73.5365853658537,"07",2017-07-01
"Missouri","2017-08",2017,8,130000,33671,-74.0992307692308,"08",2017-08-01
"Missouri","2017-09",2017,9,135000,27697,-79.4837037037037,"09",2017-09-01
"Missouri","2018-01",2018,1,122000,30244,-75.2098360655738,"01",2018-01-01
"Missouri","2018-10",2018,10,169000,51515,-69.5177514792899,"10",2018-10-01
"Missouri","2018-11",2018,11,175000,48824,-72.1005714285714,"11",2018-11-01
"Missouri","2018-12",2018,12,171000,40412,-76.3672514619883,"12",2018-12-01
"Missouri","2018-02",2018,2,128000,32365,-74.71484375,"02",2018-02-01
"Missouri","2018-03",2018,3,142000,41005,-71.1232394366197,"03",2018-03-01
"Missouri","2018-04",2018,4,156000,42662,-72.6525641025641,"04",2018-04-01
"Missouri","2018-05",2018,5,165000,52958,-67.9042424242424,"05",2018-05-01
"Missouri","2018-06",2018,6,162000,42993,-73.4611111111111,"06",2018-06-01
"Missouri","2018-07",2018,7,159000,52670,-66.874213836478,"07",2018-07-01
"Missouri","2018-08",2018,8,158000,48383,-69.3778481012658,"08",2018-08-01
"Missouri","2018-09",2018,9,165000,45765,-72.2636363636364,"09",2018-09-01
"Missouri","2019-01",2019,1,168000,41661,-75.2017857142857,"01",2019-01-01
"Missouri","2019-10",2019,10,139000,70187,-49.5057553956835,"10",2019-10-01
"Missouri","2019-11",2019,11,132000,61007,-53.7825757575758,"11",2019-11-01
"Missouri","2019-12",2019,12,120000,58556,-51.2033333333333,"12",2019-12-01
"Missouri","2019-02",2019,2,155000,37847,-75.5825806451613,"02",2019-02-01
"Missouri","2019-03",2019,3,156000,51628,-66.9051282051282,"03",2019-03-01
"Missouri","2019-04",2019,4,162000,44159,-72.7413580246914,"04",2019-04-01
"Missouri","2019-05",2019,5,167000,55041,-67.0413173652695,"05",2019-05-01
"Missouri","2019-06",2019,6,164000,39898,-75.6719512195122,"06",2019-06-01
"Missouri","2019-07",2019,7,165000,38082,-76.92,"07",2019-07-01
"Missouri","2019-08",2019,8,162000,43022,-73.4432098765432,"08",2019-08-01
"Missouri","2019-09",2019,9,156000,76079,-51.2314102564103,"09",2019-09-01
"Montana","2010-01",2010,1,10000,605,-93.95,"01",2010-01-01
"Montana","2010-10",2010,10,13000,3044,-76.5846153846154,"10",2010-10-01
"Montana","2010-11",2010,11,12000,2820,-76.5,"11",2010-11-01
"Montana","2010-12",2010,12,12000,2972,-75.2333333333333,"12",2010-12-01
"Montana","2010-02",2010,2,10000,2619,-73.81,"02",2010-02-01
"Montana","2010-03",2010,3,11000,1820,-83.4545454545455,"03",2010-03-01
"Montana","2010-04",2010,4,13000,1971,-84.8384615384615,"04",2010-04-01
"Montana","2010-05",2010,5,14000,2999,-78.5785714285714,"05",2010-05-01
"Montana","2010-06",2010,6,14000,2315,-83.4642857142857,"06",2010-06-01
"Montana","2010-07",2010,7,14000,3117,-77.7357142857143,"07",2010-07-01
"Montana","2010-08",2010,8,13000,2903,-77.6692307692308,"08",2010-08-01
"Montana","2010-09",2010,9,12000,2818,-76.5166666666667,"09",2010-09-01
"Montana","2011-01",2011,1,10000,2782,-72.18,"01",2011-01-01
"Montana","2011-10",2011,10,15000,2962,-80.2533333333333,"10",2011-10-01
"Montana","2011-11",2011,11,14000,2957,-78.8785714285714,"11",2011-11-01
"Montana","2011-12",2011,12,13000,2375,-81.7307692307692,"12",2011-12-01
"Montana","2011-02",2011,2,10000,2253,-77.47,"02",2011-02-01
"Montana","2011-03",2011,3,12000,4055,-66.2083333333333,"03",2011-03-01
"Montana","2011-04",2011,4,13000,4045,-68.8846153846154,"04",2011-04-01
"Montana","2011-05",2011,5,15000,3307,-77.9533333333333,"05",2011-05-01
"Montana","2011-06",2011,6,16000,3212,-79.925,"06",2011-06-01
"Montana","2011-07",2011,7,17000,3029,-82.1823529411765,"07",2011-07-01
"Montana","2011-08",2011,8,16000,2926,-81.7125,"08",2011-08-01
