X,Y,Store_Name,Address,City,County,type
-122.55821,45.526566,Gateway Fast Serve 76,515 NE 102nd Ave,Portland,MULTNOMAH,snap
-122.57587,45.548145,THE SHOPETERIA,8535 NE Fremont St,Portland,MULTNOMAH,snap
-120.83202,45.670132,Store 1226,91558 Biggs Rufus Hwy,Biggs Junction,SHERMAN,snap
-122.72357,45.476212,PLAID PANTRY 215,4516 SW Vermont St,Portland,MULTNOMAH,snap
-122.53764,45.5079,STOP -N- GO MARKET,2056 SE 122nd Ave,Portland,MULTNOMAH,snap
-119.28019,45.840401,Panaderia Yasmine,672 E Main St,Hermiston,UMATILLA,snap
-124.28893,42.054722,Grocery Outlet Of Brookings 432,906 Chetco Ave,Brookings,CURRY,snap
-122.42139,45.519032,STEP IN MARKET,23450 SE Stark St,Gresham,MULTNOMAH,snap
-123.26318,44.562382,Stock Market,300 SW 4th St,Corvallis,BENTON,snap
-123.27985,42.928539,RAY'S FOOD PLACE 66,151 N Main St,Canyonville,DOUGLAS,snap
-122.97666,44.057117,35TH STREET MARKET,1279 35th St,Springfield,LANE,snap
-123.0875,44.04995,Whole Foods Market 10294,353 E Broadway,Eugene,LANE,snap
-122.48763,44.757107,Stop-n-save 6,250 NW 9th Ave,Mill City,LINN,snap
-123.02847,44.879295,Walmart 1920,5250 Commercial St SE,Salem,MARION,snap
-122.39704,45.518944,Gresham Saturday Market,26000 SE Stark St,Gresham,MULTNOMAH,snap
-123.05183,44.950958,PAPA MURPHYS OR-113,1124 Wallace Rd NW,Salem,POLK,snap
-122.8996,42.312431,STEWART MARKET,1135 Lozier Ln,Medford,JACKSON,snap
-122.98304,44.935574,PAPA MURPHYS OR-074,478 Lancaster Dr NE,Salem,MARION,snap
-123.10423,44.050968,"SPONSORS, INC.",767 W 8th Ave,Eugene,LANE,snap
-122.48658,45.534672,Halsey Market,17144 NE Halsey St,Portland,MULTNOMAH,snap
-123.09054,44.021812,Hilltop Market 2,3225 Donald St,Eugene,LANE,snap
-123.3419,43.216644,Shortcut Market,508 NE Winchester St,Roseburg,DOUGLAS,snap
-122.49335,45.473064,Space Age Fuel 2,16431 SE Foster Rd,Gresham,MULTNOMAH,snap
-122.98359,44.964298,Walmart SuperCenter 1784,3025 Lancaster Dr NE,Salem,MARION,snap
-122.1525,44.736725,MT HIGH GROCERY,215 W D St,Detroit,MARION,snap
-122.4977,45.519093,SU CASA IMPORTS 6,16100 SE Stark St,Portland,MULTNOMAH,snap
-122.8336,45.149635,Papa Murphy's OR042,1503 N Pacific Hwy,Woodburn,MARION,snap
-121.12801,44.643425,SAFEWAY 1960,80 NE Cedar St,Madras,JEFFERSON,snap
-122.39901,45.519077,Walgreens 05910,25699 SE Stark St,Troutdale,MULTNOMAH,snap
-122.57421,45.504971,82 Seafood Co,2446 SE 87th Ave,Portland,MULTNOMAH,snap
-123.10989,44.459656,SHEDD MARKET & DELI,31901 B St,Shedd,LINN,snap
-122.72657,44.398262,Harji Inc 1,1501 Main St,Sweet Home,LINN,snap
-122.99585,45.592632,NORTH PLAINS CHEVRON,10025 NW Glencoe Rd,North Plains,WASHINGTON,snap
-123.25912,44.581245,US MARKET 145,1450 NW 9th St,Corvallis,BENTON,snap
-122.90553,44.5382,H & N CHEVRON,805 Park St,Lebanon,LINN,snap
-123.09872,43.297783,GLIDE STORE,117 Brown St,Glide,DOUGLAS,snap
-122.72237,45.467377,Papa Murphy's OR055,4350 SW Multnomah Blvd,Portland,MULTNOMAH,snap
-119.29493,45.840088,PANADERIA EL PUEBLO,125 SW 4th St,Hermiston,UMATILLA,snap
-122.88741,42.375343,Costco Wholesale 1287,3075 Hamrick Rd,Central Point,JACKSON,snap
-122.47787,45.546082,Airport Chevron,18081 NE Sandy Blvd,Portland,MULTNOMAH,snap
-124.01266,44.95956,Trillium Natural Foods Llc,1026 SE Jetty Ave,Lincoln City,LINCOLN,snap
-121.18098,45.593239,La Michoacana Store,1210 Kelly Ave,The Dalles,WASCO,snap
-121.19526,45.604256,Walgreens 09651,515 Mount Hood St,The Dalles,WASCO,snap
-123.0022,44.056374,Walgreens 09258,1210 Mohawk Blvd,Springfield,LANE,snap
-122.59875,45.557899,La Oaxaquena,4736 NE Cully Blvd,Portland,MULTNOMAH,snap
-123.03691,44.943867,RITE AID 5361,435 Liberty St NE,Salem,MARION,snap
-123.03398,44.889145,RITE AID 5362,4500 Commercial St SE,Salem,MARION,snap
-123.02618,45.003693,RITE AID 5364,5452 River Rd N,Keizer,MARION,snap
-123.07304,44.630085,RITE AID 5365,1235 Waverly Dr SE,Albany,LINN,snap
-123.2552,44.588402,RITE AID 5366,2080 NW 9th St,Corvallis,BENTON,snap
-123.19028,45.209991,7-eleven 38793A,840 NE 3rd St,McMinnville,YAMHILL,snap
-123.31538,44.928997,RITE AID 5368,178 W Ellendale Ave,Dallas,POLK,snap
-122.90629,44.53643,RITE AID 5369,30 E Oak St,Lebanon,LINN,snap
-124.05293,44.653858,RITE AID 5370,2336 N Coast Hwy,Newport,LINCOLN,snap
-124.00552,44.996078,RITE AID 5371,4041 NW Logan Rd,Lincoln City,LINCOLN,snap
-122.48785,45.492924,San Francisco Tienda Mexicana Inc,17112 SE Powell Blvd,Portland,MULTNOMAH,snap
-122.6842,45.265228,RITE AID 5325,891 SE 1st Ave,Canby,CLACKAMAS,snap
-122.94685,45.309162,RITE AID 5341,1150 N Springbrook Rd,Newberg,YAMHILL,snap
-122.98303,44.939449,RITE AID 5360,681 Lancaster Dr NE,Salem,MARION,snap
-121.30244,44.070015,RITE AID 5390,2050 NE 3rd St,Bend,DESCHUTES,snap
-119.07462,43.573315,RITE AID 5392,629 N Highway 20,Hines,HARNEY,snap
-121.18507,44.252129,RITE AID 5394,1651 SW Odem Medo Rd,Redmond,DESCHUTES,snap
-122.54034,45.429893,RITE AID 5326,12002 SE Sunnyside Rd,Clackamas,CLACKAMAS,snap
-122.41576,45.504856,RITE AID 5327,1555 NE Division St,Gresham,MULTNOMAH,snap
-121.53339,45.709675,RITE AID 5328,2049 Cascade Ave,Hood River,HOOD RIVER,snap
-122.60097,45.367477,RITE AID 5332,1900 McLoughlin Blvd,Oregon City,CLACKAMAS,snap
-122.83142,45.848934,RITE AID 5333,785 S Columbia River Hwy,Saint Helens,COLUMBIA,snap
-121.20245,45.607735,RITE AID 5334,1400 W 6th St,The Dalles,WASCO,snap
-122.60116,45.555088,RITE AID 5350,4346 NE Cully Blvd,Portland,MULTNOMAH,snap
-122.73264,45.487125,RITE AID 5351,5431 SW Beaverton Hillsdale Hwy,Portland,MULTNOMAH,snap
-122.62849,45.444588,RITE AID 5352,10860 SE Oak St,Milwaukie,CLACKAMAS,snap
-122.57917,45.456444,Walgreens 01100,9159 SE 82nd Ave,Happy Valley,CLACKAMAS,snap
-123.02316,44.979465,CHERRY PRODUCE,3691 Cherry Ave NE,Keizer,MARION,snap
-122.81453,45.489635,Quick-Stop Mart LLC,13375 SW Henry St,Beaverton,WASHINGTON,snap
-122.67428,45.520493,T & K GROCERY & DELI,332 SW 3rd Ave,Portland,MULTNOMAH,snap
-122.47705,45.526978,RITE AID 5357,514 NE 181st Ave,Portland,MULTNOMAH,snap
-122.4949,45.504612,RITE AID 5358,16401 SE Division St,Portland,MULTNOMAH,snap
-122.54056,45.504093,RITE AID 5359,11930 SE Division St,Portland,MULTNOMAH,snap
-118.8047,45.667393,RITE AID 5395,1900 SW Court Ave,Pendleton,UMATILLA,snap
-119.2868,45.834667,RITE AID 5397,835 S Highway 395,Hermiston,UMATILLA,snap
-118.07826,45.329342,RITE AID 5398,2212 Island Ave,La Grande,UNION,snap
-118.3887,45.933002,RITE AID 5399,105 SW 2nd Ave,Milton Freewater,UMATILLA,snap
-122.80272,45.443836,RITE AID 5353,12240 SW Scholls Ferry Rd,Tigard,WASHINGTON,snap
-122.76807,45.432442,RITE AID 5354,12080 SW Main St,Tigard,WASHINGTON,snap
-122.79745,45.402779,RITE AID 5355,16200 SW Pacific Hwy,Tigard,WASHINGTON,snap
-122.7896,45.515244,RITE AID 5356,11190 SW Barnes Rd,Portland,WASHINGTON,snap
-123.06872,44.078606,RITE AID 5373,1560 Coburg Rd,Eugene,LANE,snap
-123.16819,44.084045,RITE AID 5374,1970 Echo Hollow Rd,Eugene,LANE,snap
-123.09247,44.026264,RITE AID 5375,57 W 29th Ave,Eugene,LANE,snap
-124.25851,42.049362,RITE AID 5376,16261 Highway 101 S,Brookings,CURRY,snap
-124.23936,43.406136,RITE AID 5379,2040 Broadway St,North Bend,COOS,snap
-123.37473,43.233326,RITE AID 5380,1430 NW Garden Valley Blvd,Roseburg,DOUGLAS,snap
-123.34492,43.211075,RITE AID 5382,444 SE Stephens St,Roseburg,DOUGLAS,snap
-123.26608,44.542564,7-Eleven 22935 C,2405 SE 3rd St,Corvallis,BENTON,snap
-122.99358,44.064526,RITE AID 5383,2130 Marcola Rd,Springfield,LANE,snap
-122.86599,42.333031,RITE AID 5384,981 Medford Ctr,Medford,JACKSON,snap
-122.66942,42.185375,RITE AID 5385,2341 Ashland St,Ashland,JACKSON,snap
-123.09062,44.026352,7-Eleven 18637C,2895 Willamette St,Eugene,LANE,snap
-123.31168,42.440075,RITE AID 5386,915 NE D St,Grants Pass,JOSEPHINE,snap
-123.33521,42.420113,RITE AID 5387,1642 Williams Hwy,Grants Pass,JOSEPHINE,snap
-121.75795,42.211803,RITE AID 5388,2521 S 6th St,Klamath Falls,KLAMATH,snap
-122.88573,45.495804,RITE AID 5321,20225 SW Tualatin Valley Hwy,Aloha,WASHINGTON,snap
-122.80698,45.501858,RITE AID 5322,12575 SW Walker Rd,Beaverton,WASHINGTON,snap
-122.82708,45.476234,RITE AID 5323,14625 SW Allen Blvd,Beaverton,WASHINGTON,snap
-122.66358,45.420601,RITE AID 5329,90 B Ave,Lake Oswego,CLACKAMAS,snap
-122.72319,45.407665,RITE AID 5331,16303 Bryant Rd,Lake Oswego,CLACKAMAS,snap
-122.76273,45.303051,RITE AID 5335,8235 SW Wilsonville Rd,Wilsonville,CLACKAMAS,snap
-122.95512,45.504379,RITE AID 5338,2425 SE Tualatin Valley Hwy,Hillsboro,WASHINGTON,snap
-122.86758,45.535007,RITE AID 5339,2021 NW 185th Ave,Hillsboro,WASHINGTON,snap
-123.92126,45.991596,RITE AID 5342,313 S Roosevelt Dr,Seaside,CLATSOP,snap
-123.89857,46.16148,RITE AID 5343,145 S Highway 101,Warrenton,CLATSOP,snap
-122.57898,45.516758,HENRY'S MARKET,805 SE 82nd Ave,Portland,MULTNOMAH,snap
-124.00733,44.982548,Papa Murphy's Pizza OR-12,2401 NW Highway 101,Lincoln City,LINCOLN,snap
-121.7549,45.304234,GOVY GENERAL INC,30521 E Meldrum St,Government Camp,CLACKAMAS,snap
-122.65057,45.555431,PRESCOTT CORNER MARKET,1460 NE Prescott St,Portland,MULTNOMAH,snap
-123.89745,46.162941,Walgreens 09671,1625 E Harbor St,Warrenton,CLATSOP,snap
-123.07025,44.080353,MARKET OF CHOICE #1,2580 Willakenzie Rd,Eugene,LANE,snap
-122.78844,45.602482,7-ELEVEN 14491D,11310 NW Saint Helens Rd,Portland,MULTNOMAH,snap
-123.86198,45.229836,HEBO MARKET,31080 Highway 101 S,Hebo,TILLAMOOK,snap
-122.59319,45.416222,7-ELEVEN 29539C,6897 SE Thiessen Rd,Milwaukie,CLACKAMAS,snap
-122.67022,45.601952,FALOMA MARKET,330 N Marine Dr,Portland,MULTNOMAH,snap
-122.50983,45.497791,MURPHYS MARKET,14902 SE Powell Blvd,Portland,MULTNOMAH,snap
-122.69475,45.476086,HILLSDALE FARMERS MARKET,1405 SW Vermont St,Portland,MULTNOMAH,snap
-122.74241,45.39682,Walgreens 09625,17850 Lower Boones Ferry Rd,Lake Oswego,CLACKAMAS,snap
-122.83939,45.36515,Target Store T-1868,21365 SW Baler Way,Sherwood,WASHINGTON,snap
-122.98362,44.954998,El Torito Market,2158 Lancaster Dr,Salem,MARION,snap
-124.0549,44.634777,Lincoln County Small Farmers Association,210 SW 2nd St,Newport,LINCOLN,snap
-122.80456,45.483398,BEAVERTON FARMERS MARKET,12375 SW 5th St,Beaverton,WASHINGTON,snap
-122.67703,44.106743,PRATT'S LEABURG COUNTRY STORE,42840 McKenzie Hwy,Leaburg,LANE,snap
-124.40002,43.120907,Rite Aid 6710,44 Michigan Ave NE,Bandon,COOS,snap
-123.61491,42.279266,Ray's Food Place 71,110 Deer Creek Rd,Selma,JOSEPHINE,snap
-121.59978,42.024036,A&M Shell 6102,104 E Front St,Merrill,KLAMATH,snap
-123.35537,44.054085,Main St Market 3,24927 Highway 126,Veneta,LANE,snap
-122.81185,42.615498,Shady Cove Station & Country Store,21825 Highway 62,Shady Cove,JACKSON,snap
-122.74654,45.596188,Shamrock Market,8109 N Fessenden St,Portland,MULTNOMAH,snap
-122.68127,45.52747,RITE AID 6467,600 NW 10th Ave,Portland,MULTNOMAH,snap
-123.18509,44.853218,7 Star Convenience Store 0,94 S Main St,Independence,POLK,snap
-123.07343,44.63868,Dollar Tree 1508,1307 Waverly Dr SE,Albany,LINN,snap
-123.12758,44.094677,Dollar Tree 1987,2025 River Rd,Eugene,LANE,snap
-122.85686,45.480114,Dollar Tree 2074,17475 SW Farmington Rd,Aloha,WASHINGTON,snap
-122.65122,45.533588,Dollar Tree 2346,1420 NE Halsey St,Portland,MULTNOMAH,snap
-122.9837,44.95594,"La Consentida, Inc. N/A",2221 Lancaster Dr NE,Salem,MARION,snap
-121.398,45.683563,Brenna's Mosier Market,1010 1st Ave,Mosier,WASCO,snap
-123.30334,43.391792,Dollar General 15774,636 E Central Ave,Sutherlin,DOUGLAS,snap
-122.5896,45.548252,Papa Murphy's OR013,7123 NE Fremont St,Portland,MULTNOMAH,snap
-123.32054,42.448101,Papa Murphys Pizza OR-26,1011 NE 7th St,Grants Pass,JOSEPHINE,snap
-123.1363,44.063736,CASH KING LIQUIDATORS,2699 Roosevelt Blvd,Eugene,LANE,snap
-121.21669,44.867119,DMJ SHELL SERVICE STATION,2172 HWY 26,WARM SPRINGS,JEFFERSON,snap
-123.31061,44.551235,Dollar Tree 3196,5222 SW Philomath Blvd,Corvallis,BENTON,snap
-122.80276,45.443832,Dollar Tree 3244,12244 SW Scholls Ferry Rd,Tigard,WASHINGTON,snap
-122.59742,45.49044,OVERSEAS TASTE,4431 SE 64th Ave,Portland,MULTNOMAH,snap
-122.45628,45.545006,ROLLING HILLS MARKET,20101 NE Sandy Blvd,Fairview,MULTNOMAH,snap
-123.92309,45.992046,Seaside Station,231 S Holladay Dr,Seaside,CLATSOP,snap
-121.72269,42.18544,Fast Break Homedale Market 6510,4449 Homedale Rd,Klamath Falls,KLAMATH,snap
-122.83625,45.365887,Walmart SuperCenter 4176,21320 SW Langer Farms Pkwy,Sherwood,WASHINGTON,snap
-122.56901,45.497417,Longs Seafood Market,9191 Se Powell Blvd,Portland,MULTNOMAH,snap
-123.35281,43.24585,DOUGLAS COUNTY FARMERS CO-OP,3171 NE Stephens St,Roseburg,DOUGLAS,snap
-123.35979,43.213985,Grocery Outlet Of Roseburg,930 W Harvard Ave,Roseburg,DOUGLAS,snap
-122.70329,45.256626,Dollar Tree 2118,1055 SW 1st Ave,Canby,CLACKAMAS,snap
-122.41107,45.499187,Dollar Tree 2462,2117 NE Burnside Rd,Gresham,MULTNOMAH,snap
-122.95553,45.529205,ALBERTSONS 591,888 NE 25th Ave,Hillsboro,WASHINGTON,snap
-123.36157,43.239674,ALBERTSONS 515,3013 NW Stewart Pkwy,Roseburg,DOUGLAS,snap
-122.86758,45.475204,ALBERTSONS 3557,6055 SW 185th Ave,Aloha,WASHINGTON,snap
-122.92822,44.045662,ALBERTSONS 574,5755 Main St,Springfield,LANE,snap
-123.2065,45.196606,Albertsons 2528,615 SW Keck Dr,McMinnville,YAMHILL,snap
-123.51946,44.597054,Blodgett Country Store,21412 Highway 20,Blodgett,BENTON,snap
-122.83693,45.144878,Miranda's Bakery,1085 N Pacific Hwy,Woodburn,MARION,snap
-123.18744,45.226109,RUBYS MART & TOBACCO,2411 NE McDonald Ln,McMinnville,YAMHILL,snap
-122.81413,42.318287,ALBERTSONS 3508,910 N Phoenix Rd,Medford,JACKSON,snap
-122.43428,45.519051,"Plaid Pantry, Inc. 231",22222 SE Stark St,Gresham,MULTNOMAH,snap
-122.50881,45.497627,LAVANG FOOD & DELI MART,15003 SE Powell Blvd,Portland,MULTNOMAH,snap
-122.37438,45.430355,Mccall's Country Store,28087 Se Highway 212,Boring,CLACKAMAS,snap
-123.2881,43.538967,Pilot Travel Center 233,800 John Long Rd,Oakland,DOUGLAS,snap
-122.70442,45.535374,THURMAN MARKET,2576 NW Thurman St,Portland,MULTNOMAH,snap
-122.65726,45.53146,Green Zebra Grocery,808 NE Multnomah St,Portland,MULTNOMAH,snap
-122.62026,45.534039,HOLLYWOOD FOOD MARKET AND GAS STATION LLC,1510 NE 42nd Ave,Portland,MULTNOMAH,snap
-123.12252,44.623291,GPS MARKET,1655 Queen Ave SW,Albany,LINN,snap
-123.1282,44.098988,ALBERTSONS 560,55 Division Ave,Eugene,LANE,snap
-123.42477,42.73661,Dollar General 18164,203 Pacific Ave,Glendale,DOUGLAS,snap
-123.0745,44.065456,ALBERTSONS 572,311 Coburg Rd,Eugene,LANE,snap
-122.99517,44.064507,ALBERTSONS 570,2000 Marcola Rd,Springfield,LANE,snap
-122.54967,45.496403,IMPERIAL LLC,11050 SE Powell Blvd,Portland,MULTNOMAH,snap
-122.85587,45.143627,La Azteca Inc,153 Grant St,Woodburn,MARION,snap
-123.12067,44.047794,Amazon Market & Deli,1815 W 11th Ave,Eugene,LANE,snap
-122.89939,42.32478,ALBERTSONS 3593,113 N Ross Ln,Medford,JACKSON,snap
-122.75734,45.436897,Papa Murphy's Take And Bake Pizza OR130,11705 Sw Pacific Hwy,Portland,WASHINGTON,snap
-121.5441,44.290276,76 Of Sisters,591 E Highway 20,Sisters,DESCHUTES,snap
-122.95795,45.505516,Target Store T-0362,2295 SE Tualatin Valley Hwy,Hillsboro,WASHINGTON,snap
-122.98598,44.939701,Target Store T-0608,3790 Center St NE,Salem,MARION,snap
-123.04256,44.072151,Target Store T-0612,2750 Gateway St,Springfield,LANE,snap
-122.87958,42.34753,Target Store T-0613,2000 Crater Lake Hwy,Medford,JACKSON,snap
-122.86635,45.538147,Target Store T-0910,18101 NW Evergreen Pkwy,Beaverton,WASHINGTON,snap
-122.90105,42.355442,Short Stop Market & Deli,3320 N Pacific Hwy,Medford,JACKSON,snap
-122.61242,45.366489,MARKET OF CHOICE 5,5639 Hood St,West Linn,CLACKAMAS,snap
-121.71807,42.213848,SHASTA MARKET,5745 Shasta Way,Klamath Falls,KLAMATH,snap
-122.98338,44.927486,Walgreens 09287,124 Lancaster Dr SE,Salem,MARION,snap
-122.99601,45.012669,Target Store T-2110,6450 Keizer Station Blvd NE,Keizer,MARION,snap
-122.9045,45.516563,ALBERTSONS 590,7500 W Baseline Rd,Hillsboro,WASHINGTON,snap
-122.98332,44.983742,Arco AM PM,4433 Lancaster Dr NE,Salem,MARION,snap
-122.93822,45.520069,Plaid Pantry 216,101 NE 43rd Ave,Hillsboro,WASHINGTON,snap
-122.77693,45.009922,OAK MARKET,800 Oak St,Silverton,MARION,snap
-116.9855,44.024677,ALBERTSONS 131,1410 Westpark Plz,Ontario,MALHEUR,snap
-122.68525,45.462727,"Burlingame Shell, Inc.",8517 SW Terwilliger Blvd,Portland,MULTNOMAH,snap
-123.41377,43.119682,JM Market,261 SW MAIN ST,WINSTON,DOUGLAS,snap
-118.7868,45.67165,PENDLETON FARMERS MARKET,300 S Main St,Pendleton,UMATILLA,snap
-123.02529,44.050629,Bungalow Market,30 E St,Springfield,LANE,snap
-122.90583,42.377029,Albertsons 3595,1360 Plaza Blvd,Central Point,JACKSON,snap
-122.3999,45.519077,ALBERTSONS 536,25691 SE Stark St,Troutdale,MULTNOMAH,snap
-122.86674,45.557888,ALBERTSONS 596,18425 NW West Union Rd,Portland,WASHINGTON,snap
-122.87581,42.337975,C & S Ok Market,1202 N Riverside Ave,Medford,JACKSON,snap
-123.04757,45.521282,Walgreens 09353,115 N 20th Ave,Cornelius,WASHINGTON,snap
-122.90308,45.783295,SCAPPOOSE MARKET,32284 Scappoose Vernonia Hwy,Scappoose,COLUMBIA,snap
-122.67037,42.185387,ALBERTSONS 573,2301 Ashland St,Ashland,JACKSON,snap
-122.7322,45.487072,ALBERTSONS 505,5415 SW Beaverton Hillsdale Hwy,Portland,MULTNOMAH,snap
-122.47714,45.525787,ALBERTSONS 564,451 NE 181st Ave,Portland,MULTNOMAH,snap
-123.30283,42.429607,King's Corner Market 6,1644 Se N St,Grants Pass,JOSEPHINE,snap
-122.60224,45.555447,ALBERTSONS 575,5850 Prescott St NE,Portland,MULTNOMAH,snap
-119.28729,45.835209,7-Eleven Store 20899E,775 S Highway 395,Hermiston,UMATILLA,snap
-122.77242,42.238792,Crown Market 600,806 S Pacific Hwy,Talent,JACKSON,snap
-123.06704,44.138836,Dari Mart Stores Inc 29,91145 N Willamette St,Coburg,LANE,snap
-122.75229,45.394562,Whole Foods Market 10266,7380 SW Bridgeport Rd,Tigard,WASHINGTON,snap
-122.57322,45.331486,ALBERTSONS 571,19007 Beavercreek Rd,Oregon City,CLACKAMAS,snap
-121.72363,42.206417,ALBERTSONS 577,5500 S 6th St,Klamath Falls,KLAMATH,snap
-123.17942,44.070004,ALBERTSONS 513,4740 Royal Ave,Eugene,LANE,snap
-123.17105,44.048138,Target Store T-1405,4575 W 11th Ave,Eugene,LANE,snap
-123.01809,44.046207,Erica's Meat Market,602 Main St,Springfield,LANE,snap
-122.68383,45.521954,Ma & Pa Market,1200 SW Washington St,Portland,MULTNOMAH,snap
-122.81453,44.797905,7-eleven #38801a 38801A,1925 W Washington St,Stayton,MARION,snap
-123.4595,43.246986,MELROSE COUNTRY STORE,3737 Melrose Rd,Roseburg,DOUGLAS,snap
-122.98499,44.967548,Wing Wa Oriental Market,3280 Harold Dr NE,Salem,MARION,snap
-123.64665,42.164024,Speedy Mart & Deli,305 S Redwood Hwy,Cave Junction,JOSEPHINE,snap
-123.07515,44.065105,JACKSONS FOOD STORES 113,274 Coburg Rd,Eugene,LANE,snap
-123.09757,44.052113,JACKSONS FOOD STORES 114,330 W 7th Ave,Eugene,LANE,snap
-123.20013,44.851215,CIRCLE S MARKET,1082 Monmouth St,Independence,POLK,snap
-122.59348,45.488243,DOLLAR TREE 1463,6868 SE Foster Rd,Portland,MULTNOMAH,snap
-122.4756,45.506981,DOLLAR TREE 1858,2400 SE 182nd Ave,Portland,MULTNOMAH,snap
-121.30899,44.032146,DOLLAR TREE 1912,61470 S Highway 97,Bend,DESCHUTES,snap
-122.83265,45.847569,DOLLAR TREE 1947,58729 Columbia River Hwy,Saint Helens,COLUMBIA,snap
-123.31387,44.929214,DOLLAR TREE 1971,160 W Ellendale Ave,Dallas,POLK,snap
-123.36414,43.227764,DOLLAR TREE 2198,780 NW Garden Valley Blvd,Roseburg,DOUGLAS,snap
-123.19779,45.218132,DOLLAR TREE 2205,1460 NE Baker St,McMinnville,YAMHILL,snap
-122.80675,45.501755,DOLLAR TREE 2284,12635 SW Walker Rd,Beaverton,WASHINGTON,snap
-123.09636,45.520134,DOLLAR TREE 2349,2828 Pacific Ave,Forest Grove,WASHINGTON,snap
-117.82895,44.779976,DOLLAR TREE 2468,2300 Resort St,Baker City,BAKER,snap
-121.13436,44.616543,DOLLAR TREE 2470,1460A SW Highway 97,Madras,JEFFERSON,snap
-117.96272,45.459282,IMBLER COUNTRY MARKET,350 Ruckman Ave,Imbler,UNION,snap
-124.0051,44.99559,Walgreens 9875,4048 NE Highway 101,Lincoln City,LINCOLN,snap
-122.67725,45.603081,PLAID PANTRY 209,1020 N Marine Dr,Portland,MULTNOMAH,snap
-123.8301,45.276905,Beaver Firearms And Grocery,24750 Hwy 101 S,Coverdale,TILLAMOOK,snap
-122.87028,45.528866,CAN THO MARKET,18725 NW Walker Rd,Beaverton,WASHINGTON,snap
-122.62784,45.410759,DOLLAR TREE 2846,15574 SE McLoughlin Blvd,Milwaukie,CLACKAMAS,snap
-122.95948,45.506161,DOLLAR TREE 2985,2165 SE Tualatin Valley Hwy,Hillsboro,WASHINGTON,snap
-120.82944,44.302872,Dollar Tree 3148,1550 NE 3rd St,Prineville,CROOK,snap
-122.82481,45.855507,SKINNY'S TEXACO,373 S Columbia River Hwy,Saint Helens,COLUMBIA,snap
-122.43784,45.172127,Colton Market,20867 S Highway 211,Colton,CLACKAMAS,snap
-122.79421,44.807606,PAPA MURPHYS OR-115,1754 N 1st St,Stayton,MARION,snap
-123.08379,44.638409,Stop N Save 8,1737 Salem Ave SE,Albany,LINN,snap
-122.81018,45.494282,New Seasons Market - Cedar Hills 8,3495 SW Cedar Hills Blvd,Beaverton,WASHINGTON,snap
-122.57913,45.451324,Morrow Brothers Produce 4,9907 SE 82nd Ave,Happy Valley,CLACKAMAS,snap
-122.80023,45.4757,Rose Neighborhood Market,6120 SW Lombard Ave,Beaverton,WASHINGTON,snap
-124.00577,44.989349,US MARKET 155,3327 NW Highway 101,Lincoln City,LINCOLN,snap
-117.81357,44.781765,JACKSONS FOOD STORES 83,500 Campbell St,Baker City,BAKER,snap
-122.98006,44.914761,JACKSONS FOOD STORES 107,1110 Lancaster Dr SE,Salem,MARION,snap
-123.11353,44.643581,JACKSONS FOOD STORES 108,655 NW North Albany Rd,Albany,LINN,snap
-123.26016,44.579365,JACKSONS FOOD STORES 111,1334 NW 9th St,Corvallis,BENTON,snap
-123.04158,44.082268,JACKSONS FOOD STORES 112,3375 Gateway St,Springfield,LANE,snap
-123.84398,45.453838,CENTER MARKET 12,604 Main Ave,Tillamook,TILLAMOOK,snap
-123.57867,44.169346,LAKEVIEW GROCERY,19385 Highway 36,Blachly,LANE,snap
-122.49591,45.547668,GIUSTO FARMS,3518 NE 162nd Ave,Portland,MULTNOMAH,snap
-122.99539,44.059708,Dollar Tree 1470,2090 Olympic St,Springfield,LANE,snap
-122.98364,44.96241,Dollar Tree 1745,2789 Lancaster Dr NE,Salem,MARION,snap
-121.52358,45.69556,Dollar Tree 1840,1799 12th St,Hood River,HOOD RIVER,snap
-122.74779,45.58913,St. Johns Deli & Grocery,7920 N Lombard St,Portland,MULTNOMAH,snap
-123.13951,42.404984,Foots Creek Deli Mart,3175 Rogue River Hwy,Gold Hill,JACKSON,snap
-124.49732,42.754688,Dollar General 17097,2140 Oregon St,Port Orford,CURRY,snap
-122.62862,45.444466,Dollar Tree 1843,10894 SE Oak St,Milwaukie,CLACKAMAS,snap
-122.55589,45.518265,Dollar Tree 2338,10534 SE Washington St,Portland,MULTNOMAH,snap
-123.14616,44.047974,Dollar Tree 2712,3600 W 11th Ave,Eugene,LANE,snap
-121.30307,44.055977,7-ELEVEN 27233 G,256 NE Franklin Ave,Bend,DESCHUTES,snap
-119.70152,45.839439,Boardman Chevron / Circle K 350,101 Main St,Boardman,MORROW,snap
-122.86757,45.536747,TRADER JOES 149,2285 NW 185th Ave,Hillsboro,WASHINGTON,snap
-122.26592,45.39727,BIG APPLE MARKET,38636 Proctor Blvd,Sandy,CLACKAMAS,snap
-123.05667,43.804573,Dollar Tree 2717,1137 Highway 99 N,Cottage Grove,LANE,snap
-122.97551,44.912701,Dollar Tree 2731,1264 Lancaster Dr SE,Salem,MARION,snap
-124.22407,43.399483,SHERMAN AVENUE MARKET,2506 Sherman Ave,North Bend,COOS,snap
-123.02135,44.0462,Main Street Market,330 Main St,Springfield,LANE,snap
-120.82343,44.302971,PRINEVILLE GROCERY OUTLET,1951 NE 3rd St,Prineville,CROOK,snap
