amt_of_cultural_donations,amt_of_community_donations,amt_of_env_donations,amt_of_other_donations,total_family_income,wealth_wo_equity,wealth_with_equity,weight,sequence_number,relation_to_rp,year,family_interview_id,psid_state_of_residence_code,family_composition_change,1968_family_identifier,age,sex,number_of_children_in_fu,marital_status,health_status,race,religion,amt_of_religious_donations,amt_of_combo_donations,amt_of_needy_donations,wtr_donated_to_health_org,amt_of_health_donations,amt_of_edu_donations,amt_of_youth_donations,amt_of_cultural_donations,amt_of_env_donations,mcovid1_wtr_donate_to_help_re_pandemic,mcovid2_wtr_pandemic_donations_crowdfund,mcovid3_largest_crowdfund_donation_to,mcovid4_dollar_amt_pandemic_donations,amt_of_other_donations,total_family_income,wealth_wo_equity,wealth_with_equity,weight,sequence_number,relation_to_rp,year,individual_id,wtr_donated-2021
0.0,0.0,0.0,150.0,47500.0,-45000.0,-45000.0,0.965,3,30,2019,8549.0,12.0,0.0,5784.0,31.0,1.0,3.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,59500.0,-51000.0,-51000.0,0.965,3,30,2021,5784040,5
0.0,0.0,0.0,0.0,21300.0,-230.0,-230.0,1.625,4,30,2019,3653.0,24.0,1.0,5784.0,39.0,1.0,4.0,1.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,30000.0,9000.0,9000.0,1.694,4,30,2021,5784041,1
0.0,0.0,0.0,150.0,47500.0,-45000.0,-45000.0,0.965,4,30,2019,8549.0,12.0,0.0,5784.0,31.0,1.0,3.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,59500.0,-51000.0,-51000.0,0.965,4,30,2021,5784042,5
0.0,0.0,0.0,0.0,35000.0,1000.0,1000.0,1.954,3,30,2019,7889.0,12.0,1.0,5784.0,33.0,2.0,1.0,2.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,63642.0,-74500.0,-74500.0,1.955,2,30,2021,5784043,5
0.0,0.0,0.0,150.0,47500.0,-45000.0,-45000.0,0.965,5,30,2019,8549.0,12.0,0.0,5784.0,31.0,1.0,3.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,59500.0,-51000.0,-51000.0,0.965,5,30,2021,5784044,5
0.0,0.0,0.0,0.0,21300.0,-230.0,-230.0,1.625,0,0,2019,3653.0,24.0,1.0,5784.0,39.0,1.0,4.0,1.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,30000.0,9000.0,9000.0,1.694,5,30,2021,5784045,1
0.0,0.0,0.0,0.0,21300.0,-230.0,-230.0,1.625,2,20,2019,3653.0,24.0,1.0,5784.0,39.0,1.0,4.0,1.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,30000.0,9000.0,9000.0,1.694,2,20,2021,5784174,1
0.0,0.0,0.0,0.0,21300.0,-230.0,-230.0,1.625,71,33,2019,3653.0,24.0,1.0,5784.0,39.0,1.0,4.0,1.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,30000.0,9000.0,9000.0,1.694,6,33,2021,5784176,1
0.0,0.0,0.0,150.0,47500.0,-45000.0,-45000.0,0.965,1,10,2019,8549.0,12.0,0.0,5784.0,31.0,1.0,3.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,59500.0,-51000.0,-51000.0,0.965,1,10,2021,5784181,5
0.0,0.0,0.0,0.0,1500.0,-1000.0,-1000.0,2.955,0,0,2019,7750.0,24.0,4.0,5784.0,62.0,1.0,0.0,3.0,4.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6564.0,0.0,0.0,1.97,1,10,2021,5784183,5
0.0,0.0,0.0,0.0,6000.0,-70000.0,-70000.0,8.025,1,10,2019,5202.0,12.0,0.0,5801.0,61.0,2.0,0.0,2.0,4.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,12000.0,0.0,0.0,8.025,1,10,2021,5801004,5
0.0,0.0,0.0,0.0,14499.0,5000.0,5000.0,5.108,1,10,2019,5417.0,14.0,1.0,5801.0,40.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,18894.0,18000.0,18000.0,5.452,1,10,2021,5801031,5
0.0,0.0,0.0,0.0,3000.0,0.0,0.0,5.399,1,10,2019,4019.0,22.0,0.0,5801.0,37.0,2.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.399,1,10,2021,5801032,5
0.0,0.0,0.0,0.0,14499.0,5000.0,5000.0,5.108,2,30,2019,7932.0,14.0,5.0,5801.0,20.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1040.0,2000.0,2000.0,4.076,1,10,2021,5801036,5
0.0,0.0,0.0,0.0,3000.0,0.0,0.0,5.399,2,30,2019,4019.0,22.0,0.0,5801.0,37.0,2.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.399,2,30,2021,5801037,5
0.0,0.0,0.0,0.0,14499.0,5000.0,5000.0,5.108,3,30,2019,5417.0,14.0,1.0,5801.0,40.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,18894.0,18000.0,18000.0,5.452,72,30,2021,5801039,5
0.0,0.0,0.0,0.0,3000.0,0.0,0.0,5.399,3,30,2019,4019.0,22.0,0.0,5801.0,37.0,2.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.399,3,30,2021,5801040,5
0.0,0.0,0.0,0.0,14499.0,5000.0,5000.0,5.108,4,30,2019,5417.0,14.0,1.0,5801.0,40.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,18894.0,18000.0,18000.0,5.452,2,30,2021,5801041,5
0.0,0.0,0.0,0.0,3000.0,0.0,0.0,5.399,4,30,2019,4019.0,22.0,0.0,5801.0,37.0,2.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.399,4,30,2021,5801042,5
0.0,0.0,0.0,0.0,38200.0,20600.0,20600.0,3.547,1,10,2019,3423.0,42.0,0.0,5802.0,63.0,2.0,0.0,4.0,3.0,2.0,6.0,3340.0,1200.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,40.0,0.0,26200.0,115000.0,115000.0,3.547,1,10,2021,5802003,1
0.0,0.0,0.0,0.0,50500.0,28000.0,28000.0,2.54,3,30,2019,3701.0,4.0,4.0,5802.0,40.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,168200.0,74000.0,192000.0,1.905,4,33,2021,5802031,5
0.0,0.0,0.0,0.0,50500.0,28000.0,28000.0,2.54,1,10,2019,3701.0,4.0,4.0,5802.0,40.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,168200.0,74000.0,192000.0,1.905,2,20,2021,5802175,5
0.0,0.0,0.0,0.0,40000.0,0.0,0.0,3.59,1,10,2019,7338.0,42.0,0.0,5802.0,34.0,2.0,0.0,2.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,128700.0,30000.0,30000.0,3.59,1,10,2021,5802176,5
0.0,0.0,0.0,0.0,50500.0,28000.0,28000.0,2.54,2,30,2019,3701.0,4.0,4.0,5802.0,40.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,168200.0,74000.0,192000.0,1.905,3,33,2021,5802186,5
0.0,0.0,0.0,0.0,50500.0,28000.0,28000.0,2.54,0,0,2019,3701.0,4.0,4.0,5802.0,40.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,168200.0,74000.0,192000.0,1.905,1,10,2021,5802188,5
0.0,0.0,0.0,0.0,18000.0,10000.0,75000.0,17.201,1,10,2019,257.0,9.0,0.0,5805.0,85.0,1.0,0.0,1.0,5.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,32400.0,9000.0,109000.0,17.202,1,10,2021,5805001,5
0.0,0.0,0.0,0.0,18000.0,10000.0,75000.0,17.201,2,20,2019,257.0,9.0,0.0,5805.0,85.0,1.0,0.0,1.0,5.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,32400.0,9000.0,109000.0,17.202,2,20,2021,5805002,5
0.0,0.0,0.0,0.0,9372.0,3930.0,3930.0,7.509,1,10,2019,4864.0,32.0,0.0,5812.0,63.0,2.0,0.0,4.0,2.0,2.0,1.0,936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,9360.0,32000.0,32000.0,7.509,1,10,2021,5812008,5
0.0,0.0,0.0,0.0,44773.0,-62300.0,-62300.0,10.89,1,10,2019,3941.0,47.0,1.0,5812.0,60.0,1.0,0.0,2.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,15000.0,0.0,0.0,10.028,1,10,2021,5812009,5
0.0,0.0,0.0,0.0,16336.0,2300.0,2300.0,5.603,2,20,2019,3663.0,32.0,0.0,5812.0,58.0,1.0,0.0,1.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,16800.0,10000.0,10000.0,5.604,2,20,2021,5812010,5
0.0,0.0,0.0,0.0,18050.0,500.0,500.0,6.602,1,10,2019,9241.0,32.0,1.0,5812.0,54.0,2.0,0.0,2.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,75.0,-2700.0,-2700.0,6.602,1,10,2021,5812013,5
0.0,0.0,0.0,0.0,39520.0,0.0,0.0,4.714,1,10,2019,4984.0,10.0,0.0,5812.0,50.0,2.0,0.0,4.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,26680.0,0.0,0.0,4.714,1,10,2021,5812033,5
0.0,0.0,0.0,0.0,34296.0,3500.0,3500.0,3.355,1,10,2019,6691.0,32.0,1.0,5812.0,45.0,2.0,1.0,5.0,5.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,25200.0,-20000.0,-20000.0,3.6,1,10,2021,5812034,5
0.0,0.0,0.0,0.0,58740.0,0.0,0.0,2.99,1,10,2019,4601.0,32.0,1.0,5812.0,38.0,1.0,5.0,1.0,1.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,12400.0,0.0,0.0,2.896,1,10,2021,5812043,5
0.0,0.0,0.0,0.0,65100.0,-10000.0,60000.0,2.551,2,20,2019,3574.0,32.0,1.0,5812.0,41.0,1.0,1.0,1.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,73800.0,-16000.0,-16000.0,2.551,2,20,2021,5812046,5
0.0,0.0,0.0,0.0,41300.0,-27000.0,-27000.0,3.911,1,10,2019,3588.0,32.0,0.0,5812.0,35.0,2.0,1.0,4.0,3.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,43600.0,8000.0,16000.0,3.911,1,10,2021,5812047,5
0.0,0.0,0.0,0.0,3500.0,15000.0,15000.0,5.713,1,10,2019,7429.0,32.0,0.0,5812.0,34.0,1.0,0.0,2.0,3.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,15000.0,55000.0,55000.0,5.713,1,10,2021,5812048,5
300.0,0.0,100.0,0.0,40000.0,5600.0,5600.0,1.646,1,10,2019,4739.0,10.0,0.0,5812.0,31.0,2.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,65000.0,-9600.0,-9600.0,1.647,1,10,2021,5812050,5
0.0,0.0,0.0,0.0,43000.0,100.0,100.0,3.124,1,10,2019,4427.0,19.0,4.0,5812.0,28.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,12243.0,5000.0,5000.0,3.125,2,22,2021,5812057,5
0.0,0.0,0.0,0.0,26200.0,0.0,0.0,6.294,1,10,2019,4040.0,32.0,0.0,5812.0,27.0,1.0,0.0,2.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,9100.0,3400.0,3400.0,6.294,1,10,2021,5812058,5
0.0,0.0,0.0,0.0,41000.0,-11070.0,-11070.0,3.984,1,10,2019,5882.0,32.0,0.0,5812.0,26.0,2.0,0.0,2.0,3.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,35466.0,-116500.0,-116500.0,2.457,1,10,2021,5812060,5
0.0,0.0,0.0,0.0,18050.0,500.0,500.0,6.602,51,30,2019,9241.0,32.0,1.0,5812.0,54.0,2.0,0.0,2.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,75.0,-2700.0,-2700.0,6.602,71,30,2021,5812061,5
0.0,0.0,0.0,0.0,18050.0,500.0,500.0,6.602,2,30,2019,9241.0,32.0,1.0,5812.0,54.0,2.0,0.0,2.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,75.0,-2700.0,-2700.0,6.602,51,30,2021,5812062,5
0.0,0.0,0.0,0.0,34296.0,3500.0,3500.0,3.355,2,30,2019,6691.0,32.0,1.0,5812.0,45.0,2.0,1.0,5.0,5.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,25200.0,-20000.0,-20000.0,3.6,2,30,2021,5812063,5
0.0,0.0,0.0,0.0,34296.0,3500.0,3500.0,3.355,3,30,2019,8398.0,32.0,5.0,5812.0,21.0,1.0,0.0,2.0,2.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,42000.0,25000.0,25000.0,2.629,1,10,2021,5812064,5
0.0,0.0,0.0,0.0,58740.0,0.0,0.0,2.99,3,30,2019,4601.0,32.0,1.0,5812.0,38.0,1.0,5.0,1.0,1.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,12400.0,0.0,0.0,2.896,3,30,2021,5812065,5
0.0,0.0,0.0,0.0,58740.0,0.0,0.0,2.99,6,30,2019,4601.0,32.0,1.0,5812.0,38.0,1.0,5.0,1.0,1.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,12400.0,0.0,0.0,2.896,6,30,2021,5812070,5
0.0,0.0,0.0,0.0,43000.0,100.0,100.0,3.124,3,30,2019,4427.0,19.0,4.0,5812.0,28.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,12243.0,5000.0,5000.0,3.125,3,30,2021,5812071,5
0.0,0.0,0.0,0.0,41300.0,-27000.0,-27000.0,3.911,2,30,2019,3588.0,32.0,0.0,5812.0,35.0,2.0,1.0,4.0,3.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,43600.0,8000.0,16000.0,3.911,2,30,2021,5812073,5
0.0,0.0,0.0,0.0,58740.0,0.0,0.0,2.99,7,30,2019,4601.0,32.0,1.0,5812.0,38.0,1.0,5.0,1.0,1.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,12400.0,0.0,0.0,2.896,7,30,2021,5812074,5
300.0,0.0,100.0,0.0,40000.0,5600.0,5600.0,1.646,2,30,2019,4739.0,10.0,0.0,5812.0,31.0,2.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,65000.0,-9600.0,-9600.0,1.647,2,30,2021,5812075,5
0.0,0.0,0.0,0.0,43000.0,100.0,100.0,3.124,4,30,2019,4427.0,19.0,4.0,5812.0,28.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,12243.0,5000.0,5000.0,3.125,4,30,2021,5812076,5
300.0,0.0,100.0,0.0,40000.0,5600.0,5600.0,1.646,3,30,2019,4739.0,10.0,0.0,5812.0,31.0,2.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,65000.0,-9600.0,-9600.0,1.647,3,30,2021,5812077,5
0.0,0.0,0.0,0.0,58740.0,0.0,0.0,2.99,0,0,2019,4601.0,32.0,1.0,5812.0,38.0,1.0,5.0,1.0,1.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,12400.0,0.0,0.0,2.896,8,60,2021,5812079,5
0.0,0.0,0.0,0.0,65100.0,-10000.0,60000.0,2.551,0,0,2019,3574.0,32.0,1.0,5812.0,41.0,1.0,1.0,1.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,73800.0,-16000.0,-16000.0,2.551,3,30,2021,5812080,5
0.0,0.0,0.0,0.0,16336.0,2300.0,2300.0,5.603,1,10,2019,3663.0,32.0,0.0,5812.0,58.0,1.0,0.0,1.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,16800.0,10000.0,10000.0,5.604,1,10,2021,5812175,5
0.0,0.0,0.0,0.0,58740.0,0.0,0.0,2.99,2,20,2019,4601.0,32.0,1.0,5812.0,38.0,1.0,5.0,1.0,1.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,12400.0,0.0,0.0,2.896,2,20,2021,5812214,5
0.0,0.0,0.0,0.0,58740.0,0.0,0.0,2.99,4,30,2019,4601.0,32.0,1.0,5812.0,38.0,1.0,5.0,1.0,1.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,12400.0,0.0,0.0,2.896,4,30,2021,5812215,5
0.0,0.0,0.0,0.0,58740.0,0.0,0.0,2.99,5,30,2019,4601.0,32.0,1.0,5812.0,38.0,1.0,5.0,1.0,1.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,12400.0,0.0,0.0,2.896,5,30,2021,5812216,5
0.0,0.0,0.0,0.0,65100.0,-10000.0,60000.0,2.551,1,10,2019,3574.0,32.0,1.0,5812.0,41.0,1.0,1.0,1.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,73800.0,-16000.0,-16000.0,2.551,1,10,2021,5812233,5
0.0,0.0,0.0,0.0,43000.0,100.0,100.0,3.124,2,88,2019,4427.0,19.0,4.0,5812.0,28.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,12243.0,5000.0,5000.0,3.125,1,10,2021,5812234,5
0.0,0.0,0.0,0.0,41000.0,-11070.0,-11070.0,3.984,72,72,2019,8845.0,32.0,8.0,5812.0,45.0,1.0,0.0,1.0,1.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,131200.0,21500.0,57500.0,4.366,1,10,2021,5812238,5
0.0,0.0,0.0,0.0,41000.0,-11070.0,-11070.0,3.984,73,74,2019,8845.0,32.0,8.0,5812.0,45.0,1.0,0.0,1.0,1.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,131200.0,21500.0,57500.0,4.366,3,30,2021,5812239,5
0.0,0.0,0.0,0.0,41000.0,-11070.0,-11070.0,3.984,74,74,2019,8845.0,32.0,8.0,5812.0,45.0,1.0,0.0,1.0,1.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,131200.0,21500.0,57500.0,4.366,4,30,2021,5812240,5
0.0,0.0,0.0,0.0,1840.0,65000.0,65000.0,7.13,1,10,2019,3188.0,32.0,0.0,5813.0,74.0,2.0,1.0,5.0,5.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,12030.0,15800.0,15800.0,7.617,1,10,2021,5813005,5
0.0,0.0,0.0,0.0,38770.0,-58900.0,-23900.0,10.01,1,10,2019,3103.0,32.0,0.0,5813.0,66.0,2.0,0.0,4.0,4.0,2.0,6.0,600.0,0.0,200.0,1.0,30.0,50.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,39865.0,-78600.0,-50600.0,10.01,1,10,2021,5813006,1
0.0,0.0,0.0,0.0,8320.0,-12000.0,-12000.0,13.403,1,10,2019,5342.0,39.0,2.0,5813.0,60.0,1.0,0.0,4.0,5.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,41612.0,9000.0,9000.0,6.702,1,10,2021,5813008,5
0.0,0.0,0.0,0.0,52650.0,101800.0,101800.0,7.973,1,10,2019,7224.0,32.0,0.0,5813.0,40.0,1.0,0.0,2.0,2.0,2.0,6.0,100.0,0.0,350.0,0.0,50.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,61000.0,69000.0,69000.0,7.973,1,10,2021,5813031,1
0.0,0.0,0.0,0.0,147000.0,-48000.0,30000.0,5.001,2,20,2019,6228.0,32.0,0.0,5813.0,36.0,1.0,3.0,1.0,3.0,2.0,6.0,6000.0,500.0,150.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,205150.0,542000.0,777000.0,5.001,2,20,2021,5813034,1
0.0,0.0,0.0,0.0,81450.0,-173000.0,-173000.0,2.549,1,10,2019,3220.0,32.0,0.0,5813.0,34.0,2.0,1.0,4.0,2.0,2.0,6.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,59050.0,-113000.0,-92000.0,3.824,1,10,2021,5813035,5
0.0,0.0,0.0,0.0,52650.0,101800.0,101800.0,7.973,2,74,2019,7224.0,32.0,0.0,5813.0,40.0,1.0,0.0,2.0,2.0,2.0,6.0,100.0,0.0,350.0,0.0,50.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,61000.0,69000.0,69000.0,7.973,2,74,2021,5813037,1
0.0,0.0,0.0,0.0,1840.0,65000.0,65000.0,7.13,2,60,2019,3188.0,32.0,0.0,5813.0,74.0,2.0,1.0,5.0,5.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,12030.0,15800.0,15800.0,7.617,2,60,2021,5813038,5
0.0,0.0,0.0,0.0,30600.0,-37998.0,-37998.0,1.418,2,98,2019,8156.0,32.0,0.0,5813.0,36.0,2.0,2.0,2.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,30881.0,-150793.0,-150793.0,1.419,2,98,2021,5813039,5
0.0,0.0,0.0,0.0,147000.0,-48000.0,30000.0,5.001,3,30,2019,6228.0,32.0,0.0,5813.0,36.0,1.0,3.0,1.0,3.0,2.0,6.0,6000.0,500.0,150.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,205150.0,542000.0,777000.0,5.001,3,30,2021,5813040,1
0.0,0.0,0.0,0.0,147000.0,-48000.0,30000.0,5.001,4,30,2019,6228.0,32.0,0.0,5813.0,36.0,1.0,3.0,1.0,3.0,2.0,6.0,6000.0,500.0,150.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,205150.0,542000.0,777000.0,5.001,4,30,2021,5813041,1
0.0,0.0,0.0,0.0,81450.0,-173000.0,-173000.0,2.549,2,30,2019,3220.0,32.0,0.0,5813.0,34.0,2.0,1.0,4.0,2.0,2.0,6.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,59050.0,-113000.0,-92000.0,3.824,2,30,2021,5813042,5
0.0,0.0,0.0,0.0,1840.0,65000.0,65000.0,7.13,3,65,2019,3188.0,32.0,0.0,5813.0,74.0,2.0,1.0,5.0,5.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,12030.0,15800.0,15800.0,7.617,3,65,2021,5813043,5
